,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.245817199502319,0,0,0.105019491483394,0,0.138421183942748,0.151877070071938,0,0,0,0,0,0,0,0.0237722977817471,0,0,0.315720452672757,-1.73472347597681e-18,0,0,0,0,0,1.0842021724855e-19,0,0,0.0163801893439799,0,0,0,0,0,0,0,0,0,0,0,0,0.0652519496499809,0,0.00858366337263535,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0362109218812988,0,0,0,0.054526869289162,0,0.108075342981267,0,0,0.259423554950919,0,0.0638391258136355,0,0,0,0,0.329352421902631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034366031546096,0,0,0,0,0,0.0964848210905642
X601288.CH.EQUITY,0.24918514464054,0,0,0.210878740339467,0,0,0,0,0,0,0,0,0,0.159746661609644,0,0,0,0,0,0,0,0,0,0,0,0,0.107130625845094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383468911428074,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.304935988800657,0,0,0,0,0,-0.186940277218587,0,0.0581318982968135,0,0,0,0,0,0,0,0,0.136578098831182,0,0,0,0,0,0,0,0,0,0,0,0.0588262866518731,0.470703859233501,0,0,0,0.0132454341447393,0,0,0.142790683268823,0,0,0,0.171568569635715,0,0,0,0,0.0184236010422736,0
X5.HK.EQUITY,-0.055289982292697,0,0,0,0,0,0,0,0,0,0,0.0368999003219853,0,0,0,0,0,0,0,0.68517612169111,0,0,0,0,0,0,0,0.0770903199142554,0,0,0,0,0,-0.220127827943002,0,0,0,0.00682389770110949,0,0.0454394500976371,0,0.265406305058904,0.156785273835465,0,0,0,0,0,0,0.0424377249262645
X601658.CH.Equity,0,0.0614679536550703,0,0,0,0,0,0.151343076918985,0,0,0.1458461821099,0,0,0,0.215477196874154,0,0.0070325478664974,0,0,0,0,0,0,0,0,0,0,0,-0.0180409414177026,0,0,0,0,0.0260773860283065,0,0,0,0,0,0,0,0,0,0,0,0,-0.0351049548804149,0,-0.133493269446941,-0.0103616998586958
X601328.CH.EQUITY,0.442396164706902,0,0.103324725836864,0,0,0,0,0,0,0.0363749633464574,0.151440892417419,0.142922743986658,0,0,0.0459699622980225,0,0,0,0.0209239069683005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787412957334706,0,0,0,0,0,0,-0.051208888407915,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0638504292058202,0,0,0,0,0,0,0,0.0407785614926025,0,0,0,0.0564485126980661,0,0,0,0,0,0,-0.0156742012760594,0,0.0918497646708184,0,0.688033222322705,0,-0.0905257721698854,0,0,0,0,0,0,0,0,-0.0800033645291905,0,0,0,0.0319051333695213,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.131650992010176,0,0,0,0.251640047781525,0.231826821561571,-0.0924288853521536,0,0,0,0,0.0492199707074329,0.241367529306115,0,0.118961535966948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051051956281278,0,0,0,0
X601166.CH.EQUITY,0.251715851160302,0,0,0,0,0,0.20514995550422,0,0,0,0.0551187482372547,0,0,0,0,0,0.215647038063781,0,0,0,0.15162674825553,0,0,0,0,0,0,0.0444090931116252,0,0,0,0,0,0,-0.0320103172344949,0.0991943299073609,-0.0337051942210833,0,0,0,0,0,0,0,0,0,-0.074408172566873,0,0,0
X267.HK.EQUITY,0,0.100961423675961,0,0.170210696429237,-0.0938781805882724,0,0,-0.155844486788848,0.0405394494866228,0.248240780564204,0,0,0,0,0,0,0.561617014561106,0,0,0,0,0,0,0,-0.401830951680081,0,-0.274951346525833,0,0,-0.0419119874124659,0,0,0,0.0763346983842789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0983619536301208,-0.0719103211266095,0,0.565454658941283,0,0,0,0,0,0,0,0.266549699723271,0.00709758495368602,0,0,0,-0.470949544213149,0,0,0,0,-0.0949374379102157,0,0,0,0.135685279230963,0,0.341543141496687,0,0,0,0,0.168537853701735,0,0,0,0,-0.10687873041769,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0500348815823255,0.261201930301621,0,0,0.304157349550604,0,0,0,0,0,0.00307089603439385,0,0,0,0,0,0.0624308344033132,0.110258953375674,0,0.0316930041784513,0,0,0,0,0,0,0,0.131808151456889,0,0,0,0,0,0,0.172019750218583,0,0,0,0,0,0,0,0,0,0,0,0.00232020829417882,0.0978044750121735,0
X600016.CH.EQUITY,0,0.0742251312874535,0.0823881999110159,0.117624405816831,0,0,0,0,0,0,0,0,0.00227323530032564,0,0.462938548485853,0,0,0,0,-0.0835167035753947,0.186579300290298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189296120748715,0,0,-0.0142258138034872,0,0,0.00646965326406235,0.0752906616396108,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.167647574170454,0.0079920316312844,0.121748090863951,0,0,0.0183653727844202,0.159271838724649,0,0,0,0.0290494061079484,0.0664243619401103,0,0.319952806570626,0,0,0,0.208706480298973,0,0,0,0,0.0394643949434255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.248167916642313,0,0.215328624123191,0,0.13133673606477,0,0,0,0,0,0,0,0,0,0,0.0526381740637753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518684880365661,0,0,0,0.0195990684943824,-4.33680868994202e-19,0.0481843042351092,0.0144493932016533,0.225719228951684,-0.0612862798968116,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.156108498883471,0,0.0955076548333729,0,0,0.155508229416963,0.260653948002492,0,0.22110108814276,0.0224863458057923,0,0.280812535051346,0,0,0,0,0,0,0.133308604669573,0,0,0,0,0,0.0549895371412745,0.0789613707921364,0,0,0,0,0,0,0,0,-0.0785429665133466,0,0.0940944831275123,-0.0716067440452358,0,0,0,-0.113100953107424,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.00170862381175211,0,0,0,1.38777878078145e-17,0,0.178697905328964,0.121949733251906,0,0,0,0,0.114015833860973,0,0,0,0,0,0.162514130784505,0,0,0,0,0,0,0,0,0.048889439769556,0.315493712215732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.17623162966299,0,0,0,0.103246031922603,0,0,0,0,0,0,0,0.0416818705213981,0,0.256231086842041,0.0354998102642354,0,0,0.0400877159027788,0,0,0,0,0,0,0,0,0,0,0.0266794522566991,0,0,0.0299171181986797,0,0,0,0,0,0,0.0243483445293345,0,0,0,0,0.108517552045534,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.327507638503522,0,0,0,0,0,0.111839086783019,-0.0199389914652789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436473674896856,0,0,0,0.166630912344397,0,-0.0266489651757405,0,0,0,0,0,0,0,0.0945497373012763,0,0.037903043873675,0,0.0221751563285464,0
X601229.CH.EQUITY,0.180910150970161,0,0,0,0.0540070484592179,-0.071722106581994,0,-0.0153554201884387,0,0,0,0,0.249031532885226,0,0,0,0,0.0605748819773981,0,0,0,0.0822971554164431,0,0,0,0,0,0,0,-0.0120761229679472,0,0,0,0,0,0,0.0502892681951512,0,0,0,0,0.411283322566207,0,0,0,0,0,0,0,0.0739404738896275
X600919.CH.EQUITY,0,0,0,0.094745821858197,-0.0174790099344063,0.333019254245372,0,0,0,0,0.0104061226051638,0,0,-6.93889390390723e-18,0,0,0.646518717616501,0,0,-0.00611217406224273,0,0,0,0,0,0,0,0.0659836192715613,-0.0961774532666448,0,0,0,0,0,0,0,0.239128004896612,0,0,0,0,-0.0884477753582022,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0712747822235282,0,0,0,0,0.420375781539863,0,0.205346204494619,0,0.0763452938624291,0.0469452377478803,0,0,0,0.0376209268109936,0,0,0,0,0,0,0,-0.0327354254825545,0,0,0,-0.0423936180287617,0,0,0,-0.653176160088069,0,0,0,0.127582106696912,0,0,0,0.185112614378769,0,0,0,0,0.11243001976234,0,0,0,0,0
X002142.CH.EQUITY,0,0,0.114738375708688,0.0952594690456544,0,0,0,0,0.234206493637264,0,1.73472347597681e-18,0,0,0.0257734101431648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188306313089646,0,-0.146253213426289,0,0.112014614689819,0,0,0,0,0,0.0620423306144409,0,0,0,0,0,0,-0.0488264034952399,0,0,0,-0.109462297247553,-0.120571026337069
