,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0196096547543345,0,-0.0297372322898178,0.209870395692787,0.751615508652263,0,0,-0.0590980145631133,0,0.128612210179379,0,0,0,0,0,0,0,0,0,0,-0.131449544081295,-0.0760607383010191,0.00750789704956813,0,0,-0.0176334400548202,0,0,0,0,0.148231331434546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0716396816021354,0,0,0,0,0,0,0,0,0,0,0.00539616050125996,0,0,0,0,0,0,0,0,0,0.85665672345369,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0739410355525273,0,0,0,0.0170352609917338,0.0148657016750218,0,0,0.0729177193067468,0,0,-3.46944695195361e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0.0336514409530122,0,0,0.582967433981068,0,0,0,0,0.0274483305174792,0,0,0,-0.027894964911946,0.015361751447646,0,0,0.0291807965258281,0,0.126058385610318,0,0,0,0,0,0,0,-0.115228114181174,0,0.0163101063329723,0,0,-0.00473096547345862,0,0,0,0,0,0.161714203841464,0,0,0,0,0,0,0,0,0,0.183380599055717,0,-0.0273395744255871
X601988.CH.EQUITY,0,0,0.142423255039317,0,-0.00219396649513145,0,0,0,0.0208428288355772,-0.0160812550501651,0,0,0.0266616898665427,0,0,0.0267561468131874,0,0,0.787334723770731,0,0,0,0,0,0,0,0,0.0346918465452999,0,0.00261405858719091,0,0,-0.0450165694228229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501369917378239,0.101527688209276,0,0.115750783647841,0,-0.0836821153058896,0,0,0,0.0873882795365297,0,0.0743292780212733,0,0,0,0,0,0.074858191581106,0,-0.0771516998745736,0,0,0,0,0.0557524965698255,0,0,-0.0888701069124428,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.31962439051275,0.050645144898107,0.632173026979502,0.0417738175035321,0,0,0,0,0,0,0.119300300421017,0,0,0,0,0,-0.0453154528015399,0.109554612027451,0,0,0,0,0,0.0190638715758678,0,0,-0.0118059666463522,0,0,0,0,0,0.0665186741506651,0,0,0,0,0,0,-0.115406951927311,0,0,0,0
X601328.CH.EQUITY,0.968349684713797,0,0,0,-0.0922490083841256,0,0,0,0,0,0,0,0,0,-0.0377803467163666,0,0,0,0,0,0,0,0,0,0,-0.0235449389650206,0.0362794980033044,0,0,0,0,0,0,0,0,0,0,0.114722807164972,-0.0112638587817292,0.0584148841887827,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0502244799399724,0.00310259645225397,0,0,0,0,0,0,0,0.0142203956771422,0.0244755853284675,0,0,0,0.38118216428921,0.0205061812535493,0,0,0,0,0,0,0,0,0,0,0,0.257135939739891,0,0,0,0,0,0.168836365476894,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.191109467022651,0,0,0.0211583698445235,0,0,0,0,0,0,0,0,0,0,0.150930448688732,0.228905888704104,0,0,0,0,0,0.0483729522218565,0,0,0,0,0,0,0.103969142403846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169689047945775
X267.HK.EQUITY,0,0,0,0,0.122956751202573,1.0842021724855e-19,0,-0.123337962636432,0,0,0,0,0,0,0.0824043790523218,-0.0811934620173629,0.221372971601145,0,0,-0.0241643217629178,0,0,0,0,0.361948536648219,0,0,0,0,0,0,0,-0.180911476375062,0,0,0.00321861337635436,0.132165211533113,0,0,0,0,3.46944695195361e-18,0.337206485013474,-0.105327550301934,0,0,0,0,0,0
