,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.443889969735242,0.0634561743060208,0,0,0,0,0,0,0,0,0,0.130829133260774,0,0.0899550057143364,0,0,0,-0.120393115906366,0,0.0104075823115902,0,0,0,0,0,0,0.0476203021343233,0,0,0,0,0,0,0,0.0413787127352148,0,0,0,0,0,0,0,0,0,0.121314572249782,0.137853162681249,0
X601318.CH.EQUITY,0,0,0.178622692276241,0,0.0291935037481594,0,0,0,0,0,0,0,0,0,0.3011765508814,0,0.0366720403695196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154899665767474,0,0,0,0,0,0.170416501377183,0,0,0,0,0,0,0,0.0833827043803876,0
X601939.CH.EQUITY,0.163260722378845,0,0,0,0,0,0,0,0,0,0.170597856550188,0,0,0.288594350962998,0,0,0,0,0.043144326062771,0.177695824469028,0,0,-0.0326220978338535,0,0,0,0,0,0,0.0187537979642711,0,0,0,0,0,0.0878701126575417,0,0,0,0,0.0368205794500159,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.347002409995846,0,0.0192392700365875,0,0.502095758530656,0,0,0,0,0,0.0113036568759937,0,0,0,0,0,0.0452970570219715,-0.0267690262375433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894081543089322,0
X601988.CH.EQUITY,0,0,0,0.115329221512222,0,0,0,0,0,0,0,0.475470992831092,0,0.0154060864704502,0,0,0,0,0,0,0,0,0,0.0388022980595687,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0895101959598439,0,0,0,0,0,0,0.0893080591872445,0,0,3.46944695195361e-18,0,0,0,-6.93889390390723e-18,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0351227811652802,0,0,0.338240486446358,-1.38777878078145e-17,0,0,0.224354986303437,0,0,0,0.720662901825731,0,0,0,0,0.689796123733164,-0.614091018838117,0,0,0,0,0,0.0820801456335222,0,0,0,0,0,0,0,0,0,0.127112707806849,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.0519158458976606,0,0,0,0.101327061735412,0,0,0,0,0,0,0.145135332089283,0,0,0,0.088814744971552,0,0,0,0.0529389825803562,0,0,0,0,0,0,0,0.185372096113284,0,0.199241365452645,0,0,0.0555087797143407,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0796958646457098,0,0,0,0,0.094701716684342,0.168246755710686,0,0,0,-2.77555756156289e-17,0,0,0.049728967293629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267163601458148,0
X601628.CH.EQUITY,0,0,0.264547846533386,0.0324273027911466,0.227216198411876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536338314682095,0,0,0,0.133126001553314,0,0,0,0,0,0,0.110722290909594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.22464585990835,0,0,0,0,0,0.0806880211305266,0,0,0,-0.111480965575141,0,0,0,0,0,0,0.450405231490503,0,0,0,0,0,0.146993222867817,0,0,-0.166228619037429,0,0,0.139596483435646,0,0,-0.0220293967313279,0,0.575286737723113,-0.20791094495916,-1.73472347597681e-18,0,0,0,0.5130318358688,0,-0.230579901277784,0
