,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0952986494241552,0,0,-8.67361737988404e-19,0,-1.73472347597681e-18,0,0,0,0,0.412499274045184,0,0,0,0,0,0,0,0,-0.166028361798687,0,-0.0165644066766164,0.0675853398764608,0,-0.0370189554512444,0,0.0581796853237552,0,0,0,0,0.735829509635234,-0.0838735327796322,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.181309703656629,0,0,0,0,0,0,0,0.0282587352267266,0,0.0722593660537458,0,0.0587342958667247,0,0,0,0,0,0.136948047803946,0.0613533266571451,0,0,0,0,0,0,0,0.196063739685682,0,0,0,0.0479905819891986,0.186635110039414,0.00425292236283862,0,0,0.0728834068665419,-0.0325440271728471,0,0,0
X601939.CH.EQUITY,0.407207184747533,0,0,0,0,0,0,0,0,0.0224725914562443,0,0,0,-0.0599618932509014,0,0,0,0,0,0,0,0,0.120833625788192,0,0,-0.375537918026064,-0.0789978957299939,0,0,-0.053170685749824,0,0,-0.0935423942043599,0,-0.32787828837608,0,0,0,0,0.850932376837316,0,0,0,0.17051715466222,-0.135568908295043,0.195498148413766,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.293851033244487,0,-0.2402335853548,0,0,0,0.817327945553969,0,0,0,0,-0.13237200451379,0,0,0,-0.228206471081183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152472564515127,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133391840505767,0.374192232000581,0,0,0,0.0471885491298085,0,0,0.187885894922672,0,0,0,0,0,0,0,0,0.0259036614835721,0,0,0.0343903537374808,0,-0.12256206085109,0,0,0,0,0,0,0,0,0,0.0785371016861733,0,0,0.13126742491574,0,0,0,0,-0.184124908076985,0,0,0.135645268636893
X601988.CH.EQUITY,0,0,0,0,0.339353182211671,0,0,0,0,0,0,0,0,0.110308134452916,0,0.000287880840668492,0,0.154750479099761,0,-0.0276341997082567,0,0,0,0,0.173559840385468,0,0,0,0,0,-0.335172783764822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00957713062769847,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.260606404927147,0,0,0,0,0,0,0,0,0,0,0,0,0.140088576986849,0,0,0.0213822317864621,0,0,0,0,0,0.0886906608715744,0.130729634765239,0,0.0897738114126598,0,0,0,0,0,0,0,0.32142094603967,0,0,0,0,0,-0.133836966918617,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902728,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,0,0,-0.00861266201371847,0,0,0.211356714026608,0,-0.0260022884266732,0,0,0
X601628.CH.EQUITY,0,0.277940753374094,0.0138249161680573,0.0533404581451768,-0.0935537722138279,0,0,0,0,0,0,0,-0.0134369326710838,0,0,0,0.242808691151588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149691374359064,0.0721154682626158,0,0,0,0,0,0.158353288667639,0,0.0747884014413881,0.0972402063705477,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0.761058149300248,-0.0217286764251562,0,0,0,0,0,0,0,0,0,0,0.170542160715018,0,0,0,0,0,0.0652707294174222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00954117230681805,0,0.0268297359009108,0,-0.219555362307886,0,-0.00350845011970371,0
X601166.CH.EQUITY,0.195036528500987,0,0,0.270010652844343,0,0.00889624697685185,0,0,0,0,0,0,0.304347914626943,0,0,0,0,0,0.0967854054976709,0,0,0,0,0,0,0.0029218809084021,0,0,0,0,0,0,0.0611023789755728,0,0,0,0,0,-0.0193115934450262,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0212919815176728,0,0,0,0,0,0,0,0,-0.248826077213406,0.0344677302858634,0,0,0,0,0,0,0,0.0136809347423044,0,0,0,0,-0.0357453131283738,0,0,0.293369724836939,0,0,0,0,0,0,0.41621124619778,0,-0.0520305300247669,0.125390273315447,0,0,-0.0425516274738365
