,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0.166615882713153,0,0.0783703457073432,0,0,0,-0.0883213169926054,0,0,0,0.495193801333487,0,0,0,-0.0704126974362051,0,0,0,0,0,0,0,0,0,0,0,0,0.0721941251261679,0.00512781628204366,0,0,0,0,0,0,-0.0488858820213396,0,0.119241319978737,0,0,0,0,0.168362966571569,0,0,0,0.0222439675060757,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.135906882812954,0,0,0.11049434309816,0,0.17912115679454,0,0,-0.0751814077910977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125517181999792,0,0,0,0,-0.218526956701082,0.261600456257564,0,0.0739126394152303,0.129051527236037,0,0,0,0,0,0.208454998081984
X601939.CH.EQUITY,0.185708355392065,-0.00276317992428872,0,0.282082003499692,0,0.124634593297956,0,-0.0626454158664782,0,0,0,0,0,0,0.0962152828870467,0,-1.73472347597681e-18,-0.0215531557801683,0,0,0,0.0940261654800746,0,0,0,-0.102288262989528,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471309901484298,0,-0.0182114999095721,0,0,0,0,0,0,0,0.0202353660681941
X601288.CH.EQUITY,0.381961149120115,0,0.160005284994312,0,0,0.188559322175135,0,0,0.0858490890461191,0,0,0,0,0,0,-0.0688665754057204,0.0560691963962945,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.000588348858154221,0,0,0,0,0.126926769633436,0,0,0,0,0,0,0,0,0.213626490425963,0
X5.HK.EQUITY,0,-0.124775759039294,0.0277079854744878,0.285661919120082,0,0,0,-0.248050534512375,0,0,0,0,0.146131336820842,0,0,0,0,0,0,0,0.539828848138489,0,0,0,0,0.302210591288356,-0.0109696257032357,0,0,0,0,0,0,0.0223758731467356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200679378903528,-0.0718053325511935,0
X601988.CH.EQUITY,0.144761477120037,0,0.125022126197777,0.15258099998603,0,0,0,0,0.10942922010235,0,0.103384688223751,0,0,-0.260288235425387,0,0,0,0,0,0,0,0,0.0692516035035616,0,0.248744100302295,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.116510923506693,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.155417459489211,0,0,0,0,0,0.105442933355659,-0.0194094943842333,0,0,0,0,0,0.31907628052599,0.0985644103199846,0,0,0,0,0.107864598269402,0,4.33680868994202e-19,0,0,0,0,0.0204748243813368,0,0,-0.0374704387995653,0,0,0,0.0992682518397508,0.13300208872668,0,0,0,0,0,0,0,0.0652404337445115,0,0,-6.93889390390723e-18,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0341789615969796,0.0696125674043805,0,0,0,0.140511320340758,0,0,0,-0.146560894943332,0,0,0,0.376507424063754,0,0.254057024777173,0,0.0430273819079379,0,0,0,0.104997677898385,0,0,0,-0.00407075424881662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.212075191283246,0.258021736995775,0,0,0.0292174599586553,0,0,0,0,0,0,0,0,0,0,0.0649338857355376,0,0,0,0.0134983067441091,0,0,0,0,0,0,0.115569067319065,0,0,-0.0162027670590017,0.0530291794668882,0,0,0,0,0,0,0,-0.404841121336059,0,0,0,0,0.133517227355851,0,0,0,0.273544416249968,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504670434043109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
