,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601211.CH.EQUITY
X601398.CH.EQUITY,0,0.354028661672221,0,0.0664273344457831,0,0,0,0,0,0,0,0,0.0777165163303836,0,-6.93889390390723e-18,0.134787560925139,0,0,0,0,0,0,0.0800267382318595,0,0.0633579657397956,0,0,0.0183614273276946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.00321964602268804,0,0.342792622830269,0,0,0,0.141434811454414,0,0,0,0,0,0.033846787701466,0,0,0,0,-0.040723726680829,0.00378174270563129,0.219308137906154,0,0,0.0482783043158804,0,0,0,0.121810503816241,0,0,0,0,0,0,0,0.0864049301867315,0,0,3.46944695195361e-18,0,0,0,0,0,0.132080515982452,0,0,0,0,0,0
X601288.CH.EQUITY,0.522942460720375,0.198002249293659,0,0.106499109211275,0,0,0.1869488423899,0,0.0356368682136932,0,0,0,0,0,0,-0.173413314303216,0,0,0,0,0,0,0,0,0,0,0,0.100013691428479,0,0,0,0,0,0,0,-0.101968273586961,0,0,0,0.077471404259498,-0.0799422633639942,0,-0.0132539615950993,-0.0819668049696996,0,0,0.186634514117341,0,0,0
X601988.CH.EQUITY,0.0863170598124486,0,0.612883247702019,0,0,0.0536789076416382,0.0438917421844907,0,0,0,0,0,0,0,0,0,-0.0126712881931198,0,0,0,0,0,-0.0542348948571325,0,-0.0240244028585703,0,0,-0.225581924085346,0.197768661176548,0,0,0,-0.290355726581312,0.169136961491134,0,0,0,0.0930335406714616,0,0,0,0,0.26942245572118,0,-0.117751414144906,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.277961579478923,0,0,-0.0916588095531541,0,0,0.161503613132715,0,-0.0415146412390378,0,0,0,0,0,0.0771115750195399,0.121514968717483,0,0,0,0,0,0,0,0.120951065124624,0,0,0,0,0,0.0921731796795837,0,0,0,-0.0313155605417473,0,0,0,-0.0948445131869826,0,0,0,0,0,0,0
X601658.CH.Equity,0.0125735461557829,0,0,0.14141603444766,0.0908755730075243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324696625285878,0,0,0,0.236935308163132,0,0.106210426347174,0,0,0,0,0,0,0.067236679553344,0,0,0,0,0,0,0,0,0,0,0,0,-0.122543028669776,-0.0591819450525651,0,0.337620249328446,0
X601328.CH.EQUITY,0,0,0.14902385679104,0.0707097269452415,0,0,0,0,0,0,0,-0.0338865191068033,0,0,0,0,0,0,0.181476994194819,0,0,0.114428933146977,0,0,0,0,0,0.0115865651389655,0,0,0.0698625468713354,0,0,0,0,0,0,0,0,0,0,0.0314591033082382,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.0459375829391342,0,0,-0.0653483386399705,0,0,0,0,0,0,0.071817079237107,-0.0795459854193502,0,0,0,0,0,-0.0281206096631074,0,0,0,0,0.224988458147657,0,0,0.0885713051880311,0,0,0,0,0,0,0,0,0.335080838078141,0,0,0,0,0,0,0,0,0.125822327083781,0,0.0737663524455939,0,0,0.149035460465682
X600036.CH.EQUITY,0.0498589187640786,0,0,0,0,0,0,0,0,0.20418510947323,0.113963429904667,0,8.67361737988404e-19,0,0.0579282656716958,0.264650262685392,0,0,0,0,0,0,0,0,0,0,0,0.0513694827540187,0,0,0,0.0509176838146585,0,0,0.0155295792580697,0,0,0,0,0,0,0,0,0,0,0,0.0172026316568605,0,0.218133091682616,0
X601166.CH.EQUITY,0,0,0,0,0,0.385863366322883,0,0,0.249377729841324,0,0.0656894638423373,0,0,0,0,0,0,0,0,0,-0.123185036821374,0.0659405501280401,0,0,0,0,0,0.193663184068461,0.0415002976171876,0,0,0,0.0672556989992087,0,-0.102998518734312,0,0,0,0,0,-0.0182425608227595,0,0,0,-0.046098726905209,0,0,0,0,0
