,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.219210073281853,0,0,0,0,-0.224047173567905,0,-0.110217710269718,0,0,0,-0.285145814318468,-0.186271433429855,0,0.20531110627193,0,0.140849179254813,0.99513947682774,0,0,0,0,0,0,0,0,0,0.021860588722296,0,0,0,0,0,0,0,0,0,-0.0321920170820006,0.0924647925999292,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.139333354357366,0.0762085137466936,0.021078244832077,0,0,0.575824312581029,0,0,0,0,0.31598043102749,0,0,0.127505548429561,-0.0461019210924545,0,0,0,0,0,0,0,0,0,0,-0.71151883967331,0,0,0,0,-0.0124871137091831,0,0,0.0110553848622685,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.158240235904435,0,0,-0.0536419985754055,0,0,0,0,-0.0555063254849758,0,0,0.174898035450115,0,0,0.242236261503225,0,0.173758474222625,0,0,0,0,0,0,0,0,0,0,0,-0.0372329173524874,0,0,0,0,0,0.18396920609479,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17693463799926,0,0,0,0,0.0323696020473754,0,0,0,0,0.0718654819520353,0,0,0,0,0,-0.134883238344936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.00112159415206419,0,0,0,0,0,0.127265957724879,0,0,0,0,0,0,0,0,0,0,0,0,0.108226537311077,0,0.223821785455853,-4.33680868994202e-19,0,0,0,0,0.419296051873904,0,0,-0.324937156956557,0,0.028817822817052,0,0.0491164978498834,0,-1.73472347597681e-18,0,0.013152639814482,0.117965162608225,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.050935127053228,0,-0.0167654536081711,0,0,0,0,0,0,0.0414332557344819,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.144800846032687,-0.200295310829866,0.104645381717295,0,0,0,0.516132762025692,0,0,0.138114996698326,0,-0.145310425891416,-0.132103697800985,0,0,0,0,0,0,0,-0.26878653461839,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.16124883211402,0,0,0.223539081638997,0,0.0852515264693186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314513554378185,0.0590108663514937,0,0,0,0,0,0,0.0481482214011956
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.216910924085196,0,0,0,0.0577690127642432,0,0,0,0,0,0,0,0.196650151808093,0,0.170175337084647,0,0,0,0,0,-0.23143442638644,0,0,0,0.0316571169955054,0,0,0.428567425678658,0,0,0,0,0,0,0.0462743152037435,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0662706766453498,0.0562245290751711,0,0,0,0,0.0723759286872551,0,0,-0.042987425654164,0.285411846567231,0,0,0,0,0,0.134209520501037,0,0,0,0,0,0,0.113513028978233,0,0.232527506185052,0.128987180330992,0,0,0,0,0.0398818108664955,0,0,0,0.251428617043346,0,0,0,0,-0.0272368329240013,0,0.0989885361255162,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0783976131141374,0,0,0,0,0,0,0.0418338892406218,0.423364798357185,0,-0.0452090166777159,0,0,-0.00234503576533227,0,0,0,0,0.0795721370885024,0,0,0,0,0,0.108077861361551,0,0,0.190710186387988,-0.173997384280488,0.383525191733674,0,0,0,-0.105397648726327,0,0,0,0.00781559572622383,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.101730224185855,0,0,0.0378441086252856,0.393354375232875,0,0,0.00400399545789637,0.0497692491278521,0,0,0,-0.0580282142527492,0.228818822953988,0,0,-0.0580956598220491,0.234875671136629,0,0,0,0,0,0,0,0,0,0,0.0125926075030092,0,0,0,0,0,0,0,0,0,0.248691293591838,0,0,0
X600000.CH.EQUITY,-0.15148538138878,0,0,0,0,0.320423606307594,0,0,0,0,0,0,0,0,0.549021773555592,0,0,0,0,-0.0219569183233309,0,0.217628817764337,-8.67361737988404e-19,0,0,-0.107513205110341,0,0.157609374962151,0,0,0,0,0,0,0,0,-0.0634313907157452,0,0,0,0,0,0,0,0,0,0,0.273708672271155,0,0
X601998.CH.EQUITY,0,0,0,0,-0.156323419700325,0.0708833969729961,0,0.111945569906234,0.074630303586587,0,0,0.395312841651171,0,0,0,0,0.10725852904529,0,0.211095611996345,3.46944695195361e-18,0,0,0.127334495284924,-0.109151925665507,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113259039738716,0,0,-0.0812254354172445,0,0,0,0.120012422721107,0.0124452641464894,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,-0.0317016786019452,0,0,0,0,0,0,0,0,0,0,0,0.202029977690191,0.244674210126997,0,0,0,0.0959383165731507,0,0,0,0,0.0999002419538293,0,-0.150223820579934,0,-0.162088595782088,0,0,0,0.154859631983437,0,0,0,0,0,0.293234822591188,0.117179634636956,0,0,0.108354950659619,0.306100579403238,0,-0.520581027500504,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.26079232673071,-0.0123566723205401,-0.16556789846312,0,0,0,0,0,0,-0.172142672967283,-0.0328700459279197,0,0,0,0,-0.121790265910123,0,0,0,0,0,0,0,0,0,0,-0.00757499745333953,0,0,0,0,-0.0513185915878382,0,0,0,0,-0.193358280891828,0,0
X601628.CH.EQUITY,0,0.12276791240167,0,0,0,0,0,0,0,0.0489346040054923,0,0,0,0,0,0,0.128346199193789,0,0,0,0,0,0,0,0,0,0.114675085927326,-0.0829067573184084,0,0,0,0,0.147680926719613,0,0,0.0876834941950267,0,0,0,0,0,0,0,0,0,0,-0.00861100542391546,0,0,0.388395483075702
X000001.CH.EQUITY,0,0,0,0,-0.101044122729655,0.0210645986649795,0,0,0.295335220591925,0.127847020025938,0,0,0,0,0,0.102382515096159,0,0,0,0.0318665125398897,0.00226626974970673,0,0,0,0,0.414923634862859,-3.46944695195361e-18,0.0810414364494329,0,0,0,0,0.114107653460375,0,0,0,0,0.0469904110073739,0,0,0,0,0,0,0,0,0,0,0.0274375872054359,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.139880454295372,0,0,0,0,0.0707169186915087,0.0128270031162319,0.214354665101842,0,0,0,0,0,0,0,0,0,0,0,0,0.15883290897325,0,0,0,0.151907340647603,0,0,0,0,0,0,-0.111263824438589,0,0,-0.0778807266794277,0,0.0476630635189052,0,0,0,0,0.286937934045512,0
X2388.HK.EQUITY,0.0182824287001371,0,0,0.0249740799366097,0,0,0,0,0,0.26429404360004,0,0,0.0187754118260542,0.0460709286327387,0,0,0,0,0,0,0.215375388434432,0,0,0,0,0,0,0,0.37418521856308,0,0.128167903516008,0,0,0.00383723632117839,0.0400669949504687,0.0371214193769663,0,-0.1833020109117,0,0,0.0936365973651753,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0193672021061676,0,0,0,0,0,0.12793433607978,0,0,0,0,0,0.202023821326579,0,0,0,0.0610193027031565,0,0.162902429625533,-0.155181148077492,0,0,0.387015265998464,0,0,0,0.190433915763878,0,0,-0.102290730626771,0,0,0,0,0,0,0,-0.0933141939256491,0,0
X1299.HK.EQUITY,0,0,-0.182512350375523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22811064470373,0,0,0,0,0.14834184536625,0,0.0550124808696019,0,0,0,0.296586132922339,0.227964958147794,0.145291548049358,0,0,0,-0.151488041764361,0,-0.074582977980019,0,0,-0.0170202334135186,0,0.136231040405319,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.551067733245574,0,0,0,0.0676370482765552,0.112604435381656,-0.148269751616574,0,-0.0313474050678229,0,0,0.0423152502397343,0,0,0,0,0,0.103041604976862,0,0,0,0,0,0,0,0,0,0.16693467478892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0913191230330466,0,0,0,-0.0437441742263239,0.423479698519807,0,0.0192883122513304
X600919.CH.EQUITY,0,0,0,0,0.0983867766656455,0,0,0.129513384879717,0,0,0,0,0.00946073684407462,0,0,0,0.147968993034217,0,0,0,0.00799406271725237,0,0,0,0,0,0,0.243000439609205,0,0,0,0,0,0.180239563310908,-0.0464089727545165,-0.0729591159508721,0,0,0,0,0,0,0,0.225955648215032,0,0,0,0,0,0
