,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X267.HK.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0520465932453513,0.694874004074711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189152607868076,0,0,0,0,-0.226368373649242,0,-0.129945507990296,0.0615772583365459,0,0,0.125521719157061,0,0,0,0,-0.0952746939332441,0,0.0403408400568583,0.0303596955414942,0,-0.127142699520144,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.227354542939309,0,0,0.192570798507851,0,0,0,0,0,0,0,0,0,0,0.0598973729883541,0,0,0,0,0,0,0,-0.0564533261290923,0,0,0,-0.110457331466497,0,0,0,0,0,0,0,0,0,0,0.0506412159677301,0,0,0,0.104730470090243,0,0,-0.199741828673791,0,0,0,0,0
X601939.CH.EQUITY,0.624570902544468,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.266829554765157,0,0,0,0,0,0,0.0203243821068237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135286866473357,0,0,0,0.00825070840893581,0.0107098235256161,0,-0.0825107664172751,0,0,0,0,0,0,0.0612631415274299,0,0
X601988.CH.EQUITY,0.1031437792973,0.111642995322518,0.295457953745885,0,-0.0277702736484753,0.103549969638885,0.0481348823581852,0,0,0,0,0.12761232774295,0.0247855685598242,0,0,0,0,0,-0.0595251559362232,0,0,0,-0.126366639161029,0,0,0,0,0.0345755453926588,0,0,0,0,0,0,0,0.0223825184557018,0,0,0,0,0,-0.0189507400197476,0,0,0,0,0,0.07568539773501,0,0
X5.HK.EQUITY,0,0,-0.0975620317499679,0,0,0.0478114083326897,0,0,0.353906476899763,0,0,0,0,0,0.210019168680813,-0.31464136865061,0,0,0,0,-0.15710673252464,0,0.0349802517166793,0,0.242123600064647,0,0,0,0.464760743601009,0,0.163374988146114,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182667168365473,0.180235098410353,0,0,0,0.0574430939211302
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0.767195342718577,0,0,0,-0.171198443872227,0,0.0151877394289934,0.19814924984835,0,0,0,0,0,-0.218037903642489,0,0,0,0,0,0,0,0,0.154057332956045,0,-0.101514829186907,0,0,0,0.137942632616974,0,0.0587965753325645,0.0152797585843976,0.069249441601637,0,0,0,0,0,0,0.18776223758918,0
X601328.CH.EQUITY,0.241315936272621,0.197479012315837,0,0.23446698601663,0,0,0,0,0.317462083784568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108602521691164,0,0,0.114178012380074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541441060370023,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135107430956854,0,0.149163190311744,0.162866625235889,0,0,0,0,0.162102393725939,0.296034354809578,0.139904373913523,0,0,0.116108165192847,0,0,0.118414300619179,0,0,0,0,0.0107363308001553,0,-0.0361115321359477,0,0,0,0,0,0,0,-0.201089043557279,0,0,0,0,0
X267.HK.EQUITY,0.224981798394198,0,0,0.108768088159299,0.512320314619855,0,0.132449640765191,0,0,0,0,0,0,0,0.173122908731374,0,0,0,0,0,0,0.0795998012030567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0855136056729781,0,0,-0.00839342061850474,0,0.352655539133077,0,0,0.152077837963541,0,0,0,0,0,0,-0.0590660491005139,0.372336531410934,0,0.0744610861382527,0,0,0,0,0,0,0,0.0640951664248371,0,0.0358457487286066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960157339143878,0,0,0,0,0,-0.0668573424009563,0
