,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,1.38777878078145e-17,0.28874165616239,0.0981771431061042,0.0807627304848952,0,0,0.268915133728962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14368746653375,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0946453488287712,0,0,0,0,0,0,0,0,0,0,0,-0.0506745929097564
X601318.CH.EQUITY,0,0,0.109662142778838,0,0.133385840105142,0,0.0398565407553237,0,0.183520758314872,0,0,0.0660000423784606,0.12819036830895,0,0.0485993153106487,0,0,0,0,0,0.190780240442288,0,0,0,0,0,0,0,0,0,0.117145192665155,0,0,0,0,0,0,0,0,0,0.064217267642738,0,-0.0737985798508825,0,0.0581415834060123,0,0,0,0,-0.0322796030204182
X601939.CH.EQUITY,0.444137342324974,0.333260434493691,0,0,0,0.0512989659023598,0,0.349446911349856,0,0,0,0.0184363831111705,0,0,0,0,1.38777878078145e-17,0,0,0,0,-0.209959832301213,0,0,0,0,0,0,0,-0.0540781379213939,0,0,0.0813126534242039,0,0,0,0,0,0,-0.100265987507717,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0246664624671294,0,0.531677062729691,0,0,-0.0961963649872859,0.0480811042652289,0,0,0.024953566653364,0,0,0,0,0,0.122292236506667,0,0.0617968236224706,0,0,0,0,0.118345906238304,0,0,0,0,0.0405223355403121,0,0,0,0,0,0,0,0,0,0,0,0.0296166740273412,0,0,0,0.0222219928472169,0
X600036.CH.EQUITY,0,0.0273016061084082,0,0,0,0.103947705662815,0.251889459912256,0,0,0,-0.00798285275523284,-0.131346658989687,0.178292544799311,0,0,0.0939914608704659,0,0,0.120789665242104,0,0,0,8.67361737988404e-19,0,0.446002831723519,0,0.10242037941668,0.0756385442241989,0,0,0,0,0,0,0.0515439919063337,0,0,0,0,0,0,0,0,0,-0.0307596540580167,0,-0.0514514490013222,0,0,0
X601628.CH.EQUITY,0.172393182689151,0,0,0,0,0,0,0,0,0,0.0311758737844244,0,-0.00926839690105172,0,0,-0.213585249276139,0,0,0,0,-0.0109376437339043,0.097725355900774,-0.0361342124287233,0,0,0,-0.141103522843646,0,0,0,0,0,0,0,0.66145516077059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879787460690453
X1299.HK.EQUITY,0,0,0,-0.0178734352159478,0,0,0,0,0,0,0.0736318559576556,-0.0524986694293221,0,0,0,0,0,0,0,0.0315302050009722,0,0,0.153436769995519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10862779339371,0.122895759583044,0.162391098036684,0,0.147811092322577,0,0,0,0,0,0,0.269223760351075
X601988.CH.EQUITY,0,0,0.100127180321941,0.482176730109133,0.0823001155678701,0,0,0,-2.71050543121376e-20,-0.00276460634725065,0,0,0.214005105820302,0,0,0,0.072114186271933,0,0,0,0,0,0.0398989962414159,0,0,0,0,0,0,0,0.021961573925605,0,0,0,0,0,0.0299664959077449,0,-2.16840434497101e-19,0,0,0,0.0368861510898269,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0917574801190056,0,0,0,0,0,0,0,0,0,0,0.000479488489127172,-0.107429034836074,0,0,0,0,0,0,0.14580806541524,0,0.167795669184093,0,0,0.120085388195751,0,0,0,0,-0.0448030900621486,0,0.104043545336968,0,0,0,0,0,0.331838364035372,0,0,0,0.203109847055817,0,0.0525632080257394,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.074138025493661,0,0.0782679286979139,2.16840434497101e-19,0,0,0,0,0,0.0523080417843174,0.117964473940071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16639637006291,0.372740528491528,0.0373600439885215,0,0,0,0,0,0.0201756302398721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.165239627811135,0,0.390345555567211,0,0,0,0,0,0,0,0,0,0,0,0,-0.259034290401292,0,0.344497603812393,0,0,0,0,0,0,0,0,0,0,-0.175695478356399,0,0,0,0,0,0,0.101317817024591,0,0.0183457598771552,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.234043107585122,0,-8.67361737988404e-19,0,0.0842358527020384,-0.112997714001573,0.272927389419985,0.00196133499543793,0,0.0800922197757949,0,0.0460076083786986,0.0176340073022584,0.409055887155931,0,0,0,0,0.344998885116973,0,0,0,0,0,0,0,0,0,-0.564618688668112,0,0,0,0,0,-0.0132995180871525,0,0,-0.0550119682274613,0,0.157943074479087,0,0,0,0,0,-0.0419568016035164,0
X000001.CH.EQUITY,0,0.0243037016751355,0,0,0.0798723093582571,0,0,0.188029908039309,0,0.483989541746977,0.0274184253258106,0,0,0,0,0,0,0,0,0,0.067788812493265,0,0.146026915711016,0,0,0,0.359981612394935,0,0,0,0,0,-0.280651312741494,0,0,0,0,-0.0505583011376613,0,-8.67361737988404e-19,0,0,0,0,-0.0432403368131011,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0297890139007692,-0.0151166743230981,0,0,0,0,0,0.304056410268879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521437654353906,0.00421034461411759,0.205716364239459,0.231168277453838,0,0,0,0,0,0,0.230697556308324,0,0.0177815788977428,0,0,0.0544076815939167,0
X601601.CH.EQUITY,0,0,0,0.0574925787923043,0,0,0,0,0.11225422013933,0,-0.0966746454349411,0,0.337049263403858,0,0,0,0,0,0.11096863377805,0,0.261116736777031,0,0,0,0,0.0158643312677114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720652895144739,0,0,0,0,0.0440032867444472,0,0,0,0
X000002.CH.EQUITY,0,-0.158839950880089,0,0,0.118786534715525,0,0,0,0,0,-0.0164093535886788,0.113533198011527,0,0,0,0,0,0,0,0,0.00571788698095315,0,0.0299406795549054,0.290772388201992,-0.184751331270258,0,0,0,0.585499671615227,0,0.0434680394388452,0,0,0,0,0,0,0,0,0,0,0,0,0.038011417453785,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,2.16840434497101e-19,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0932909044720248,0,0,0.0857795871844924,0,0,0,0.406529859765263,0,0,0,0,0,0.224612076746763,0,0,0,0,0,0,0,0,0,0,0,0.0271759296146161,0.0174590207602578,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.118752022516013,0,-0.0420136719180433,0,-0.0226446770877737,0,0,0,0,0,-0.0131968038648609,0.785219644532235,-0.0549689819685263,0,-0.315771606135884,0,0,0,0,0,-0.0102144799848737,0.32086198448139,0,0,0,0,-0.0316927559451779,0,0,0,0,0,0,0,0,-0.134632450525922,0,0,0,0.0643788792463891,0,0,0,0,0,0,0,0.057452507406593
X600000.CH.EQUITY,0,0.0632733694885747,0,0,0.117685192870861,0,0,0,0,0.0491784302136137,-4.33680868994202e-19,0,0,0,0,0,0.50442161862721,0,0,0,0,0,0,0.00511601425383998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472678365784632,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0688296199503306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162953907916056,0.0542910484413035,0,0,0,0.271403172251002,0,0,0.0040509613639308,0,0,0,0,0,0.0239971770340194,0,0.283368863279999,0,0.157321444934394,0,-0.0773024018397269,0,-0.238050767347717,-0.457107968759137,0,0
X601319.CH.EQUITY,0,0,0.118267781146325,0,0,0,0,0,0,0,0,0,0.247896011022876,0,0,0,0,0,0,-0.02861450046816,0,0,0,0,0,0,0,0,0,0,0,0,0.0360934088456778,0,0.275359758323137,0,0,0,0,0,0,0,0,0,0,0.267301660569921,0.162735169760957,0,0,0
X300059.CH.EQUITY,0,0,0,0,0,0.0262001914544335,0,0,0,0,0.0289815807083355,0.0568121696939823,0,0,0,0,0,0.132371947807437,0,0,0,0,-0.0068416256247439,0,0,0,0,0,0,-0.0195544264383411,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857189993334994,0.0367645818602425,0,0,0.415777526225293,0.305565634192879,0,0
