,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601066.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.245136095254878,0,0.253458301391496,0,0,0,0,-3.46944695195361e-18,0,0,0.0467500105027102,0.247385447964523,0,0,0,0,0.0614466203233609,0,0,-0.13973554832963,0,0,0,0,0,-0.0994003778016477,0,0,0,0,0,0,0,0.0180055317079498,0,0,0,0,0.0596372296389888,0,0,0,0,0,0,0,0.0885503854862372,0,0
X601318.CH.EQUITY,0,0,-0.0572614186420843,0,0,0.0645134046231656,0,0,0.220664382609205,0,0,0,0.132814800645743,0,0,0,0.215607029503597,0,0,0,0,0,-0.0158839849743072,0,0,0,-0.11548348665408,0,0,0,-0.148491693361093,0,0,0,0,0.222511978797307,0,0,0,0.13630878163253,0.288422631683739,0,-0.245142459636447,0.250081373926999,0,0,0,0,0,0
X601939.CH.EQUITY,0.61136946224217,0,0,0,0.0244269684463123,0,0,0,0,0,0.13717267510055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350020620801946,0.00594175061805827,0,0,0,0,0.0434756938507526,0,0,0.258568122262857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.341189005311832,0,6.93889390390723e-18,0,0,0.392425681775439,0,0,0,0,0.0296282132369513,0,0,0,0,0,0.0499582587910759,0.125770565732483,0,0,0,-0.0694090549618258,0,0,0,0,-0.0125356109546912,0,0,0,0,0,0,0,0,-0.064531667420349,0,0,0,0,0,0,0.166841193155678,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.137505441776688,0.0429842908848621,0.241371356801028,0,0,0,-0.128821788109171,0,0,0,0.0543921649520983,0.212861278794004,0,0,0,0,0,0.566461885196902,0,0.00908531730703856,0,0,0,0,0,0,0,0,0,0.149690488861021,0,0,0,0,0,0,0,0,0,0,0,0.0888552116011285,0,-0.153147287608808,0,0,0.0645573616259986,-0.0581640274877861,0
X601988.CH.EQUITY,0.105857922395646,0.147302025848777,0.299456158863619,0,0,0,0,0,0.103970625633342,0,0,0,0,-0.0549542344108093,0,0,0,0,0.12047048887119,0,-0.0416457166443619,0,0,0,0,0,0,0,0,0,0,0,0,0.164829063681884,0.118177518254982,0,0,0,0,0,0,0,0,0.0354482040120035,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.1597832235308,0,0,0.0290421741315076,0,0.135598397673854,0,0.356033478844901,0,0.0420155068270859,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0737079023515565,0,0,0.11388891289979,0,0,-0.0205514841836203,0.0741290458894098,0,0.0271292360156665,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0940901044511916,0,0.179385678978327,0,0.0331172407713968,0,0,0,0,0.0581892615517133,0,0.369733407764888,0.0252199827507936,0,0.0575278495066864,0,-6.93889390390723e-18,0.0168021151733483,0,0.162627960480006,0,0.0645706938517486,0,0,0,0.00363129639287817,0,0,0,0.0211134352070177,0,0,0,0,0.0048578499276526,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.340468173260443,0.153603253896167,0,0,0,0,0,0.113248778094794,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.199779405466761,0,0.115886074952247,0,0,0,0,0.0289010693722536,0,0.00758670388711263,0,0,-0.0247986004358859,0,0.116553638770636,0,-0.130699552756846,0,0,0,0,0,0.0971997831347412,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0852936376733784,-0.532387690749968,0,0,0,0,0,-0.0654861799954972,0,0,0,0,0,0.80408369180575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.544467526019876,0,0,0.203650063774337,0,0,0.0650426363679976,0.273101600409547,-0.0939946663842256,0,-0.0191091566880512
X601166.CH.EQUITY,0,0,0,0.00898642003421932,0,0,0.457126831608835,0.0405729892072302,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.0369407419679613,0.0885804016720283,0,0,0,0.364038305450602,0,0,0,0,0,0,0,-0.00458736305932854,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0847534684574785,0,0,0,0,0,0,0,0,0,0.548233120263931,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339853190620168,0,0,0,0,0,0,0.0555418535230425,0.140741838216243,0,0,0,0,0,0,0,0,0.0540209684461585,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.145401017957307,0.0639969487808017,0.0977761177333856,0,0,0,0,0.0913626299470216,0,-0.0017589262152446,0.435012923068914,0,-0.081780298395399,0,0,0,0,0,0,0,0,-0.0267619779145194,0,0,0,0,0,0,0,-0.0228646871187757,0,0,0,0,0,0,0,0,-0.102478998391411,0.35363312566178,0,0,0,0,0,0
X000002.CH.EQUITY,0.0960363468561239,0.0639783258233998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295474640691769,0,-0.115938068504079,0,0,0,0,0.0124351429646611,0,0,0,0,0,0,0.473937445136262,0.104549808459,0,0,0,0,0,0,0.27403681481,0,0.0211927918302863,0,0,0,0,-0.137105851790905,0,0,0,0
