,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.436675462246963,0,0,0,0,0,0,0,0,0,0,0.334689628201801,0,0,0,0,0,-0.0398870579366264,0,0,0,0,0,0,0,0,0.0648565504409984,0,0,0,0,0,0,0.00484829503200528,0,0,0,0,0,0,0,0,0.00986453147798872,0,0.127468467933822,0,0
X601939.CH.EQUITY,0.280454537180771,0,0,0,0,0,0,0,0,0,0,0.136531342161798,0,0.383887674791824,0,0,0,0,0.0691600898519905,0,0,0,0,0,0,0,0,0,0,0.0173189767955936,0,0,0,0,0.0749427278238954,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0.203574170514441,0,0.0843632843223256,0,0,0,0,0,0,0,0,0,0,0.29894509879545,0.0695380037543837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146902575110504,0,0,0,0,0,8.67361737988404e-19,0,0.121915453030217,0,0,0,0,0,0,0,0,0.0214649752902521
X601288.CH.EQUITY,0.32071312175231,0.124987461673423,0,0,0.38154258116691,0,0,0,0,0,0,0,0,0,0.0963276028252722,0.037296161216459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.177202687630448,0,0,0,0,0,0,0.238516574969599,0,0,0.0933839809568281,0,0,0,0,0,0,0,0.02351491383543,0,0,0,0.0979710108186839,0,0,0.0741578741394574,0,0,0,0,0.101500813091575,0,0,0,0,0,0,0,0.0650616773881657,0,0,0,0.0492482523367961,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.312319842172436,0,0,0.227765454539246,0,0,0,0,0.696474504998283,0,0,0,0,0.682349843347073,0,-0.646202091839303,0,0,0,0.0935722258197603,0,0,0,0,-0.00743716408973604,0,0,0,0,0,0.0863766851140177,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0978083196798581,0,0,0.0547784864342118,0,0,0,0.0180697871811621,0,0,0,0.0218151423754553,0,3.46944695195361e-18,0,0,0,0,0.0137070078003058,0.0800181850823569,0,0,0,0,0,0,0,0,0,0,0.0978520796501804,0.114020699316095,0,0,0,0.203229894598388,0.0268266170187096,0,0,0,0,0,0,0,0,0,0,0,0,0.0799828213478842
X1299.HK.EQUITY,0,0,0,0,0,0.0356933221768429,0,0,0,0,0,0,0,0,0,0.0258121904728711,0,0,0,0,0.168479438084917,0,0,0.0552043867797483,0,0.0967122118382657,0,0.107497858223449,0,0,0,0,0,0,0,0.0541557167300751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369880916832707
X601628.CH.EQUITY,0,0.262605382666987,0,0.145961039990691,0,0,0,-2.16840434497101e-19,0,-0.00772057422804394,0,0,0,0,0,0,0.036396155218255,0,0,0.0677907585704347,0.0247619863284406,0,0,0,0,0,0,0,0,0,0.251504478607408,0,0,0,0.00340925121457894,0,0,0,0,0,0,0,0,0.0648896928809031,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0468397315169618,0,0,0,0,0,0.208061133233279,0,0,0,0,0,0,0,0,0.213939089240322,0,0,0,0,0,0,0,0.0744698172932451,0,0,0,0.110388383744449,0.264224487874508,-0.272560303548159,0,0,3.46944695195361e-18,0.03827718174132,0.302728541003883,-0.154202070400053,0,0,0,0,1.15692809301806,-0.0830351872147579,0,-0.527030833936853
