,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601998.CH.EQUITY,0,0,0.287573487317464,0,0,0,0,0,0,0,0,0,0,0,0,0.0668847181116664,0,0,0,0,0,0,0,0,0.361930588850225,0,0,0,0,0.0592932774006613,-0.115499405475455,0,0,0,0,0,0,0,0,0,-0.0338239713939154,0,0,0,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,0
X600000.CH.EQUITY,0.0581947473870729,0,0,0.122059839987539,0,0,0.0683000256436551,0,0.177864561112596,0.0165342164571592,0.0722032521560471,0,0,0,0,0,0,0,0,0,0,0.337633854533684,0,0,0,0.0808086986284861,-0.04621172746141,0,0,0,0,-3.46944695195361e-18,0,0,-1.38777878078145e-17,0,0,0,0,0.186220263246614,0,0,0,0,0,0,0,0.133850163259069,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.067766940023815,0.0310568058561061,0,0,0,0,0,0,0,0.103480917112043,0,0,0,0,0,0.311366988880357,0.0647962358816592,0.255475067744547,-0.0189839124166099,0,0,0,0,0,0,0,0,0.21476653740381,0,0.141479461949684,0,-0.0262774948739016,0,0.141581307064782,0,0,0,0.0209643413898141,0,0,0
X601818.CH.EQUITY,0,0.252761622949891,0,0,0.0352019094959916,0,0,0,0.269917888730651,0,0,0.461462749426502,0,0.0477625885217163,0,0,0,0.109283349246808,0,0.0982090560032654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0456659397863027,0,0,0,0.085185942608155,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.384847010341075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.048391953415062,-0.176282899021808,0,0,0,0,0,0.19705796149612,0,0,0,-0.0982402136758136,0,0,0,0.486561487212985,0,0,0,0,0.283172236014861,0,0,0,0,0.206831563407382,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.107638238135269,0,0.0384853459060787,0.311702028357303,0,0.01103483779237,0,0,0,0.00123996046389911,0.00853922103723134,0,0.0234943748784024,0.127517628804819,0,0,8.67361737988404e-19,0,0,0,0,0.0536252784805856,0,0,0,0,0,0.0175915374219653,0,0,0,0,0,0,0,0,0,0,0,0,0.0657444977302664,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.140817128904192,0,0,0,0,0,0,0,0,0,0.0345230023249693,0,0.00849384017753945,0.0928294557829814,0,0,0,0,0,0,0,0,0.168032731764005,0.264208881611284,0.222707477072097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141105283315827,0,0,0,0,0,0,0,0.311883824002657,0,0,0,0,0.126900306968438,0,0,0,0,0,0,0.0326030902189854,0,0,0,0,0,0,0,0,0,0,0,0.0433596025749706,0,0.0121725487751119,0,0
X2388.HK.EQUITY,0,0.141822644512652,0,0,0,0,0,0,0,0,-0.321105196457157,0,0,0.314339874962907,0.458545008431537,0,-0.618437689131653,0.114049760213721,-0.0459828754322533,0,0.0241890580072196,0.114078388933732,0.0639503182542058,0,0,0,0,0,0.102894460961016,0,0,0,0,0,0,0,0,0,0,-0.224448569786879,0,0,0.270502232777146,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.0178085575051668,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165342738492367,0,0,0,0.487239869811336,-0.0577769781140494,0,0,0,0,0,0.0929938279056496,0.172180462817732,0,0,0,0,0,0,0.210045440679469,0,0,0
X601229.CH.EQUITY,0.102087741029436,0,0,0,0,0,0,0.0772136886940694,0,0,0,0.0127271888840097,0.0516097888736468,0,0.0306298360990313,0,0,0,0.171593841614553,0,0,0,0,0,0.0267567192222115,0,0,0,0,0,0,0,0,0,0.323115430283592,0,0,0,0,0,0,0,0,0,0,0,0,0.20161792479709,0,0
X1299.HK.EQUITY,-0.274915336736426,0,0,0,0,0,0,0.143234284045097,0,0,0,0,0,0,0,0,0,0.112659328849102,0,0,0,0,0,0,0,0,0,0,0,0.0166191417521508,0,0.131392537127139,0,0.109048898742909,0.159021796247131,0,0,0,-0.0758493177185494,0,0,0,0.0287144667607622,0,0,0,0.345109038279007,0,0,0
X002142.CH.EQUITY,0.134059155651035,0,0,0,0,0,0,0,0.12198002968254,-0.116394086398778,0.394652841848974,0,0.171756678718315,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0947041570914172,0,0,0,0,0,0,0,0,0,-0.0170161781668225,0,0.133992990892029,0,0,0,0,0.0987728355123351,0,0,0,0,0,-0.0272543182018578,0,0,-0.0771489775082216,0
X601916.CH.Equity,0,0,0,-0.34870686753546,0,0.125632968959021,0,0,0,0,0,0.554818239474506,0,0.166366178637142,0,0,0,0,0,0.00234530264550704,0,0,0,0,0,0.0186479298123919,0,0,0,0,-0.390537653082167,0,0,0,0,0,0.120661949819936,0,0,0,0,0,0.047838887757818,0,0,0.271075491300233,0,0,0,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0.353507510611619,0,0,0,0,0,0,-0.0324908519583799,-0.0783511604378366,0,0,0,0.105117344736712,0,0,0.043981708389904,0,0,0,0,0,0,0,0.286571781627033,0,-0.251663328471411,0,0,0,0,-0.121205441954095,0,0,0,0,0.054262248124613,0,0.664008144739731,0,0,0,-0.0794670528352269,0
X601601.CH.EQUITY,0,-0.105326900687712,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.170348841617257,0,0.354123811708048,0,0,0,0,0,0,0.061835711595896,0.0240483068119529,0,-0.105592769192403,0,0,0,0.0811933244421277,0,0.0648390773766218,0.0399759539652436,0,0.20545904628152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.143818470994292,0,0,0,0,0,0,0,0,0,0,0,-0.169434807176215,0,0,0,0,0,-0.0989965276136778,0,0,0,-0.0080649060747287,0,-0.207490340715012,0,0,0,0,0,0,0,0.423943689429486,0,0,0.116188192541922,0.0999196530738762,0,0,0,0.292529803458297,0.139995816580657,0,0,0,0.129442910749157,0,0,0.0951726200867294
X2891.TT.EQUITY,0,0,0,0.0642919929694075,0.11815903773032,0,0,0,0,0,0,0,0,0.0360084647483246,0,0,0,0,0,0.188915879570366,0,0,0,0,0,0,0.0795448854863416,0,0,0.0865474689442153,0.238576379841496,0,-1.73472347597681e-18,0,0,0,0,0.0123127793845634,0,0,0,0,0,0.314981930274172,0,0,0,0,0,0
X11.HK.EQUITY,0.176118947056965,0,0,0,0.226280735239402,0,-0.141132677313886,0,0,0.206409926448461,0,0.0903673040133733,0,0,0,0,-0.100054174337975,0,0,0.633921611615042,0,0,0,0,0,0,0,-0.0518610765179306,0,0,0,0,0.0621163618790105,0,0,0,0,0,-0.0227706850918267,0,0,0,0,0,-0.0834922233772973,0,0,0,0,0
X2881.TT.EQUITY,0,0,-0.0759172468525165,0,0.0958941336704327,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.121195253897135,0,0,0,0.259198334020969,0,0,0.24719324754542,0,0,0,0,0,0,0,0,0.0621415450253122,0,0,0.0200724631496367,0,-0.115617063707927,0,0.0968953273240276,0,0,0,0.205084642484891,0
X600926.CH.EQUITY,0.0705943372572973,0,0,0,0,0,0.101989868638194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42105510552851,0,0,0.281278085170324,0,-0.0488231440947696,0,0.019690288985892,0,0,0,0,0,0,0,0,0,0,0,0.0566889283464247,0,0,0,0,-0.045789406964376,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0430026375131946,0,0,0,0,-3.46944695195361e-18,0,0,0.0506960878555375,-0.0930380528765585,0,0.0744609194869185,0.0352860911155694,0,0,-0.172561406363244,0,0.130968962398713,0.0900370618152428,0.160309713394617,0,0,0,0.204966471074522,0,0,0,0,0,0,0,0,0.472519108080921,0,0,0,0,0,0,0.00748538489414529
X601077.CH.Equity,0,0,0,0,0,0,0,0,0,0.0660725674076877,0,0,0,0,0,0,0,0.0743778785751095,0,-0.0649328139784991,0,0.0614868407050096,0,0,0,0,0,0.121520555895693,0,0,0,0,0,0,0.129610817546723,0,0,0,0,0,0,0,0.183145671794354,0.0677996664203538,0,0,0.00219476242130256,0.274526055566734,-0.0371586194382573,0.0280965000469351
X601336.CH.EQUITY,0,0,0,0.0354134135858113,0,0,0,0,0,-0.0343147949904221,0,0,0,0,0.0536634129025436,0.0278774976066624,0,0.429486847108788,0,0,0,0,0,0.140147776835034,0.0495091194016582,0,0,0,0,0.22507618049386,0,0,0,0,0,0.180998364004833,0,-0.0537322082467029,0,0,0,0,0,0,0,0,0,0.0589757214466143,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.0428332274133598,0.204944926632261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00993852072950652,0,0,0,0,0,0.028923431802,-0.323147799058814,0,0,0.359386918522228,0,0,0,0,0,0,0,0.0617176591098899,0,0,0.177746070155285,0.385060446504997,0,8.67361737988404e-19,0
X5880.TT.EQUITY,0,0,0,0,-0.0121375541781596,0,0.0623279833340112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300647168298243,0,0,0,0,-0.0602538178339957,0,0,0,0,0,0.0986659656433782,0,1.73472347597681e-18,0.722179265257024,0.0780958161782383,0,0,0,0,0,0,0
X2886.TT.EQUITY,0,0.0872788088304854,0,0,-0.0336728536255771,0,0,0,0,-0.158238654941468,0,0,0,0,0,0,0,0,0.056969513586958,0.215474955127692,0,0,0,0,0,-0.0575158802808723,-0.154683731167072,0,0.109237068651172,0,0.213915286203172,0,0,-1.0842021724855e-19,0,0,0.304862425383547,0,0,0,0,0,0,0.0662906196788927,0,0,0,0,0.2688702830542,0
X2892.TT.EQUITY,0,1.73472347597681e-18,0,0,-0.0483942167724057,0,0.0899227801950407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488417564230391,0,0,-0.100424795180449,0,0,0,0,0,0,0,0,0.09631950715317,0,0,0,0.205962296421982,0.26189276721649,0,0.171248322361327,0.0425821543648841,0,0,0,0,0.0949847209212225
X601838.CH.EQUITY,0.178076156506647,0,-6.93889390390723e-18,0.016302793053001,0,0,0.016169734731985,0,0,0.00389975834367405,0,0,0,0,0,0.0777483609286512,0,0,0,-0.0220775671361455,0.13464758982015,0,0,0.276820985070932,0,0,0,0,0,0,0,0.0804532031205692,0,0,0,0,0.0437765418679216,0,0,0,0,0,-0.0584219236519496,0,0,0,0,0,0,0
X2888.TT.EQUITY,0,0,0,0,0.106033735449774,0,0,0,0,0.186189495407908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227628090779149,0,0,0,0,0,0,0.174579531681206,0,0,0,0,0.0672498198463321,0.152494048146305,0,0.367528560806153,0,0,0,0.0626971128248307,0
X2880.TT.EQUITY,0,0,0,0,0,-0.0285749308367833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634512143521883,0,0,0,-0.0361573087751668,0.0838524326168136,0,0,0,0,0,0,0,0,0,0,0.343250115644476,0,0.179467038050062,0,0.0560092916486474,0,0,0.219221386945238,0.00144119809312994,0,0,0,0,0.220500079030981
X601577.CH.EQUITY,0,0,0,0,0.0432017715506695,0,0,0,0,0,0.215633216925583,0,0,0,0,0,0,0,0,0,0,0,0.00554569295513635,0,0.129110169696726,0.0352187916623997,0,0,0,0,0,0,0,0,0,0.192947369206873,0,0,0,-0.0593635619373646,0.112653074340599,0,0,0,0,0,0.171187500858153,0,0,0.0196554023945565
X2884.TT.EQUITY,0,-0.0422709349027054,0,0,-0.0908535507669008,0,0,0,0,0,0,0,0,0,0,-0.0337155212126073,0,0,0,0,0,0,0,0.298689119763666,0,0.0319957182733791,0,0,0,0,6.60309376117147e-05,0,0,0.00726242041581946,0,0,0,0,0.0944839583800538,0,0.131771841232413,0.206906139760858,0,0,0,0,0,0,0.237130624656912,0.100107283517152
X2883.TT.EQUITY,0,0,-0.0479190474014088,0,-0.129876703477108,0,0,0,0,0,0,0,0,0.13897465750562,0,0,0,0,0,0,0,0,0,0,0,0.339311090516546,0,0,0,0,0,0,-0.118034053504213,0.117264819024277,0,0,0,0,0.141197910751156,0,0.557430581739207,0,0,0.0789666106612311,0,0,0,0,0,0
X601688.CH.EQUITY,0,-8.67361737988404e-19,0,0,-0.0491747900197232,0,0,0,0,0,0.0372655122545353,0,0,0,0,0,0,0,0,0,0,0.0535957493772783,0,0,0.00166137021112139,0,0,0,0,0,0,0,0,0,0,0.427366510642922,0,0,0,0,0,0,0.232903644906131,0,0.000977673149614045,0,0,0.301510106282342,0,0
X600837.CH.EQUITY,0,0,0.016527576009254,0,0,0,0,0,0,0,0,0,0,0.13206584171173,0,0,0,0,0,0.0149406792451667,0,0,0,0,0,0,0,0,0,0,0.0648195572538364,0,0,0.0250965370694906,0,0.00943958757896244,0,0,0,0,0,0,0,0,0,0,0,0.891129692901623,0,0
X601211.CH.EQUITY,0.0189187290179822,0,0,0.218444085476482,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172393887219068,0,0,0,0.0395662010775768,0.0944106084971096,0.171681077477623,0,0,-0.153487978151225,0,0,0,-0.0162952453690173,0,0,0.343265896062491,0.237482331118687,0,0,0
X2885.TT.EQUITY,0,0,-0.28675631085219,0,0,0,0,0,0,0,0,0,0,0,0.117712859866781,0,0,0,0,0,0,0,0,0,0,0.173776163785815,0,0,0.153979498675302,0,0.252143336975891,0,0,0,0,0,0.208232279757354,0,0,-0.00713580709361111,0,0,0,0.168985975092286,0,0,0,0,0,0
X2801.TT.EQUITY,0,0,0,-0.0379018245825862,0.153405607014744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474589723429746,0,0,0,0,0.0733868348530142,0,0,0,0,0.101487852343314,0.525722021056564,0,0,0.151790870092381,0,0,0,0,0,0,0,0
