,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.144717510315063,0,0,0,0,0.0981873502444889,0,0,0,-0.0611539425114319,0,0,0,0,0,0,0,0,0.240805516267118,0,0.0130139628173935,0,0,0,0,0,0,0,0,0,0.0434543985788576,0,0,0.118627214126735,0,0,0,0,0,0,-0.0579839656409059,0,0,-0.11694819992081
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175179713100589,0,0.0933106634339525,0,0.314306081653461,0,0,0,-0.0391202836558265,0.000570008757632735,-0.0147737870005559,0,0,0,0,0,0,0,0,0,0.0789724781231925,0,0,0,0,0,0,-0.281581805638027,0.247387305785049,0,0.223891635723544,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.319324200655899,0,0,0,0.0817413707383003,0,0,0,0,0,0,0,0,0.153160214303457,0,0,0,0,0,-3.46944695195361e-18,0.0737186888664064,0,0,0,0,0.150949366316971,0,0,-0.00513719836022105,0,0,0,0,0.108216700695098,0,0,0,0,0.0414082949325264,0,0,-1.73472347597681e-18,0,0.112543109838229,0,0,0,0,0
X601288.CH.EQUITY,0.211446905878843,0.0654720786507492,0.0928257118016676,0,0.028390898476224,0,0,0,0.0274648875121251,0,0,0,0,0,0,0,0,0,0,0,0.0836560850028925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0279340836040824,0,0,0,0.188404865856495,0,0,0.271636282864284,0,0,0,0,0,0.147429037705125,0
X5.HK.EQUITY,0,-0.185148564523094,0,0.439687529279295,0,0,0,-0.104635615926234,-0.0568278177404256,0,0.157873914954905,0,0,0,0,0,0.125422367442111,0.165538033029832,0,0,0,-0.10912014277279,0.460862381569558,0,0,0,-0.0133175456058565,-0.00696733647504597,0,0,0,-0.065774824705292,0,0,-0.193957956731351,0,0,0,0.0514569007541703,0,0,0,0.20783408935793,0,0,0,0,-0.244229392303925,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.100379315899371,0.171706695797907,0.0681954128670821,0,0,0,0,0,0,0,0,0,0,0,0,0.569447790611643,0,0,0,0,0,0,0,0,-0.139141666479463,0,0,0,0,0,0,0,0,0.000347736465096653,0,0,0,0,0.0589334128381918,0,0
X600036.CH.EQUITY,-0.126348857148737,0.235934952180899,0,0,0,0,0,0,0,0,0,0.11122422303945,0,0.200633657851643,0,0,0,0,0.131787675982818,0,0,0,0.106036901337367,0,0,0,-0.030458398726689,0,0,-0.0871959614439193,0,0.334250423427889,0,-0.0703433019817072,0,0,0.105658889095718,0,0,0.0829805378462631,0.040179671810331,0,0,0,0,0,0.0917006188798666,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241799652552774,0,0,0,0.0834022317496309,0.156805022320694,0,0.227193043672359,0.105079308609253,0.0583388342901494,0,0,0,0,0,0.17556204915192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0634262009021399,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259936803201212,0,0,0,0,0,0,0.155056431732756,0,0,0,0,0,0,0,0,-0.000677965385083237,0,0.11086683745653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.156189404224771,0,0,0,0,0,0,0,0,0,0.256161208324045,0,0,0,0,0,0,0,0,0,0,0.0421456265647792,-0.00563587622240759,0,0,0,0.506113095531768,0,0.175189526037112,-0.0802678757460242,0,0,0,0,0.210116409756806,0,-0.137806327084723,0,0,0,0,0,0,0
