,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000776.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.534111939228211,0,0.0441965311014601,0.0376591726277699,2.77555756156289e-17,0.0444147647424906,0,0,0,0,0,0,0,0.0385351968447511,0,0,0.0199979443958531,0.0688729257348078,0,0,0,0,0,0.114204017445679,0,0,0,0,0,0,0.008727454389963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.339791687490729,0,0,0.144254284925146,0,0.191126402204615,0.0005979345291567,0,0,0.0488903581376876,0.0951980263462879,0,0,0,0,0,0,0,0,0,0,0.00144985769705236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619051571298375,0,0,0,0.0116611308212639,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,1.38777878078145e-17,0,0,0,0,0.0792567398794577,0,0,0.0386845026513128,0,0,0,0,0,0,0,0.202450364208862,0.0288185367654904,0,0,0,0,0,0,0.057547831849947,0.0992626311507618,0,0,0,0,0,0,0,0,0,0.129089712661208,0,0,0.315120707869314,0,0,0,0.0328740022966978,0,0.0210267370195107,0,0,0
X601288.CH.EQUITY,0.439541638170114,0,0,0,0,0,0,0,0,0.175062248478793,0,0,0,0,0,0,0,0.127409353354551,0,0,0,0,0,0,0.0563486539136012,0.042530736467273,0,0,0.0866171965127407,0.117691661935152,0,0,0,0,0,0,0,0,-0.0461253628976829,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.547420414494595,0,0.296296068068831,0,0,0,-0.269905323288837,0,0,0,0,0.59755861036672,-0.210218429351937,-0.188407377247647,0,-0.0854911122202266,0.0834441984931387,0,0,0,0.300562863485341,0,0,0,0.0901027601564613,-0.0325436676198346,-0.188465595693292,0,0,0,0,0.439110264485655,0,0,0,0,0,0,0,0,-0.477693155413004,-0.15005104096387,0,0
X601988.CH.EQUITY,0.0675519295733958,0.167040414401371,0,0,0.0562739110109305,0,0,0,0.145172805437337,1.73472347597681e-18,0,0,0.117071809925223,0,0.0692657432277562,0,0,0.103232774602436,0,0,0,0,0.368076174659704,0,0,0,0,0,0,0,0,0,0,0,0.0538784432791471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.100415421917069,0,0,0,0,0,0,0,0.10068170494865,0,0.290792154790866,0,0,0,-0.0546057476812408,0.00587347015339842,0.0966641846173867,0,0,0,0,0,0.35249438440575,0,0,0,0,0.0365141605361123,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347244287366002
X1299.HK.EQUITY,0,0,0,0,0,0,0.165023714291695,0,0,-0.209692000007649,0,0,0,0,0.0184996379222017,0,0.0946713627075705,0,-0.0861331423106767,0,0,0.217814792262827,0,0,0.135010027709234,0.0932980012505433,0,0,0,0,0.0986918929355499,0,0,0,0.0252568070380105,0,0,0,0,0,0,0,0,0,0,0.0869492401280337,0.171545959837108,0,0
X601628.CH.EQUITY,0,0,0,0.00611351499893266,1.73472347597681e-18,0,0,0,0,0,0.0250047785315888,0.0143646090347169,0.176638091401608,0,0,0.0257115830261191,0.00454731085483994,0,0,0,0,0,0,0,0,0,0.216182477649596,0,0,0,0,0,0,0,0.242292731245517,0,0,0,0,0,0,0.153515648524355,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0457669058859713,0,0,0,0.0982772273505849,0,0,0,0,0,0.111547378809791,0,0.00519266182531669,0,0,0,0,0,0.179336618585305,0,0,0,0,0,0,0,0,0,0,0.0555636381437463,0,0,0,0,0.026025148242571,0,0,0.192554106345718,0.251781127696486,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.16605646839476,0,0,0,0.172142127957706,0.131045779567934,0,0.0838711948617127,0,0,0,0,0,0,0.06228369162552,0,-1.38777878078145e-17,0,0,0,0,0,0,0.159611601039447,0,0,0,-0.0326525445744487,-0.0180490538107221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136071761578772,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.0217830782200741,0,0,0,-0.325537535396372,0,0,0,0,0,0.1538296891355,0,0,0.0771604634026541,0,0,0,0,0,0,0.210011992834397,0,0,0,-0.181467007664108,0,0.0388056175069469,0.624376849651134,0,0,0.135587581273361,-8.67361737988404e-19,0,0,0.191706768340368,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0444535303542654,0,0,0.00934700180322395,0.18372716134388,0.103918164845028,0,0.136139383272912,0.0409437248030802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168065096407401,0,0,0,0,0.0126222427506921,0,0,0,0,0.00865766778093977,0,0.10654655488219,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.153310357668925,0,0,0,0,0,0,0,0,0,0,0.120958045310044,-0.196233540200818,0,0,0,0,0,0,0.0775427341754334,0.0357220003068513,0.125029645282786,-0.00479512374107176,0.230994496657362,0.122882990696284,0,0,0,0,0.244493890014448,0,0,0,0,0,0,0.106502129178938,0.227140080592201,0,-0.0122969396036615,0
