,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X2801.TT.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY
X601398.CH.EQUITY,0,0.401368476900036,0,0,1.73472347597681e-18,0,0,0,0,0,0.0423843679275417,0,0.0298209056929216,0.0684873101053384,-1.73472347597681e-18,0,0,0,0,0.0162577988065577,0,0.061647532749172,0,0.01239352795945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940263075016925,0,0,0,0,0,0,0,0,0,0,0.0608093072538619
X601939.CH.EQUITY,0.549066292059291,0,0.0362708909319012,0,0,0,0.151271753597329,0,0,0,0.126660636048629,0,0,0,0,0.0725901537985868,0.111953299486045,0,0,0,0,0,0.168013665880832,0,0,0,0,0,0,0.019368987151052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.775454876322326,0,0,0.0995842360173765,0,0,0,0,0,0.050940879448563,0,0,0,-0.214319015969277,0,0,0,0,0,0,0,-0.115808805460191,0,0.167966615894158,0,0,0,0,0,0,0,0,0,0,0,-0.0359819994980935,0,0,0,0,0,0.174697278792955,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.358604104670316,0,0,0,0,0,-3.46944695195361e-18,0.216465398654283,0,0,0.293248625242134,0,0,0,0,0,0,0.051822038572673,0,-0.0310247395869168,0,-0.116939581093059,-0.0293079084513135,0,0,-0.140751009976473,0,0,0,0,0,0,0,0,0,0,0,-0.0260496392147229,0,0,0,0,0,0,-0.0884742541514266,0,0,0
X601658.CH.Equity,0.222951101506398,0,0,0,0,0,0,0,0.196621197299499,0,0,0,0,0.065579790945165,0,0,0,0,0,0,0,0,-0.0296546000719438,0.338166989708735,0,0,0,0,-0.0441573801119953,0.012514615893233,0,0,0,0,0,0,0,0,0,-0.0417301989948469,0,0,0,0.27833556352062,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0663145650893423,0.270805875054637,0,0,0,0,0,0,0.195028125537642,0,0,0.121039804121016,0,0,0,0.107162082669722,0,0,0,0,0,0.0881205725720755,0,0,0,0,0,0,0,0,0,0,0,0,-0.00313865315709755,0,0,0,0,0,0.0194165669056085,0,0,0,0.0257651256859447,0,0,0
X601318.CH.EQUITY,0.0224707460301815,0.26589864606168,0,0,0,0,0,0,0,0.0541358067099598,0,0,0,0,0,0,-0.144821747157252,0,0.229126143434134,0,0,0,0.049462068509527,0,0,0,0,0,-0.0406872099771587,0,0.545169837262457,0,0,0,0,0,0,0,-0.144067310226421,0,0,0,0,0,0,0,0,0,0.173788218613661,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.194739380582113,0.0533873593433753,0,0,0.224924188594496,0.189629375129621,0,0,0,0,0,0,0,0,0.179530317049985,0.00123766479508432,0,0,0.054610805193208,0,0,0,0,0,0,0,0,0,0,0,0.0121366066200407,0,0,0.061395470876315,0,0,0,0,0.0657152195586798,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0890943538795178,0,0,0.545219542094579,0,0,0,0,0,0,0.286215340970681,0,-3.46944695195361e-18,0.208886348570227,0,0,0,0,0,0,-0.0400915390292563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527699098278374,0,0,0,0,0,0,0,0,-0.178461041716206,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.189080509206063,0,0,0,0,0.0119362742465798,0,0,0,0,0,0,-0.0086381538714812,0,0.0146396166353982,0,0.156216980102171,0,0,0,0.11224231826935,-0.114343365072649,-0.0341062822600668,0,0,0,0.0445599014507032,0,0,0,0,0,0,0,0,0,0.339070252993337,0,0,0,0,0,0.230869543231803
X601998.CH.EQUITY,0,0,0,0.169200235629246,0,0.161961546185209,0,0,0,0,0,0,0.018579547555477,0,-0.0504244094383425,0.19808747088728,0.286660229744981,0,0,0,0,0,0,0.0412194947216293,0,0,0.0441111269400373,0,0,0,0.0382089326167259,0,0,0,-0.00564732561468382,0,0,0,0,0,0,0,0,0.128025567591309,0,0,0,0,0,0
X600016.CH.EQUITY,0,-0.0003896040801552,0.0205063815860267,-0.27296680330546,-0.147066970828365,-0.181003988025103,0,0,0,0.432576270653722,0.322997677980125,0,0,-0.254367282196586,0,0,-0.368451110855896,0,0,0,0,0.0131576751870656,0.215518701433525,0,0,-0.0276764270906457,0,0,0.632085537968727,0,0,0,0,0,0,0,0,0,0,0,0.293298555035327,0,0,0,0,0,0,0.265084188541257,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.378640430803911,0,0,0.0490852317206472,0,0.215622531086994,0.028570304394901,0,0,0,0,0,0,0,0,0,0,0,0.136296438624026,0.0863645351702264,0,0,0,0,0,0,0,0,0.00635413300949128,0,0,0,0,0,0,0.0734334853331366,0,0,0,0
X601628.CH.EQUITY,0,0,-0.159273645047069,0,0.0122940186484271,0,0,0,0.101008509422303,0,0.197903944193323,0,0.0992453222807198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239799656373646,0,0.149123974030035,0,0.221780755372755,0,0.0138894033208133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490545166550892,0
