,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0.0959828157270226,0,0.42179370744192,0,0.0461146106764452,0,0,0.236534899227935,0,0,0.151849543663393,0,0,0,0,0,0.0143881004920435,0,0.0112448046679618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580966528125461,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0
X601939.CH.EQUITY,0.526523526325663,0,0,0,0,0,-0.111432156266284,0,0,0.035237062874481,0,0,0.380738121284854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167680922264466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729220805630838,0
X601318.CH.EQUITY,0,0,0,0,0.0147350655436668,0,0,0,0,0,0,0.377698113114843,0,0,0,0,0,0,0,0,0.0511522771723613,0.0497901174913422,0,0,0.0276141655557445,0,0,0,0,0,0,0,0,0,0.0264797842929361,0,0,0,0.077438326590139,0.18149302183794,0,0,0,0.00817291796473271,0,0,0.121461914096077,0,0,0
X601288.CH.EQUITY,0.359866562098659,0.0341017217071512,0,0,0.40453163134335,0,0,-0.0482584620821886,0,-0.0100517363623039,0.062287733415882,0,0,0,0,0.0941365474641763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238005391049921,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0330530385981035,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.00704770197737703,0,0.346607871567975,0,0,0,0.0131022096745115,0,0,0.232637185644696,0.106055345580766,0,0.0954207082861791,0,0,0,0.164533006690759,0,0,0,0,0,0,0,0,-0.0250151410655069,0.0387327206225326,0,0,0,0,0,0,0,-0.0152695672133679,0,0,0,0,0,0.0595261420805289,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0510869945485309,0,0.217801792799043,0,0,0,0,0.537348246607714,0,0,0,0,0,0,0,0,0,0,0,0,0.111327449869286,0,-0.00802024765196073,0.0933288864513303,0,0.0455069951792907,0,0,0,0,0,0,0,0.104038635727185,0,0,0,0.0149106189519918,0,0,0,0,0.0553506616684612,0,0.00694687843490942,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349446348108246,0.0943348216547059,0,0,0,0,0.163983322729245,0,0,0.0716485205399173,0,0.118620495033428,0,0,0,0,0,0,0.052915138893889,0,0.139736708966485,0,0,0,0,0,0,0.0563253988887168,0,0,0,0,0,0,0.196955260889713,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479910804984127,0,-0.688682714668409,0,0,0,0,0,0.71176913826767,-0.744714581387508,0,0.537954725805319,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495689382752448,0,0,0,0,0,0,0,0,0.589733804005668
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613112956411926,0,0,0,0.287443912256525,0.322570982919997,-0.0523528231654721,0,0,0,0,0,0,0,0,0,0,0,0.0352050708722019,0,0,-0.00675024443951771,0,0.144608587214734,0,0,0,0,0,0.0660760592379338,0,0,0
X601658.CH.Equity,0,0,0,0.343474933372481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394320364966261,0,0,0,0.327631623030381,0.625697212422037,0,0,0,0,0,0.0293906554743562,0,0,0,0,0,-0.107386087878546,0,0,0,0,0,0.124971311033615,0,0,-0.531753358313691
X601328.CH.EQUITY,0,0,0,0.319186971929469,0,0,0,0,0,-0.0437395435563893,0,0,0.3651883848533,0.0506114027258069,0,0,0,0,0.160519184785403,0,0,0,0,0,0,0,0,0,0,0,0.0293257851484842,0,0,0,0,0.0206246734004848,0,0.0733099599813642,0,0,0.0527222584416951,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0.0502380906980071,0,0,0,0.147391790995417,0,0,0,0,0,0,0,0,0,0,-0.0797013110263685,0.0406997518814095,0,0,0,0,0,0.0175082836677593,0,0,0,0,0,0.0150654905145807,0.278868708586241,0,0,0,0,0,0,0,0.0883456315995525,0,0,0,0,0,0,0.328184813918778,0.0341812610876452,0,0.0761380832268285,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0966408391509621,0,0,0,0,0,0,0,0.468971148228927,0,0,0,0.128522336135521,0,0,0,0,0,0,0,0,0.0120346283579927,0,0,0,0,0,0,0,0.0475238384604464,0,0,0,0,0.0808397685257196,0.0687333500536,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0267743465419612,0,0,0,0,0,0,0,0,0,0,0,0,0.0171532349513701,0,0,0,0,0,0,0,0.0782118112857221,0,0,0,0.529426483787107,0,0,0.133856729016536,0,0.149378153844125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0726755052352487,0.109024280391236,0,0,0,0.0646823891778904,0,0,0.0797304448119392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122747738893026,0,0.189371269849637,-0.015827911039887,0,0,0.306335430940555,0,0.153382807407931,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.262334576074651,0,0,0,0.394089883946429,0,0,0,0,0,0,0,0.0508149523431791,0,0,0.0755674214918238,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0138952683358861,0,0,0,0,0.00603113819724404,0,0,0,0,0,0,0,0.0387982750467287,0.0150929026072882,-8.67361737988404e-19,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241372934467693,0,0,0,0,0,0,0,0,0.245737437214324,0,0.156190322171111,0,0,0,0,0,0,0,0.0185245507907297,0,0.0339664020200072,0.232742676886364,0,0,0.215827017953535,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0321310293902589,0,0.0350330660653232,0.390273400783605,0,0,0.0882253209335174,0,0,0,0,0,0,0,0,0,0,0,0.0844340261899058,0.248353335873643,0,0,0,0.0056603589668213,0,0,0,0.142040188199185,0,0,0,0,0.0207584777588615,3.46944695195361e-18,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.0270570722939524,0,0,0.0518646642210119,0,0,0,0,0,0,0.27178444304005,0,0.0214711218175206,0,0,0,0,0,0,0,0,0,0.357791591265278,0,0,0,0,0,0,0,0.061624376321969,0,0,0,0,0,0,0,0,0.06059193661219,0,0,0,0,0,0.0909340747667221,0.0465792927733382,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0451284509673405,0,0,0,0,0,0,0.0578633247700012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467756051248826,0,0.0368383262703827,0,0.375314961671377,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0.0563660799911115,0.0807267548538533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158915186533191,0,0.233752375438894,0,0,0.417563837444294,0,0,0,0,0,0,0.0833363980337533,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0
X601601.CH.EQUITY,0,0,0,0.257189334797403,0,0,0.107744328784662,0,0.0977564931627174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662447220799276,0.00369507826174425,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0737641820831823,0.308436296496358,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,-0.0693303779461742,0,0,0,0,0,0.0777296842554962,-0.0118695442715656,0,0,0,0,0.110983361898325,0.0183258892234733,0,0,0,0,0,-0.0200672245317054,0,0,0,0,0.342434682328662,0,0,0,0,0,0.00371442713291566,0,-0.0415508809961605,0,0,0,0,0,0,0.13097595030862,0.392170787535867,0,0,0.0275656267521578
X11.HK.EQUITY,0,0,0,0,-0.0647251724685383,0,0.191662541304043,0.39232790922948,0,0.0228368603614222,0,0,0,0,0,0,0,0,0,0,-0.241328968226197,0,0,0,0.688963095379226,0,0,0,0,0,0,0,0,0,0,-0.0224830611540576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
