,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.182887168378562,0,0,0,0,0,0,0.177967941293292,0.138012997582371,0,0,0,-0.214767572350289,0,0,0,0,0,0.306684000159305,0,0,0,0,0,0.249132725931974,0,0.0422079108344184,0,0.123530887725268,0,0,0,0,0,0,0,0,0,0,0.11008905414708,0,0,-0.0412127103636618,0,-0.0997260665683709,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.175204691890024,0,0,0.148276190550334,-0.114920743020761,0,0,0.0909216578971065,0,0,0,0,0,0.00530934684504716,0,0,0,0,0,0,0,0,0,0.168220439361558,0,0,0,0,0,0,-0.229153031422297,0.327741804164483,0,0.125368784255299,0,0,0,0,0,0.131953527002961,0
X601939.CH.EQUITY,0.473537276083361,0,0,0,0,0.183906870903665,0,0,0,0,0,0,0,0.0324189125825401,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365916487553044,0,-0.157250382645359,0.0868844080098209,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.498543238814855,0.0303634117046835,0.154420904894476,0,0.17166647304144,0.0744923862638432,0,0,0.0127468872974786,0,0,0,0.0295782236863984,-0.0459841218250791,0,-0.0420145582866296,0,0,0,0,0,-0.0554522516002052,0,0,0,0,0.0515940768780386,0,0,0,0,0,0,0.0291909630066846,0,0,0,0.158844023676134,0.163256924794332,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.181498124711132,0,0.00733910839623472,0,0,0,-0.183243656598703,0,0,0.335915740761012,0,0.213592225523153,0,0,0,0,0.463704664423255,0,0,0,0,0,0,0,0,-0.169720241871112,0,0,0,0,0,-0.00553670602885051,0,-0.0784608744815213,0,0.0232463831291945,0,0,0,0.290374492783689,0,0,0,0,0.00590852941892024,0,0,0
X601988.CH.EQUITY,0.114638035891267,0,0.102742684348552,0.183985674168731,0.0149001916381795,0,0,-0.0119326723881538,0.164958013255506,0.0777532572678258,0.236508364017041,0,-0.370788366461709,0,0,0,0,0,0,0,0,0,0.0871199249132201,0,0,0,0.0923897948690947,0,0,0,0,1.0842021724855e-19,0,0,0.0418591534358806,0,0,0,0,0,0,0,0,0,0.0534218568016322,0,0,0,0
X600036.CH.EQUITY,0,0.377671963772031,0,0,0,0,0,0.0336991276987986,-0.0112713659238782,0,0,0,0,0.288252235455389,0,3.46944695195361e-18,0.0201819678057925,0,0,0,0,0,0,0.176949532602619,0,0,0,0,0,0,0,0.0930827317188558,0,-0.0400548263580319,0.000541621263224844,0,0,0,0,0,0.16740006638086,0,0,0,0,0,0.0164489977782773,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0427884305120963,0,0,0.0562886993031806,0,0,0,-0.0197876881660758,0,0,0.193129266359628,0.252923735184148,0,0,0,0.160257445154952,0,0,0,0,0.166979565221413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168225159736265
X601628.CH.EQUITY,0.0794351465166216,0.422931876994395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.225032454798283,0,0,0.0368763693214019,0,0,0,0,0,0.0708383473504966,0,0,-0.136916361548424,0,0,-0.0204078075346142,0.0252578296779032,0,0,0,0,0,0,0,0,0,0,0,0.222241661973551,0,-0.175724482372109,0.113018743417392
X601166.CH.EQUITY,0.131429016662061,0,0,0,0,0.0499475734298925,0.500937244485267,0,0,0,0,0,0,0.0645153770404017,0,0.267764589749883,0,0,0,0,0,0,0,0,0,0,0,0.0575302410633924,0,0,0,0,0,0.0894360824026478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
