,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.0871552106233536,0,0.394118906393008,0,0,0.101844126379715,0,0.109152982778466,0,0,0,0,0,0,0.189450761816662,0,0,0,-0.0718476274954476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872469019351187,0,0,0,0,0,0,0,0,0,0,0,0.0662654793129978,0
X601939.CH.EQUITY,0.223594422139173,0,0,0.0349805214463646,0.0743424881098786,0,0,0,0,0,0,0.0695369369965029,0,0.334361188754203,0,0.206711048516841,0,0,0,0,0,0,0,-0.0514828616236927,0,-0.0868107764899163,0,0,0,0,0,0.0636814490241951,0,0.0262548471693746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.388584489701034,0.0308344970586456,0,0,0.354770206374827,0,0,0,0,0,0.0991067764590846,0,0,0,0,0,0,0.0515330553489239,0,0,0,0,0,0,0,0,0,0,0,0.01953595690042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322649078423711
X601988.CH.EQUITY,0,0,0,0.271869167231788,0,0,0,0,0,0,0,0,0,0.0883165355044916,0,0.100886271807962,0,0,0,0,0.268033796656523,0,0,0,0.00321261590403618,0,0,0,0,0,0.0383832330031001,0.0509370828971513,0,0,0.122845770173171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0241122368610699,0,0,0,0,0,0,0.266447368951081,0,0,0,0,0.504307024816285,0,0,-0.245915413998218,0,0,0,0.098093677825379,0,0,0,0.0289722530220958,0,0,0,0,0,0.553652862513563,0,0,0,0,0,0,0,-0.124485282679974
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655
X1299.HK.EQUITY,0,0,0,0,0,0.184947659508771,0,0,0,0,0,0,0,0,0,0,0,0.207078236221047,0,0.130958701506192,0,0,0,0.0961290540821796,0,0,0,0.0762541240898462,0,0,0,0,0.147011807614107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00525150811204905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558812565000195,0,0,0,0.330733103441988,0,-0.0586242282290541,0,1.24453061788388,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.287329814791286,0,0,0,0,0,0,0,0,0,0.212485412067049,0,0,0,0.0278630679193397,0,0,0.0865582810314671,0,0,0,0,0,0.0756549186192095,0,0,0,0.0452025146478795,0,0,0,0.00427926867157856,0,0.0829344436153478,0,0,0,0,0.0587914514183799,0,0,0.11761234022105,0,0,0.0854902364558063,0,0
X601166.CH.EQUITY,0,0,0,0.0835780597559988,0,0,0.137067991693495,0,0,0,0,0,0,0.0387019596830867,-0.058716268478325,0.00919447551058598,0,0,0,0,0,0,0,0.0154124708677551,0,0,0,0,0,0.337800606947396,0,0,0,0,0,0,0,0.0708422740241009,0,0,0,0,0,1.38777878078145e-17,0.321060898282838,0,0,0,0,0.0606838022224303
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386392185783502,0.563208787487768,0,0.0936301563000737,0,0,0,0,0,0.128133107627783,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.177659870071525,0,0,0,0,0,0.0112665650365148,0,0,0,0.380915249078778,0,0,0,0.0706062326995564,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.257320158440258,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121422063776932,0,0,0.314723977553689,0,0,0,0,0,0.00160229464278544,0,0.11950983519852,0,0,0.255505084791952,0,0.0816149352313427,0,0
X000001.CH.EQUITY,0,0.272895904397802,0,0,0,0,0.137428566550069,0,0,0,0,0.102940355956018,0,0,0,0,0,0.0736935284887369,0,0,0,0,0,0.0310268590866012,0,0,0,0,0,0.0259755391725144,0,0,0,0.0893413555180675,0,0,0,0,0,0.117768355474004,0,0,0.107385628539059,0,0,0,0,0,0.0427588638260221,0
X16.HK.EQUITY,0,0,0,0,0.222759997455784,0,0,0,0.0773392732653127,-0.0723269454172238,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00205319531804618,0,-0.0130603388965191,0,0,0,-0.122006386396963,0,0.694379352169433,0,0.0943697569849903,0,0,0,0,0,0,0,0,0.0283804521356403,0,0,0.0212855350091797
X388.HK.EQUITY,0,0,0,0.0353637320720785,0.0871697807854057,0,0,0.0647202616129511,0.191257625449258,0,0,0,0,0,0,0.151042647886272,0.0469581615113237,0,0,0,0,0,0.0341350007279374,0,0,0,0,0,0,0,0,0,0,0.0671595834856015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285843630049683
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.308253736437367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216425676005716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36806702841491,0,0.044882480330127,0,0,0.135786495869716,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0,0.0500060016392945,0.174782493742094,0,0,0,0.119814101168731,1.73472347597681e-18,0,0,0.0387428179527968,0,0,0,0,0,0,0,0,0,0,0.495742566416715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122434720631869,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0.132634047615719,0,0,0.244339146778101,0,0,0,0,0,0.27186693146745,0,0,0,0,0,0,0,0,0.0360617868622322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630732667210319,0,0,0,0,0,0,0,0,0,0.271701807408718,0,0,0,0,0
X601998.CH.EQUITY,0,0.166918465119892,0,0,0,0,0.010232525282835,0,0,0,0,0,0,0,0,0,0,0,0,-0.108796082693126,0.103225250336616,0,0,0,0,0,0,0,0,0.390949530715125,0,0,0,0.0450263675356333,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.137929270987783,0.190396077228258,0,0,0,0.0571593392668673,0
X601601.CH.EQUITY,0,0.145202568779029,0,0.16046019859705,0,0,0.0618646550267314,0.07857842691081,0.114883127160114,0,0,1.73472347597681e-18,0,0,0,0.0645725204315747,0,-0.0361859469024134,0,0,0,0,0,0,0,0,0,0.0327978580110768,0,0.19508374069604,0,0,0,0,0,0,0,0,0,0,0,0.0223809576732949,0.212101598250584,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.439101561602536,0,0.222832457482535,0,0.0898707185847672,0,0,0,0,0,0,0,0,0,-0.116342567827876,0,0,0,0,0.551114326607747,0,0,0,0.0908313834296673,0,0,0,0,0,0,0,-0.138121977677865,0,0,0,0,-0.164896504187071,0,0,0,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0.261484166271332,0,0,0,-0.00129470902652531,0,0,0,0,0,0,0,0.0930018276363033,0,0,0,0,0,0.331820917605514,0,-0.00850993559760092,0,0,0.0946621687391322,0,0,0,0,0,0,0.254717783210001,0,0,0,0.0594434315792577,0,0,-0.0551326355079089,0,0,0.0210568454461109,0,0,0,0.0827390088991242
X601066.CH.EQUITY,0,0,0,-0.205152793887363,0,0,0.0766845981812992,0,0,-0.00179916202198139,0,0,0,0,0,0,0.0100901349721655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543731956833153,0,0.237693827041984,0,0.213211081563164,0.0375647888767559,0,0,0,0,0,0.691988780670271,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0.110772194565335,0,0,0,0,0,0,0,0,0,0.193886783631766,0,0,0.126345687740072,0,0.126238404897996,0,0,0.109372909865761,0,0,0.264791315723905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00900879879727353,0,0,0,0,0,0.0426640181126576,0,0.0481258029941604
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.249372553625112,0,0,0,0,0,0,0,0,0,0.229066785983147,0,0,-1.38777878078145e-17,0,0,0.22986443046874,0.0832354242876175,0,0,0,0.49771939649822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.330329081189027,0,0,0,0,0,0,0.102522046947475,0,0,0,0.0576540643755597,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.114086561983391,0,-0.02286899545595,0,0,0,0.17161080887194,0.000927249358695651,0.139871830229369,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.410078087002452,0,0,-0.0462816769973302,0,0,0,0,0.0204764475604366,0,0.528823501613135,0,0,0,0,0,0,0,0,0,0,0,0.0368470454772723,0,0,0,-0.0431847642728173,0,0,0,0,0,0.00706608946667844,0,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244734993524357,0.057247591124686,0,0,0,0.0528888227034238,0,0,0.16700427159798,0,0,0,0,0,0,0,0,0.0946580190769277,0,0,0.23238289377203,0,0.130307266776926,0,0,1.38777878078145e-17,0,0,0,0,0
X601688.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.139417441483405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123754985378152,0,0,0,0.0070548609072927,0.288992758910327,0.101067327873027,0.0275304150126361,0.0218080955921553,0,0,0,0.167490525674792,0,0,0
X12.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120574216795154,0,0,0,0,0,0,0,0.0837368189547668,0,0,0,0,0,0.0953958547791102,0,0,0,0,0.585367216491278,0,0,0,0,0,0.0814271837156316,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0.134884501945001,0,0.192542669394666,0.0153468393595279,0,0,0,0,0,0.0886206872937091,0,0,-0.112065724366723,-0.0956173194562132,0,0,0,0,0,0,0,0.0246356155077556,0,0.0722759119751553,0.100321016344183,-0.225093424127764,0,0,0,0,0,0,0,0,0,0,0.534468174893768,0,0,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.167699784802571,0,0,0,0.410603892327326,0,0,0,0,0,0.0873553606976989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124949200606796,0,0,0,0,0,0,0,0.208724287011199,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0.0556165632057832,0.101339445795655,0,0,0,0,0,0,0,0,0,0.238721080348324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425262664593826,0.397374753945768,0,0,0,0,0.0114943320638367,0,0,0,0,0,0.0456609926230319,0,0,0,0,0.0237765218362581,0.0757692698854214
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00859807226144758,0,0.100828380439941,0,0,0,0,0,0,0,0,0,0,0,0,-0.0728999491000935,0,0,0.206785707918331,0,0.172677856798538,0,0,0,0,0,0,0,0.0403584578148366,0,0,0.0406559768432689,0,0,0.128165566035865,0,0.247759479635611,0.0414788295609123,0,-0.0704569975516397
