,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X2891.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.237812231016038,0,0,0.0875599499742798,0,0.239727515935518,0,0,0,0,0,0.128701239757445,0,0,0,0,0,0,0,0,0,0,0,0,0.038309842471998,0,0,0,0,0,0.0939675736844034,0,0,0.0234649653944602,0,0,0,0,0,0,0,0,0,0.107446378178676,0,0,0
X601318.CH.EQUITY,0.168342997908793,0,0,0,0,0,0,0,0.275302529928051,0,0,0,0,0,0,0,0.250980955737593,0,0.057620669936589,0,0,0.0969851643502519,0,0,0,0,0,0.0377724857655856,0,0,-0.0870697417695352,0,0,0,0,0.0942086100419515,0,0,0,-0.0182610909664152,0,0.0535546666249268,0,0.0189545256171508,0,0,0,0.0566898156423325,0,0.0600377327496286
X601939.CH.EQUITY,0.0609474547334678,0,0,0.271795697750806,0,0.0510948248363914,0,0,0,0,0,0,0,0.42900582245983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445788917603838,0,0,0.0667752336950685,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.352285955583402,0,0.0262721951421728,0,0,0.488083405145321,0,0,0,0,0,0,0,0,0.0301271401603409,0,0,0,0,0,0,-0.0290265422732834,0.0174416439545193,0,0,0,0,-0.000289372226497278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101453990993997,0,0.00345790400433188
X5.HK.EQUITY,0,0,-0.00672109107416559,0,0,0,0,0.0350336840938729,0,0,0,0,0.0778368885765595,0,0,0,0,0,0,0,0,0,0.39073941960919,0,0,0,0,0.0296157955326804,0.411750956545353,0,0,0.314595815230403,0,0,0,0,0,0,0,0,-0.110601058071971,0,0,0,0,0,0,0,0.0613226234483341,0
X601988.CH.EQUITY,0.372391355355579,0,0.000238203486185791,0,0,0,0,0,0,0,0.0954628555129916,0,0,0,0,0,0,0,0.0246212166460424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158498479127012,0,0,0,0,0,0,0,0,0,0,0,0.302604895965008,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220672339225371,0,0,0.26383575530326,-1.38777878078145e-17,0.0680181833226665,0,0,0,0.174481029156324,0,0,0,0,0,0,0,0,0,0,0.00913959972157238,0,0.114280521342236,0,0.07445536686821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601602898387561,0,0,0,0.470465453301001,0,0,0,0.122785261930442,0,0.106551911702166,0,-2.77555756156289e-17,0,0,0,0,0,0.269415548566618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.227187595685631,0,0,0,0,0,0,0.079841376766972,0,0,0,6.93889390390723e-18,0,-6.93889390390723e-18,0,0,0,0.0549516858783497,0,0,0.068406142658387,0,0,-1.38777878078145e-17,0,0.126455623815268,0,0,0,0,0,0,0.264700077894305,0,0,0.115744827775163,0,-0.14653536851208,0,0,0,0,0,0,0,0,0,0,0,0.135069978793312
X601658.CH.Equity,0,0,0,0,0,0,-0.304579921182984,0,0,0,0,0,0.205440803662317,0,0,-0.241376789931762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602091829658307,-0.0975489773176636,0,0,0,0,0,-0.0271252391382106,0,0,0.753581776726392,0,0,0,0,0,0.623829896449977,-0.0864372277223386,0,0
X601166.CH.EQUITY,0,0,0.101700177784334,0,0,0,0.456149036892379,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0336513320483019,0,-0.00438167811441776,0,0,0.387117216109577,0,0,0,0,0,-0.0515028948295969,0,0,0,0,0.0693213014101914,0,0,0,0,0,0.0987315894042843,-0.101153274763831,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665831745541489,0,0,0,0,0,0,0,0,0,0.1546985985916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941642381217968,0,0,0.0411825911337133,0,0,0,0,0.00839911773745911,0
X000002.CH.EQUITY,0,0,0,0.0561952845872365,0.0427297062134991,0,0,0,0,0.0429849962120885,0,0,0,0,0,0,0,0.00568253869871711,0,0,4.33680868994202e-19,0,0,0,0,0,0.0475937846408749,0,0,0.0346417310864385,0.522590572252585,0,0,0,0,0,0,0,0.14370697868386,0,0,0,-0.073727915789532,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0559373424698462,0.375005428307246,0,0,0,0,0.151005733110005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110904889795658,0.178319897249522,0,0,0.0481135510634151
X388.HK.EQUITY,0,0,0,0,0.0689475957735614,0,0,0.0952139651724638,0,0,0,0,0,0,0,0.127946362016721,0,0,0,0,0,0.0585288152799617,0.298807277252332,0,0,0,0.0204827207562781,0.0150220833850785,0,0,0.0232914284958768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699502021727656,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0694464521381049,0,-0.132596361116588,0,0,0,0,0.0668611912784286,0,0,0,0.225991005632242,0,0,0,0.131410832289742,0,0,0,0,0,0,0,0,0.0788697573385699,0,0.147963000202326,0,-0.0334417911143223,0,0.086648486849008,0,0,0,0,0,0.0905679902627966,0,0,0,0,0,0.238394218980418
X000001.CH.EQUITY,0,0.05547637997231,0.0142506135679181,0,0,0,0.104307907538178,0,0,0,0.213112446700469,0,0,0,0.0754756564619084,0,0,0,0,0.0891937691394838,0,0,0,0,0.207849452792225,0,0,0,0,0,0,0,0,0,0,0.176323315744081,0,0,0.0263814383904152,0,0,0,0,0,0,0,0,0,0.0888715247365776,0
