,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2887.TT.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X601881.CH.EQUITY,X000002.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.309238171440653,0.626062260470453,0,0,0,0,0,0,0.00614891960476638,0,0.212934348835037,0,0,0.080367070779917,0,-0.0164612359862562,0,4.33680868994202e-19,0,0.0248798376026091,0,0,0,0,-0.220596657314018,0,0,0.00894411082705454,0,0,0,-0.0346452778144793,0,0,0,0,0,-0.0269354237003888,0,0.0535024260062018,0,0,0,0,-0.0255336604386668,0,0,0,0
X601288.CH.EQUITY,0,0,0.670396173566421,0.263751888456659,0,0,0.0337096734800097,0,-0.0478697839203628,0,0,0,0,-0.0254585469311303,0,0,0,0,-0.00823550348797706,0,0.135770362775598,0,-0.200971144259234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750303005415555,0,0,0,0
X601939.CH.EQUITY,0.128905797441575,0.24257244137768,0,0.186130363760158,0,0.0455592521621889,0,0,0,4.33680868994202e-19,0,0,0,0,0.228487524427808,0,0,0.0678438863076058,0,0,-0.0382670997153189,0,-0.0520397862212476,0,0,0,0,0,0,0,0,0,-0.0566809642155062,0,0,0.231823227132428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.0924233436649285,0.502879738154723,0.15228076175601,0,0,0,0,0,0,0.154361603002531,0,0,0,0,0,0,0,0.243878484459033,0,0,0,0,-0.133959194650945,0,0,0,-0.081529443499665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103367054668955,0,0.131922343670177,0,0,0,0,-0.131894846693342
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.223370022916744,0,0,0,-0.208555326266659,0.225701389639085,0.020829226846782,0,0.084653410544319,0,0,0,0.128464744458713,0.294455667971807,0,-1.38777878078145e-17,0,0,0,0,0,0.260478188061013,0,0.175428726651609,0,0,0,0,0.0495764794613379,0,0,-0.0850026019529124,0,-0.45390402451224,0.725974079814089
X601658.CH.Equity,0,0.126695627075931,0.039774404157079,0,0,0,0.0244000976947743,0.0251336632460168,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.10156469212778,0.208323370867384,0,0,0,0,0.0861096709838137,0,0,0,0,0,0,0,0,0.102700516052845,0,0.12714235734588,0.0334049712156128,0,0,0,0,0,0,0,0,0,0,0.0271673499987554,0.119166506366389,0.000156411249469621
X601328.CH.EQUITY,0,0.313398045571572,0,0,0,0,0,0,0,0.0141369748688416,0,0,0,0,0.0397410230275657,-0.104088027118424,0,0,0,0.030861338687014,0.0337696990832411,0.218083660355265,0,0,0.122633426508595,0,0,0,0,0.254995499816462,0,0.0521876941906264,0,0,0,0,0,0,0,0,0,0,0,-0.190563762581148,0,0.136214352300229,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528948769907649,0,0,0,0,0.104111091048349,0,0,0,0.162197724072262,0.137389701257864,0,0,0,0,0,0.18859894745666,0.0322462183447023,0,0,0,0,0,-0.142955560448588,0.0538703214639955,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.110770310479464,0,0,1.38777878078145e-17,0,0.0792147594083094,0,0,0,0.0332999714230528,0.0918709205549092,0.0767110582769828,0.439093801245432,0,0,0,0.220829289175312,0,0.0108396750340778,0.0932259875754878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131961109498952,0,-0.0188174354525263,0,0,0,0
X267.HK.EQUITY,0,0,0,0.0864169545455397,0,0.140770585301824,0.0486098170891074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958047926206558,0.141155992556939,0,0,0,0,0.13871109717615,0,-0.0904021479215552,0,0.0635161819263249,0,0,0,0,0.159646570921587,0,0,0,0.184339627326709,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.169530074375288,0,0,0,0.0963074322027646,0,0,0,0,0,0,0.312374023466918,0,0,0,0.0360555709399404,0,0,0,0,0,0,0,0.0891916874869176,0,0,0.0147290389389029,0,0,0.160441428853451,0,0,0.220617647135008,0,0,0,0,0
X601998.CH.EQUITY,0.1207977470299,0,0,0,-0.0327646506935934,0,0,0,0.21513585877377,0,0,0,0,0,0,0.20720279702284,0,0,0,0,0,0,0,0,0.366241505167974,0,0,0,0.126282239513052,0,0,0,0,0,-0.12589303541537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0700840687277804
X600000.CH.EQUITY,0.20853117694247,0,0,0,0,0,0,0,0.0120509766042722,0,0,0,0,0,0,0.167261611743938,0,0.129582594746166,0,0.0290301362144156,0,0.367103033726315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563901829867289,0,0,0,0,0,0,0.180014779176642,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.0499661489429167,0,0,0,0,0,0,0,0,0.0223132892407572,0.239352079041542,0,0,0,0,0,0,0.229400671712243,0,0,0,0,0,0,0,0,0,0,0.0401599234126827,0.387700267210393,0,0,0,0,0,0,0.0236996614493113,0,0,0,0,0.0299674151681213,0
X601818.CH.EQUITY,0,0,0.0549790332683002,0,0.105399423290096,0,0,0,0,0,0,0.0676397498991515,0,0.515433612270216,0,0,0,0,0.144773397480625,0,0,0.0849519289388667,0,0,0,0,0,0,0,0,0,0.0717224001544282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863296268329514,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.393459563188749,0,0,0,0,0,0,0.0729710446656678,0,0,0,0,0,0,0,-0.0758763767774962,0,0.121171508047053,-4.33680868994202e-19,0,0,0.221668143012131,0,0,0,0,0,0.0741833806729774,0.22096805540193,0,0,0.240472875201134,0,-0.022060974166406,0.148362738528163,0.0712903637071318,0,0,0,-0.0643589243934595,0,0,0.231328177390847,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0125896406628484,0,0.0574851396798983,0.03655324827406,0,0.380110523858715,0,0,0.117677266983362,0,0,0,0,0,0,0,0,0,0,0,0.0571016603988826,0,0.027494490062451,0,0,0,0,0.0257219653659353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528468325546134,0.0749144048339185,0
X600015.CH.EQUITY,0,0,3.46944695195361e-18,-1.73472347597681e-18,0,0,0,0,0,-0.110946032467881,0,0,0.0300876304792743,0.022439126672178,0,0,0,0,0.253789738637379,0,0.0466913695575788,0.0963676291566154,0,0,-0.0386002695999791,0,0,0,0,0,0.0452280676272191,0.506587348834549,0,0,0,0,0,0,0.0922547892158288,0,0,0,0,0,0.145251299236836,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,-0.0240631898068702,0,0,0,0,-0.0346836096282041,0,0,0,0.210605883909402,0.310556736704375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290080435825596,0,0,0,0.066668867479692,0,0,0,0,0,0,0,-0.0733791365119465,0.133206542439383,0,0,0,0,0
