,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0.171780081746452,0,0.0890244083508448,0,0,0,0,0,0,0,0.321137693284039,0.169028905147309,0,0,0,-0.156999874029686,0,0,0,0,0,0,0,0,0,0,0,0.0240148852613172,-3.46944695195361e-18,0,0,0,0,0,0.172757409166268,-0.0281894616746678,0,0,0,0,0,0,0.0968219896865505,-1.73472347597681e-18,0,0.0702618520646277,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.131755672445387,0,0,0,0.0265370796326408,-0.155987431075541,0.0981304107683253,0,0.0754444665899601,0,0,0,0,0,-0.0417827653284762,0,0,0,0,0,0,0,0,0,0,0.179332597239966,-0.0281784234977581,0,0,0,0,-0.219907394200957,0,0.368527830021038,0.181087083673045,0.117660085894299,0,0,0,0,0.195914385190231,0
X601939.CH.EQUITY,0.250533327047181,0,0,0.232745979057774,0,0.137691174421891,0,-0.0333201255453311,0,0,0,0,0,0,0.0343735061859961,0,0,0,0,0,-0.00631090099547499,0,0.0664907990821107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476118538056415,-0.10220979038239,0,0.0235949839638649,0,0,-0.042778900305641,0,0,0.0262666766721214,-0.0158931952014544
X601288.CH.EQUITY,0.561808884262686,0,0.168114080057769,0,0,0.0263363752844885,0,0,0.0127854705210395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243274362229983,0,0,0,0,0,0,0.107953322846482,0,0,0,0.0574793502066823,0.0961063552260236,0,0,0.0434056921442787,0,0,0,0,0,0,0.127557354637794
X5.HK.EQUITY,0,-0.112807749873591,0.0378815808530398,0.27381375204914,0,0,0,-0.241410945659752,0,0,0,0,0.147734147531423,0,0,0,0,0,0,0.627637057548369,0,0,0,0,0.302390139652934,0,0,-0.0241957466964166,0,0,0,0,0.0207486274071062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183097797704712,0,0,-0.0714762027413651
X601988.CH.EQUITY,0.181462502823771,0,0.0606482483295767,0.0285789125048178,0.0401410570099792,0,0,0,0.0352905114290556,0,0.0500405986063194,0.0496512853641957,0,-0.427015758217092,0,0,0,0,0,0,0,0.57504447316463,0,0.016466113378421,0,0,0,0.0881982269233812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0553204408252007,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.136552731814931,0,0,0.0189753656110107,0,0,0.127946011164369,0,0,0,0,0.0647814389515181,0,0.278707408901632,0,0.0543580109786472,0.0609301715242069,0,0.0203100342686894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131962630147758,-0.0857328898843117,0,0,0.199156101477864,0,0,0,0,0,0.107538414580431,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0306914172614637,0.0391598584864059,0,0,0,0.189291062611989,0,0,0,-0.18097511466448,0,0,0,0.349279560912873,0.283284879861665,0,0,0,0.0356953785063939,0,0,0,0.0838323287915169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616962249814413,0,0,0
X601628.CH.EQUITY,0.576883455974509,0.183696478096991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722454036465184,0.0601915613740839,0.0994885686496729,0,-0.145147759303704,0.163257623576066,0,0,0,0,0,-0.0570219169479292,6.93889390390723e-18,0,-0.174274304924167,0,0,0,0,0.0418976096937207,-0.253963126736372,0,0,0,0,0,0,0,0.0927454414789267,0,-0.121514591771776,0.0238064591956174,0,-0.0552660168872101,0
X601658.CH.Equity,0,0,0,0.0488033276002077,0,0,0,0,0.0153652430690241,0,0,0,0,0,0,0,0,0,-0.0334879382791362,0,0.00200237142815689,-0.0142575576209998,-0.00878016977849509,0,0,0,0.00607514180471333,0,0,0.0130163166622902,0,0,0,0,0,0,0,0,0,0,-0.0485948013340996,0,0,0,0,0,0.0300550372643919,-4.33680868994202e-19,0.0216560773572127,0
