,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.0462320378599948,0,-0.0767182648256402,0,0,0,-0.129777493325227,0,0,0,0,-0.108909610864345,-0.280506665360666,0,0.104186342851487,0,0.0634606875385886,0.822212930546267,-0.0511238186823035,0.0390287070656504,0,0,0,0,0.202981313529333,0,0,0.227255212743233,0,0,0,0,0,0,0.137993960200613,0,0,-0.414742383202963,0,0,4.33680868994202e-19,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.0467774692206618,-0.0697732624706887,0,0,0,0,0,0,0,0,0.0215408380531389,0.250127405877266,0,0.0428014537881225,0,0,0.0419491959377444,0,0,0.00202821946713017,0,0,-0.0428371548152189,0,0,0.0118147435890458,0,0.0131434644474443,0,0,0,-0.270252552976209,0,0,0,0,-0.261856650358098,0,0,0.128765840110785,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0752602255499576,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0541887124261139,0,0,0,0.171833646198976,0,0,0.160482792215358,0,0.0533584827506287,0,0,0,0,0,0,0,-0.0294729264042325,0,0,0.0918627954181191,0,0,0,0.125777341571152,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0.0511784812152903,0,0,0,0,0,-0.109219095185026,0,-0.0249395794313734,0,0,0,0.295395104930921,0,0,0,0,0.116208360901815,0,0,0,0.239528519671563,0,0.171435064664143,0.162894343245759,0,0,0,-0.316825876601031,0,0,0,0,0,-3.46944695195361e-18,0,0,-0.226428183712621,-0.145634372324002,0.137406265714641,0,0,0,0
X5.HK.EQUITY,0,0.00576629123332727,0,0,0,0,0,0,0,0,0,-0.0818363437723378,0,0,0,0,0,0,-0.12956246050975,0.189744866082524,0.257546165453121,0,0.186898937048472,0,0.0972328790129194,0,0.0410787071004825,0,0,0.585820003239785,0,-0.0751746057168763,0,0.0778228433829821,0,0,0.103454400867004,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0998840096862706,0.333419168940336,0,0,0,-0.270602949085664,0,0,0.0867507924940739,0,0,-0.0847153021016055,0,0,0.016461800293139,0.0217650996707164,0,0,0,0,0,0,0,0,0,0,-0.137753431358675,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.114663647815778,0,0,0,0.0871961752685099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256414231549495,0.0233617582371771,0,0.0121312133935775,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.377379104184087,0.174621246833354,0.0735787478659869,0,0,0,0,0,0,0,0,0,0.0764080123496774,0,0,0,0,0,0.111602117403581,0,0,0,0,0,0.0858150441320881,0,0,0.161911152112767,0,0.0244656079798053,0,0,0,0,0.101534751576382,0,0,0,0.0342933983998882,0,0,0
X600036.CH.EQUITY,0,0.306177807677797,0,0,0,0,0.0618137126406442,0.280093816815662,0,0,-0.0434938872696011,0,-0.0519783401258838,0,0,0.0957368171082932,0.222969981272972,0,0,0,0.0669835774380649,0,0,0.0920497252556892,0,0.0905991913800813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.213005562562408,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.103029172650428,0,0.0538610299130775,0.228784641277872,0,0,0,0,0,0,0,0.0714179374761272,0,0,0,0,0.174940097066478,0.0660423036870326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706804181016658,0,0,0,0,0.200175032219457,0,0,0
