,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.4390962933106,0.217273087705829,0,0.11886110857498,0,0.0766584917977777,-0.0839586268587843,-0.129650626495104,0.00995544772344981,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.307166208547065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0355666579043105,0.019231457412179,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.154592431923022,0,0,0,0,0.180408846334011,0,0,0,0.0631396344767956,0,0,0,0.0727891468013567,0,0,0,0,0.0711640385058608,0,0,0,0,0,0,0,0,0.043126593486691,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.108297558848135,0.194617412963408,0,0.0502918472767984,0,0,0,0.0502399728861821,0,0,0,0,0,0,0,0,0,0,0.349239395244423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416191855551783,0,0.0628454753472074,0,0,0,0,0
X601988.CH.EQUITY,0.0682379926720608,0.0625982969605984,0.398694365706523,0,0,0,0,0,0.0356896869056769,0,0,0,0,0,0,0.0778086386209252,0.0624071701709835,0,0,0,0,0.0978405190112277,0,0,0.0459147225297782,0,0,0,0.0758220693043931,0,0,0,0,0,0.0636067770990008,0,0,0,0,0,0,0,0,0,0,0,0,0.0139063143244958,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.201025372381911,0,0,0,0,-0.0998669927453672,0,0,0.1409003850198,-0.186465181270814,0,0,0,0,0,0,-0.0207880894817707,0,6.93889390390723e-18,0.585798596516366,0,0,0,0.227421925123955,0,-0.0370532656657001,0,0,0,0,0,0.19301384575443,-0.211752573071713,0.325639390122798,0.0338729172153802,0,0,0,0
X601658.CH.Equity,0,0,0.0341569012874032,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.114492466548005,0,0,0,0,0,0.294384742194592,0,0,0,0.0752531687753913,0,0,0,0.192691368531107,0,0,0,0,0,0,0,0.203959278436845,0,0.0284255605967333,0,0.259963687110681,0,0,0,-0.150118974757588,0,0,0,0,0,0
X601328.CH.EQUITY,0.0867377279389819,0.0116622604029284,0.0030300862199763,0.155703836565261,0,0,0,0,0,0,0.168732227767239,0,0,0,0.218191980986418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672030411469489,0,0.200966450236365,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497433791557033,0,0,0,0,0,0,0.141838242605763,0.168819533088759,0,0,0,0,0,0,0.0903203052912171,0,0,0.122206401494332,0,0,0,0,0,0,0,0,0,0,0.114676656341687,0,0,0.116151594704165
X600036.CH.EQUITY,0,0.0748825363635233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418280574177918,0,0,0,0,0,0,0.0599517760964748,0,0,-0.0972977384911048,0,0,0,0,0,0,0,0,0,0,0,0,0.343475132566608,0,0,0,0,-0.00785814766944319,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.150963763908917,0,0,0.00359714361573951,0,0.168797952609979,0,0.0635432870670133,0,0,0.168695650154143,0,0,0,0,0,0.166942603759466,0,0,0,0,0,0,0,0,0,-0.260508899096933,0,0.122813260717597,0,0,0,0,0,0,0,0,0.03001378160895,0
X600000.CH.EQUITY,0,0,0,0,-0.0203101153041897,0,0.0334023992186789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899983644687294,0,0,0,0.0296445538150162,0,0,0,-0.0273837544435462,0,0,0,0.471235092793038,0.178735956356258,0.0650308563469153,0.0218758533666723,0,0,0,0,0,0,0,0,0,0.0812751607446588,0,0,0.102314424820092
X267.HK.EQUITY,0,0,0,0,0,0.0382992380858894,0,0,0,0.233591816647382,0,0,0.0369018872205242,0,0.0881181974176328,0,0,0,0,0.176360906936179,0,0,0,0,0,0.0104647759080617,0,0,0,0,0,0.0176897105013416,0,0.361435634245635,0,0,-0.0370966805470209,0,0,0,0,0,0,0,0,-0.312420437200334,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.173353581244383,0,0,0,0,0,0,0,0,0,0.054133949047803,0,0.0659486812950144,0,0,0,0,0,0,0.0200108375428188,0.122383204811834,0,0,0,0,0,0,0,0,0.127779481542714,0,0,0.0294021077202114,0,0,-0.140652309742789,0,0,0,0,0,0,0,0.0618164940786785,0,0,0
X600016.CH.EQUITY,0,0.230724006852061,0,0,0,0,0,0,0,0,0,0.168659267936231,-0.00552877948247983,0,0,0,0,0,0,-0.100063328715244,0,0,0,0,0.601783013575018,0.170973214957091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012032970508059,0,-0.0231749689794049,-1.0842021724855e-19,0,0,0,0,0,0
X601818.CH.EQUITY,0.0315156263417334,0.0139918439025932,0,0,0,0,0,0,0,0,0,0.127982449735556,0.0540596636533073,0.375548350753355,0,0,0,0.0478114874745905,0,0,0,0,0.0336346061840309,0,0.30070560986382,0,0,0,0,0,-4.33680868994202e-19,0,0.00455137753396074,0,0,0,0,0,0.0739805356173122,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.0745390799357251,-0.0522240457425292,0,0,0.0262853710090158,0,0,0.227592968505155,0,0.0150575091324488,0,0,0,0.00662521233607995,0,0,0,0,0,0.122813830868055,0,0,0,0,0,0,0,0,0,0,0,0.123416563782183,0.171768359361348,0,0.0258993492778867,0,0,-0.0547463246515089,0,0,0,0,0,0,0,0.121188553520358,0
X000001.CH.EQUITY,0.14712428320948,0,0,0,0,0,0.110289440161829,0,0.0762424284852692,0,0,0,0,0,0.10191062122759,0.0547708053970381,0,0,0.0506402504355836,0,0.04170186520274,0,0,0,0,0,0,0,0.0159227906689412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.233902753970077,0,0,0,0,0,0,0,0,0,0.114002131422799,0.267452371852173,0,0,0,0,0,0,0,0,0.0104432443386047,0,0,0,0,0,0,0,0,0,0,0,0.156791321206575,0,0,0,0,0,0.125012412768751,0,0,0,0,0.0334312743356072,0,0,0
X601169.CH.EQUITY,0,0.05064860072258,0.212754760102981,0.0632635543921367,0,0,0,0,0,0.0949191620972117,0,0,0.0274332791852461,0,0,0,0,0,0,0,0.11043948976711,0,0,0,0,0,0,0,0,0,0,0,0,0.222899351295807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204873720528989
X2388.HK.EQUITY,0,0.333037587022614,0,0,0.18141011906956,0.142348009838682,0,0,0,0.191449447902934,0,0,0.0506093548350917,0,0,0,0,0,0,0,0,0,0.030657276981041,0,0,0,0,0,0,0,0.104623377359261,0,0,0,0,0,-0.159456160462292,0,0,0,0,0,0,0,0,0,-0.213152274477095,0,0,0
X600919.CH.EQUITY,0,0,0,0.122706331100981,0,0.274136517029134,0,0,0.016714606807254,0,0,-0.0324978826395853,0,0,0,0,0,0,0.0211079899871072,0,0,0,0,0,0,0,0,0.279682649447751,0,0.0926726129124763,-0.0341091566412882,0,0,0,0,0,0,0,0,0.270062004120294,0,0,0.0224830658753251,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.0872766571576575,0,0,0,0,0,0,0,0,0,0.152002809094625,0,-0.0542999809137561,0,0.21618861132041,0,0.0127501234651872,0,0,0,0,0,0,0,0.0308678753839173,0.33705999254491,0,0.0854604480592934,0,-0.0353892257754249,0,0,0,0,0,0,0,0,0,-0.159581541869521,0,2.16840434497101e-19,0,0,0,0,0,0,-0.0101868252694751,0.198999813645184
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.0765551534174875,0.0666628472451141,-0.0271609728962283,0,0,0,-0.0091112332578398,0,0.0409116903932354,0,0,0,0.245219155692235,0,0,0,0.0530487519826346,0,0,0.081682983560909,0,0,0,0,0,0,0,0,0.115853023358735,0,0,0,0,0,0,0,0,0,0.267870405135966,0,0,0.138885869347613,0
X002142.CH.EQUITY,0,0,0,0,0,0.3192744135639,0,0,0.21966073331329,0,0,-0.0820497171004809,0,0,0,0,0,0,0,0,0,0,0.157726866163005,0,-8.67361737988404e-19,0,0,0,-0.0707790119845319,0,0,0.0930155912747322,0,0,0,-1.0842021724855e-19,-0.0572315940325284,0,0,0.120369976147279,0,0,-0.0224097948058338,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0.091811040544609,0.07585626342348,0,0,0,-0.042681913113261,0.0141768645094432,0.385181631415555,0,0,0,0.107398714065816,0,0,0,0,0,0,0,0.0137046648238577,0,0,0,0,0,0,0.0347651514556792,0,0,0,0,0,0,0,0,0,0,0,-0.0199321655250113,0,0,0,0,0.225299768479547
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.307173681038084,0,0.103607576266294,0,0.120934384545854,-0.258246304570431,0,0,0.154496412094315,0,0,0,0,0,0,0,0,0.0859088575415364,0,0,0.00695500140795955,0,0,0,0.123252836447622,0,0,0,0.277250142726108,0,0,0,0,0,0,0,0,0,0,0.14736593538324,0,0,0
X2882.TT.EQUITY,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00652712843316694,0,0,0,0,0,0,0,0,0,0,0.434478429819036,0,0,0.0326993840490468,0,0,0,0,0,0,0,0.0831031724695096,0,0.183370154644197,0,0,0.0128632656337803,0,0,0,0.181834556331055
X601009.CH.EQUITY,0,0,0,0.0385107116704429,-0.0734997832565981,0,0,0,0,0.423567831547782,0,0.0742220226330853,0,0,0,0,0,0,0,0,0.28944566312207,0,-0.0385097503951132,0.125804020908723,0,0,0,0,0,0,-1.73472347597681e-18,0.057919862667139,0,0,0,0,0,0.202247822979588,0,0,-0.150307302056169,0,0,0,0,0,0,-0.0407793242028378,0,0
X2891.TT.EQUITY,0,0,0,0.25059184007373,0,0,0,0,0,0,0,0.164490406353494,0,0,0,0,0,0,-0.0343048884835598,0,0,0,0,0,0,0,0,0,0,0.0500402223032969,0,0,0,0,0.112322990148279,0,0,0.151616978840915,0.143366596369041,0,0,-0.0721364778265104,0.0997319929665149,0,0.307854183016552,0,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.1402105961825,0,-0.110206783297651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332446285491202,0,0,0.0881022907219282,0,0.231872628233545,0,0,0,0,-0.0151216363100756,0,0,0,0,0,0,0.156950692546264,0,0.0742673826236943,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.353125104936079,-0.123187599506516,0,0,0,0,0,-0.323421814605265,0,0,0,0,0,0,0,0.309736742065485,0,0,0.221899742576428,-0.16240183219056,0,0,0,0,0.00256326137443765,0,0,0.313450124996887,0,0,0,0,0.100275570349345,0,0,0,0,0,0.0965901516615676,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0.0402379561071174,0,0.138423350337321,0,0,0,0,0,0,0,0,0,0,0,0,0.0106246206457726,0,0,0,0,0,0,0.318241891653558,0,0,0.145398698156536,0,0,0,0.249965692861869,0,0,0,0,0.062061267371437,0,0,0,-0.0417886094006222,0,0.109177514828118,0,0,0,0
X601319.CH.EQUITY,0.118573077328378,0,0.0185998239959417,0,0,0.0443660619569826,0,0,0,0,0,0,0,0,0.127981742189054,0,0,3.46944695195361e-18,0,0,0,0.0389228549637151,0,0,0.0840832043598956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262620756607409,0.184711836306042,0,0,0,0.148052327831733,0.142990280292048,0,0,0
X601077.CH.Equity,0,0,0,0,0,0,0.364662272967782,0,0,0,0.233824996086365,0,0,0,0.0740335040904904,0,0,0,0,0,0,0.185489501207664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0163960766899098,0,0,0,0,0,0,0,0.0159737260441513
X600030.CH.EQUITY,0,0,0.0260024908810555,0.0981772432285846,0,0,0,0,0,0,0,0,0,0,0,0.250017716513525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633669876256629,0.126356353198253,0.300201791722986,0
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.0549606950643221,0,0,0,0,0,0,0,0.105499921104613,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.513010413348153,0,0,0,0,0,0.0538887149369747,0.231414860379167,0,0.000597465066146873,0,0,0,0,0,0,0,0,-0.00780191689159735,0,0,0.0979193924632899,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593226672077956,0,8.67361737988404e-19,0,0.249123132308374,0,0,0,0,0,0,0.388480909151624,0.0427189272626089,0,0,0.0484891404244762,0,0,0,0,0
X2886.TT.EQUITY,-0.158932085771584,0,0.095006523525432,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0680795830263504,0,0,0,0.0659617249259165,0,0,0,0,0,0,0,0,0,0,0,0.0257127913464037,0.1443841720913,0,0,0,-0.041432573383697,0,0,0,0.385823000625345,0,0.0633252002138261,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X2892.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.059465193119477,0,0,0,0,0,0,0,0,0,0.0333105992679991,0.0452383689682215,0,0,0,0,0.00310742226047068,0.100651592129214,0,0,0,0,0,0,0,0.417962685871517,0.104447537109498,0,0,0.0711964516029182,0,-0.0585468636566325,0.268170871566268,0,0,0,0,0,0
