,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123307009183827,0,0,0,-0.187597879012911,0.251895592747015,0,0,0.0923316709464561,0,0,0,0.273958726445374,0,0,-0.126315259108127,0,0,0,0,-0.13610206762932,0,-0.194814465768698,0,0,0,-0.223822730284999,0,0,0.823799987027219,0,-0.0511063459986374,-0.0807754173286589,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0501972751561188,0,0.157396556644288,-4.33680868994202e-19,0,0,0,0.12065150236583,0,0,0,0,0.0966223361598047,0,0,0.140140491073551,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0597746125715155,0,0.00629008371325914,0.0976039945728225,0,0.241986284690604,0,0,0,0,0,0,0.0204107887700646,0,0,0,0,-0.0310447569988423
X601939.CH.EQUITY,0.179045178004836,0,0,0,0,0.0774520821615911,0,0,0,0.246463451511571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154020371576712,0,0,0,0,0,-0.019126693239612,-0.154288532401834,-0.215871331094154,0,0,0.0886244118574758,0,0,0,0.51660982851767,0,0,0,0,0.181609711439633,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.834604274263987,0,0.139828347493906,0.263548515486199,0,0,0,0.410428332396829,-0.000116574402772272,0.338161917070624,0,0,-0.566625697042959,0,0,0,0,0,0,0,0,0,0,0,0,-0.449726484382945,0,0,0,0,0,0.0636768356780853,0,0,-1.38777878078145e-17,0,0,0,0,0.618457633328922,0,0
X5.HK.EQUITY,0,0,0,0,0,0.147230344814669,0,0.213163783555,0,0,0.0226996423618035,0,-0.0132989751400607,0,0.103037713180025,0.0569653584584318,-4.33680868994202e-19,0.0104313862937084,0.0432993800228419,0,0.0524808992290069,0,0,0,0,0,0,0,0,-0.0278806546210507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117556457552961,0,0,0,0.213003455665367,0
X601988.CH.EQUITY,-0.0113932924277421,0,0,0,0.530951463222758,0,0,0,0,0,0,0,0,0,0.109252772454935,0,0,0,0,-0.12380647430915,0,-0.120741360120198,0,0,0.215059309788637,0,0,0,0,-0.3544012885004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.109738487256961,0,0,0.0325899330962525
X600036.CH.EQUITY,0,0.320858710450689,-0.0454068912347582,0,0,0,0,-0.166276180322461,0,0.597287409086144,0,0,0,0,0,0.109470336761116,0,0,0,0.319857630319933,0,0,0,0,0,0,0,0.102571061250529,0,0,0,0,0,-0.123442238524693,0,0,0,0,0,0,0,0,0,0,0,-0.0517141543222331,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.215581918186376,0,0,0,0,0,0,0,0,0,0,0,0,0.0411134402889204,0.0622865960637789,0,0,0,0,0,0,0.257373814719057,0,0,0,0.0693977226834486,0.0705875605492436,0,0,0.0868223410647703,0,0,0,0,0,0,0,0,-0.117157927922841,-0.082846371862013,0,0,0,0,0
X601628.CH.EQUITY,0,0.247417798597933,0,0.0786519341626564,0,0,0,0,0,0,0,0,0,0.207356881279212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130883437589663,3.46944695195361e-18,0,0.0940793972966629,0,0,0,0.174161136645885,0.1833907625081,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.237202112299305,0.0370781773372394,0,0,0.619271155403105,0,0,0,0,0,0,0,0,-0.0616239930852534,0,0,0,0.249477565002659,0,0,0,0,0,0.301711075955124,0,0,0,0,0,0,0,0,0,0,-0.0495333144391959,0,0,0,0,0,0,0,0,-0.5059035888701,0,0,-0.0602852401032023
