,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.294928029160935,0,0.0288345837944781,0,0,0.431673884176903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107782846459609,0,0.0237469802398184,0,0,0,0,0,0,0,0,0,0,0.0889301349729017,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.198223016412818,0,0,0.0608975209064996,0,0,0,0,0,0,0.0342850619029672,0,0,0.258476299170291,0,0.00961975088284594,0,0,0.098115976371023,0,0,0,0,0,0,0,0,0,0.166898378060388,0,0.093504552685322,0,0,0.00091662397096199,0,0,0,0,0,0,0,0,0,0,0.0300500815621212,0,0,0
X601939.CH.EQUITY,0.417550233657895,0.0803409980067921,0,0,0,0,0.0647233015213048,0,0,0,0,0,0,0,0,0,0.158798309880909,0,0,0,0,-0.149000647476603,0,0,0.0299526916232137,0,0,0,0,0,0.164213562283573,0,0.260616705151688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174710413515408
X601288.CH.EQUITY,0,0,0,0,0,0,0.00167732401330756,0.55635776616623,0,-0.0848453162962263,0,0.0567187199338162,0,0,0,0,0,0,0,0,0,0,0.0576432306700867,0,0.109830855387054,0,0,0,0,0,0.11234192362297,0,0.0471210649260593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377700218643014,0,-3.46944695195361e-18,0
X600036.CH.EQUITY,0,0,0,0,0,0.12440055736685,0,0.0741473087231806,0.0164545120949189,0,0,-0.139489063872384,0.0855421768015798,0,0.0545418899504623,0,0,0,0,0,-0.00895090920199047,0,0,0,0.0390827685615916,0,0.286788599146479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167480232888906,0,0,0,0,0,0,0,0,0.432051851230283
X1299.HK.EQUITY,0,0,-0.164199384079487,0,0,0,0,0,0,0.195021573081764,0,0,0,0,0,0,0,0,0,0,0,0,0.0340485161963015,0,0,0,0,0,0,0,0,0,0.214834539085265,0,0,0,0,0.0429691614939694,0,0.224013281985013,0,0.0313006547157788,0,0.361662246426405,0,0,0,0.201114318542028,0,0
X601628.CH.EQUITY,0.17454108580495,0,0,0,0,0,0,0,0,0,0,0,-0.0163911334819118,0,-0.240918127067763,0,0,0,0,0,-0.0621690034872061,0.19058554081515,0,0.00218133429759256,0,0,-0.144176060357629,0,0,0,0,0,0,0,0.609404482336502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.192164062039467,0,0.0822819952245793,0.330553385827229,0,0,0,0,0,0.108854796819794,0,0,0.209125519056181,0,0,0,0.056220761349151,0,0,0,0,0,0.0609755475355576,0,0.0784327455585035,0,0,0,0,0.0914262437740519,0,0,0,0,0,0,0.0198783057994728,0,0,0,0,0,0,0.0248177819660382,0,0,0,0,0,0
X5.HK.EQUITY,0,0.210698344466444,0.101020714834997,0,0,0,0,0,0,-0.115830632266866,0,0,-0.0433998184985736,0,0,0,0,0,0,0,0,-0.144270554195889,0,0,0,0.148375374613354,0.0901928294266058,0,0,0,0,0,0.153834279341489,0,0,0,0,0,0,0,0.166785505815389,0.077612386735359,0,0,0,0,0,0,0,-0.156861750747405
X388.HK.EQUITY,0,0,0,0,-0.364882532114995,0.250507549595747,6.93889390390723e-18,0,0,0,0,0,0.121110351382406,0,0.137472163190422,-0.0288300978377399,0,0,0.0294940431920311,-0.0179356231483651,0,0.518268621642766,0,0,0,0,0,0.0333753702828163,0,0,0,0,-0.127215303648908,0,0,0,0,0,0.178098728126021,0.0700558776907319,0,0,0,0,0,-0.210018036739026,0,0.0582789818788362,0,0
X601166.CH.EQUITY,0,0,-3.46944695195361e-18,0,0.0079377425693265,0,0,0,0,0,0,0.0571522956121413,0.151026583954714,0,0.122542258895983,0,0,0,0,0,0,0,0,0,0,0.025940253844806,0.182849357535701,0,0,0,0.391329354576508,0,0,0,0.00982009324116517,0,0.000554194257592626,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.27465196406146,-0.167996490034308,0,0,0.153077095352744,0,0,0.324708677888745,0,0.0451760394590912,0,0.0518573974540702,0,0.441969928807321,0,0,0,0,0.279255124330958,0,0,0,0,0,0,0,0,0,-0.30043885733065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230331031233049
X000001.CH.EQUITY,0,0.149813400689787,0,0,0.0688433322045126,0,0,0.242082606403087,0,0.0562259122081066,0.30763798277146,8.67361737988404e-19,0,0,-0.0500014595748442,0,0,0,0,0,0,0,0.144726176120173,0,0,0,0.332522748889801,0,-0.0446375314668518,0,0,0,-0.26614047275041,0,0,0,0,-0.0712374903070714,-0.0153348617387949,0,0,0,-0.00814681921916442,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0413065543440718,0,0,0,-0.00852427452075266,0,0,0,0.177380828225622,0,0,0.187096275864579,0,0,0,0,0,0,0,0,0,0.0860208626660033,0,0.286126274447779,0.0720046586887046,0,0,0.0641505521592044,0,-0.0305392765611592,0,0,0,0,0.292117643899167,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0294029069517426,0,-0.0839065786634013,0,0,-0.0710878241073372,0,0.149320412974912,0,0,0,0,0,0,0,0,0,0,0,-0.0189815332601869,0.288083672820069,0,0,0.331905411290541,0,0.0538001241934936,0,-0.130742858117469,0.0431504052637318,0,0,0,0,0,0,0,0,0,0,0,0.220744100111539,0,0.0503669871950154,0,0,0
X601601.CH.EQUITY,0,0.477084890879226,0,0,0,0,0,0.109498267520038,0.0421946441950466,0,0,0,0.147274865039912,0,0,0,0,0,0,0,0.168897220253963,0,0,0,0,0.016928154450415,0.0610191695565126,0,0,0,0,0.0995692285235261,0,0,0.0792770986836368,0.059139117087713,-0.244666082457741,0,-0.0914846257461703,0,0,0.106167377512515,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0614484989486002,0,0,0,0,0.0474271931027861,0,0,0,0.189320079539569,0,0,0,0,0,0.215711398264328,0,0,0,0,0,0.139870561275049,0.0757370649349981,0,0,0,0,0,0,0.00258946827606184,0,0,0,0.0790120699987427,0,0.1281169631231,0,0,0,0,0,0,0.0388981933074502,0.023530207428551,0,0,0,0
X600000.CH.EQUITY,0,0.0582020886248921,0,0,0.127840593875578,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.369568355944677,0,0,0,0,0,0,0,0.093830077428894,0,0,0.0629826274800425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659842466393814,0,0,0,0
X601066.CH.EQUITY,0,0,0.0806397018715564,0,-0.107553653863953,0,0,0,0,0,0,0,0,0.592937912019252,0,-0.137268978121932,-0.0334773495406575,0,0,0,0,0,-0.177649162159451,0,0.220357864743994,0,0,-0.0527856441964036,0,0,0,0,0,0,0,0,0,0,0.18872609110098,0,0,0,0,0,0,0.0519444643238391,0,0,1.73472347597681e-18,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0723513695329816,0,0,0,0,0,0,0,0,-0.00314808358975335,0,0,0,0,0,0,0,0.0101670322255936,0,0,0,0,0.041263506080835,0,0,0,0,0.012311897026012,0,0.0414262156882009,0,0,0,0,0.480664762808857,0.336657280451824,-0.0933252344845289,0.197656688412681,0,0,-0.164783796777595,-0.454886412373222,0.0294848238048247,0
X601319.CH.EQUITY,0,0.079134548174584,0.20785654101023,0,0,0,0,0,0,0,0,0,0,0.259194773531088,0,0,0,0.0573656034507705,0,0,0,0,0,0,0.0174245185382469,0,0,0.0147131083194307,0,0,0,0,0,0,0.141651961860424,0.010065333925116,0,0,0,0,0,0,0,0,0.0185585851185527,0,0,0.00348823973170456,0,0.00857828006385834
