,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.651632434082638,0,0,0.0209659559383943,0,0.0614840778296544,0,1.73472347597681e-18,0,0,0,0.0738500963520221,0,0,0,0,0.0486914254810644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0562961570887707,0,-0.0374438578889652,0.043363993565194,0.0199080797090998,0,0,-0.0201513578324907,0,0
X601939.CH.EQUITY,0.161813204238285,0,0,0.566693506574058,0,0.0496657017970107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14493513774703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539
X601288.CH.EQUITY,0.116447866959223,0,0.00651236138374284,0,0,0.0640563186028388,0,0,0,0.082489758060569,0,0.0367116342027351,0,0,0,0,0,0,0,0,0,0,0,0,0.150543375955367,0,0.296908284780684,0,0,0.153339563139412,0,0.0581237325469843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0404091281036452,0,0.321666092622065,0,0,0,0,0,0,-0.320092260628549,0.221098908904293,0,0,0.118048307140208,-0.125875171252853,0,0,0,0,0,0,0,0,0,0.30465953824968,0,0,0.233331706419471,0.168483532880029,0,0,0,0,0,0,0,0.0548969427782371,0,0,0,-0.471131870463332,0,0,0
X601988.CH.EQUITY,0.26365775074108,0,0,0,0,0,0,0,0.114836202972075,0,0,0,0.00631789792394109,0.181147593260691,0,0,0,0,0,0,0,0,0.390000930435072,0,0,0,0,0,0.0475717053203327,0.0385088564742683,0,0,0,0,0,0,0,0.0357367739076526,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.0257590713225492,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.045608437374208,0,0,0,0,0,0,0,-0.0338718571598779,0.00884583181747558,0,0,0,0,0,0,0.712555947173946,-0.0130226564617213,0.0506183006825501,0,0,0.12012770770178,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0951360937078672,0.0687222814555112,0,0,-0.022856794865041,0,0
X1299.HK.EQUITY,0,0,0,0,0.23447615912153,0,0,0,0,0,0,0,0.171681180031348,0,0,0,0,0,0,0.124764544576091,0.00710744966315938,0,0,0,0,0,0,0.184748175520075,0.126579155614216,0,0,0,0,0.135956080276216,0,0,0,0,0,0,0,0,0,-0.112187965101768,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171822189857201,0,0,0,0,0.115081316884726,0,0,0,0,0,0,0.256717571294338,0,0,0,0,0,0,0,0.224863832523885,0,0,0,0,0.0656242584717836,0,0,0,0,0.00607874842233594,0,-0.0058588929052142,0,0,0,0,0,0.198592465669658,0,0,0,0.00221807391656062,0,0,0,0.0278536025319714,0
