,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X267.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.212606169922946,0,0,-0.00603704736789104,0,0,0,0,0.565261020705202,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.126145640747708,0,0,0,0,0,0,0,0,0,0,-0.286307172509831,0,0,0,-1.73472347597681e-18,0.683682502699631,0,-0.139788311704874,0,0,0,0,-0.0538394980247473,0,0
X601318.CH.EQUITY,0,0,0,0.00207467859912149,0,0,0.19269328569672,0,0.0201765446286088,0.0333987373124993,0,0,0,0,0,-8.67361737988404e-19,0.0114652203966034,0,0.111376995643442,0,0,0,0,0,0.045262536043192,0,0,0,0,0.0750285407896061,0,0,0,0,0,0,0,0.0548876655090293,0.536553036400874,0,0,-0.0930862421823339,1.73472347597681e-18,0,0,0,0,-0.0230095081189841,0
X601939.CH.EQUITY,0.315271990967885,0,0,0,0,0,0,0,0.00925920546876885,0,0,0,0,0,0,0,0,0,0,0,0.0487122094214974,0,0,0.132676155058639,0,0,0,0,0.109071324426499,0,0,0.0237914903822913,0,0,-0.0822289882291448,0,0,0.291477997446584,0,0,0,0,0.0821244651588296,0,0,0,0,0,-8.67361737988404e-19
X601288.CH.EQUITY,0,0,0,0,0,0.265893668740833,-3.46944695195361e-18,0,0.174050896114829,0.0414124696771558,0,0,0,0,0,0,0,0.046803785376879,0,0,0,0,0,0,-0.0404875766642869,0,0,0.113530429980524,0,0,0,0,0,0,-0.0667495626472736,0,0,0,0.191914617759184,0,0,0,0.0984387303488015,0,0.0846491326300321,0,0,0.0820634539343823,0
X5.HK.EQUITY,-0.0963682775507672,0,0,0,0,0,0,0,0,0,0.0820153281804868,0,0,0,0,0,0.274756051103055,0,0.000796913409372657,8.67361737988404e-19,0.351910857677177,0,0,0.346297475146842,0,0,0,0,0,-0.26347798740844,0,0,0,0,0,0,-0.125696700041544,0,0,0,0.250910810724501,-0.0946704473353515,0,0,0,0,-0.114406782755432,-0.119725134110647,0
X601988.CH.EQUITY,0.254779608201981,0,0,0.571804395022842,0,0,0,0,0,0,0.10148459866634,0.100002576549896,0,0,0,0,-0.0473570231474565,0,0,0,0,0,0.006243212110256,0.0584944872327187,0,0,0.0411507411435543,0,0,0,0,0,0,0,0,0,0,0.0266014811946157,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.63037161339294,0,0.148654161467804,0,0,0,0,-0.176552849344694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342219139220034,0,0,0,0,0.0704308700773699,0.0644092913308649,0,0.0754096563761049,0,0,0,0,0,0,0.137710928080724,0,0,0,0,0.0375593543228456,0,0,0
X1299.HK.EQUITY,0,0.0363445630432485,0,0,0,0,0,0,0,0,0,0,0,0,0.368909272582133,0,0,0.0529868044758086,-0.109397146171496,0.104899611930534,0.0458165263747114,0,0,0,0.159110376861583,0.187142813503779,-0.179909838898419,0,0,0,0,0,0,0,0,0,0,0,0,-0.0684885245569022,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0711465294576216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318760268561313,0,0.0831971099452154,0.118780075354325,-0.0299596743165045,0,0,0,0,0.0601952807277512,0,0,0,0,-0.0710510570574113,0,0,0,0,0,0,0.0483541544989831,0,0.196445533935094,0,0,0,0,0,0,0,0,0,0.119158018341114
X601328.CH.EQUITY,0,0,0.0351319943744808,0.331884786484419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170761819758006,0,0,0.162085661795916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
