,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0375271187321399,0,0,0.000410656916383409,-0.0769411081964812,0,0,0,0,0,0,0,0,0,0,0,-0.0492787275238611,0,1.05047590902584,0,0,-0.184879078031564,0,0,0,0,0,0,0.000797825769905646,0,-0.00465399610619912,0,0,0,0.0116977157383148,0,0,0,0,0.0297824260575283,0,0,0,0,0,-0.0135388887917722,0
X601939.CH.EQUITY,0,0,0,0.132149013469197,0.0648051906062221,0,0,0,0,0,0,0,0,0,0.0130263946375218,0.577626513816426,0,0.0306636661078838,0,0,0,0,0,0,0,0,-0.257197155127008,0,0,0.0272890949939141,0,0,0,0,0,-0.288930316696748,0,0,0,0,-0.218068552152445,0,0,0.0810705678287591,0.0275368206671692,0,0,0.0225827901800096,0,0
X601288.CH.EQUITY,0,0.30970024584317,0,0,0,0.17791044944198,0,-0.0480519197803863,0,0,0.0933722669972556,0,0,0.151928898713521,0,0,-0.0135656254363174,0,0,0,0,0,0,-0.08210476312618,0,0,0,0,0,0,0.201164580094969,0,0,0.106058739270821,0,0,0,0,0,0.0620047656617834,0,0,0,0.0594894186713088,0,0,3.46944695195361e-18,0,-0.0615428106260994,0
X601988.CH.EQUITY,0,0,0.189617416445915,0,0.0848480838676081,0.0749709914153718,0.0552935422421295,0,0.0468916715297335,0,0,0,0,0.362342601299916,0,0,0,0,0,0,0,0,0,0.101326361248329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445082476286874,0,0,0,0,0,0,0,0,0.0269083040223657,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.00899760986522819,0,0.049506296046731,0,0,0,0,0,0,0,0,0,0,0.137984412440662,0,0,0,0,0,0,0,0,0,0.207257263565796,0,0,0,0,0,0,0,0,0,0.269030382134708,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.100270778832949,0,0.470235999594371,0.037879809232826,0,0,0,0,0,0.0279204795639526,0,0.054830015351475,0,-0.248173207922462,0,0,0.0298322615971298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0388443920468985,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0231434056901601,0,0,0,-0.00903292408174394,0,0,0,0,0.136149344881537,0,0,0,0.218613992022338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0903778311521924,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.215888105675644,0.0590030274637361,0,0,0,0,-0.142885712739788,0,0,0,0,0.0783494254289252,0.116413518954968,0,0,0,0,0,0,0,0,0,0.320736655197113,0,0,0,0.0290478154692449,0,0,0,0,0.280863558624443,0,0,0,0,0.077707705755797,0,0,0,0,-0.0910974616436253,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0144030918016339,0,0,0,0,0,0,0,0,0.142314936982878,0.503539225536269,0,0,0.0993320195040847,0,0,0,0.070097799473101,0,0.0301273848764804,0,0,0,0,0,0,0,0,0,0.122258605132962,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0935054050371445,0,0,0,0.117893352896659,0,0,0.069487078146217,0,0,0,0,0.0342058032367171,0.020280593396344,0.0362320208751797,0,0,0,0,0,0.0210091507142865,0,0,0,0,0,0,0,0,0.112203231963655,0.0013400150272275,0,0,0,0,0,0,0,0.0528829808585695,0,0,0,0.381316017533566,0.0533722524115732,0,0
X267.HK.EQUITY,0,0,0.114698296636771,0.168560130378616,0,0,0,0,0,0,0,0,0,0.113840984556909,0,0,0,0,0,0,0.042117683915732,-0.148826774894668,0,0,0,0,0,0,0,0.0954433641121914,0.138557699751801,-0.0179827810860378,0,0,0,0,0,0,0,0,0.215047257366085,0.117472890432475,0,0,0,0,0,0,0,-0.0227068999993629
X600000.CH.EQUITY,0,-0.0170949323990335,-0.0527450938434367,0,0,-0.111909251177456,0,0,0,0,-0.134319377747568,0,0,0,0.755386381260368,0.268344920563905,0,0,0,0,0,0,0,0.0722296255877025,0,0,0,0,0,0,-0.00589323665602765,0,0.072696764535892,0,0,0,-0.107816540326739,0,-0.0119863082767881,0,0,0,0,0.0396668527126536,-0.130105767761316,0.0699796819794166,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0139431671993555,0,0.0435782687050472,0,0,0,0.0947105593877689,0,0,0,0.262312366826312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235276393650242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.274285657625172,0.114703129358068,0.0176475758452671,0,0,0.128372784824654,0,0,0.0558344494227513,0,0.0102452383659246,0,0,0,0,0,0,0.00126173104456119,0,0,0,0,0,0,0,0.0479186536884462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692973845366645,0.195718031448877,0,0,0.236009783962678,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0505070189212662,1.0221228674151,0,0,0,-0.122779335578657,0,0.0132810243794628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738183322234794,-0.141330472923668,0.0680200372774127,0,0
X601628.CH.EQUITY,0,0.0741243193862606,0,0,0,0,0,0.215589317845777,0,0,0,0.173088018758368,0,0.00826481111264138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937162081666138,0,0,0,0.0918436843306285,0.207215983851513,0,0,0,0,0,0,0,0.127355117993122,0,0,0,0.0886388587752266,0,0,0,0
X000001.CH.EQUITY,0,0,-0.044333366553923,0,-0.0374554024822467,0,0,0,0.24208172763664,0,0,0,0,0,0,0,0,0,0,0,0.0611649667912172,0,0,0,0,-6.93889390390723e-18,0.422207255125408,0,0,0,-0.102082001997692,0,0,0.0552297410974858,0,0,0,0,0,0,0,0,0,0,0,0.0122018467612499,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.0918866635505355,0,0,0,0,0,0,0.0112362742165485,0,0.349484635496461,0,0,0,0.0732972744266581,0,0,0.0690338268040744,0,0,0,0.119536363230304,0,0,0,0.0238790591162852,-0.0833067578476246,0,0,0,0,0,0,0,-0.0908746363692521,0,0,0,0,0,0,0,0,0,0.926831228799856,0
X601169.CH.EQUITY,0,-0.0609104974922926,0,0,0,-0.103040951240827,0,0,0,0.253634599276972,0,0,0,0.560147976041836,0,0,0,0.130689228280106,0,0,0,0,0.278981321199542,0,0,-0.222712520418426,0,0,-0.351039534523176,0,0,0,0,0,0,0.0654649657131171,0,0,0,-0.0123996240366939,0,0,-0.076204497353661,0,0,0,0,0,-0.126755326889276,0
X2388.HK.EQUITY,0.00191441249030013,0,0,0.0877222579617163,0,0,0,0,0,0,0,0,0,0.187987919919163,0,0,0,0,0,0,0.0347866303950308,0,0,0,0,0,0,0,0,0,0.485287537424411,0,0,0,0,0,0,0,0.0233389783265679,0,0,0,0,0,0,0,0,0.317364488093692,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.102826740944501,-0.292585261039552,0.26516580330877,0,0.0542500608690119,0.165255714010343,0,0,0,0,0,0,-0.0151281924238278,0,0.202640272623267,0,0,0,0,0,0,0,0,0,0,0.120482163372239,0,0,0,-0.231545600511862,0,0,0,0,0,0.106862613796378,0,-0.0259382528186298,0.795196351201327,0.228100505325293,0,-0.0677364988473539,0,0,0
X601229.CH.EQUITY,0.780487015135714,0,0,0,0,-0.0886989085114539,0,0,0,0,0,0,0,0,0,0,0,0.0484114236038365,0,0,0.102208595045428,0,-0.0899830916630547,0,0,0,0,-0.0876882411220919,0,0,0,0.178261051625072,0,0,0,0,0,0,0,0,0,-0.0253779255744475,0,-0.0377063998806172,0.134955144868116,0,0,0,0.276551751513281,0.000901816977995136
X600919.CH.EQUITY,0,0,0,0,-0.232009636336408,0.0366462703102727,0,0,0,0,0,0,0,0,0,0,0.152627232384296,0,0,0,0,0,0,0,0,0,0.520038308282257,0,0,0,0.079977476849481,0,0,0,0,0,0,0,0.00860069998200953,0,0,0,0,0,0,0,0,0.327281897447031,0,-0.0342073894019413
X601916.CH.Equity,0,0,0,0.343029760503669,0,0.128452978067434,0,0,0,0,0.183982221140718,0,0,0,0,0,0,0,0,0,-0.0296674099600224,0,0,0,1.38777878078145e-17,0,-0.240475835017706,0,0,0,0,0,0.82528823662095,0,0,0,0,0,-2.77555756156289e-17,0.28978013127224,0,0.0702562792630227,0,0,0,0,0,0,0,0.0736909400360218
X2882.TT.EQUITY,0,0,0,0,0.279295343216628,-0.0839928958455535,0,0,0,0,0,0,0,0.0273230825605066,0,0,0,0,0,0,0,0.00600962970422437,0,0,0,0,0,0,0.48163215612171,0,-0.0865583315450965,0.0825149496403376,0.148360556955948,0,0,0,0.0349925018815389,0,0,0.189192734821525,0,0.192524730623668,0,0,0,0,0.0326493787956796,0,0,0
X002142.CH.EQUITY,0,0.0244026237849062,0,0,0,0.255361981163318,0,0,0.196076367299371,0,-0.0238474060038786,0,0,0.0134779840777329,0,0,0.19824032317042,0,0,0,0,0,0,0.0481679473976971,0,0,0,0,0,0.14149881309485,0,0.0680030526576,0,0,0,0.179896823652131,0,0,0,-0.0615566449611208,0,0,0,0,0.0946730582735954,0,0,-0.0674596279102549,0,0
X601601.CH.EQUITY,0,0,0,0,0.104428361369768,0,0,0.491995433753804,0,-0.23227198886136,0,0,0.0969746347624302,-6.93889390390723e-18,0,0,0,0,0,2.16840434497101e-19,0,0,0.166311488311165,0,0,0,0,0,0,0,-0.012639708268652,0,0.0872707124789392,0,0,0,0,0,0,0.00740962657447299,0,0,0,0.0549629471726705,0,0,0,0.198539914058572,-0.0755189985003029,0
X601009.CH.EQUITY,0,0.046475509616333,0,0,0.096555576061498,0.0373494731071071,0,0.073208966599689,0,0,0.0711123264649853,0,0.0559627897586783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666646827060854,0.285404564344428,0.0560149603022267,0,0,0,0,0.0686851260515133,0,0,0,0.0157317453619817,0.203801670351133,0.0855269584727805,0,0,0,0.0423967021174746,0
X2881.TT.EQUITY,-0.0390697794650664,0,0,0,0,0.016700799230016,0,0,0,0,0.0139264463688276,0,0,0,0,-0.0736513263347964,0.0274692738735189,0.0532437868981491,0,0,0.0124808146811209,0,0,0,0.672804667386279,0,0,0,0,0,0,0,0.176127728311055,0.0253264451730984,0,0,0,0,0,0,0.0711504099808412,0,0.0509313793465863,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0.047616584283873,0,0,0,0,0,0,0,0,0,0,0,0,-0.121750661510674,0,0,0,0,-0.0202609062524771,0,0,0,0,0,0.210774705180383,0,0,0.285370767638515,0,0,0,0,0,0,0,0.311931738178216,0,0,0,0.376201896139718,0,0.0206394163140351,0.102432324270435,0,0.225518398820122,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.341102147188432,0,0,0,0,0,0.0147128776856471,0,0.060070199513052,0,-0.0170408680157967,0,0,-0.0196617090456316,0,0.0505411472249009,0.115424690032916,0,0,-0.0501376178054067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0797623696709037,-0.112036833800581,0,-0.295617461576979,-0.0554471852683031,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154179615204786,0.0198014620128716,0,0,0,0.108764599808045,-3.46944695195361e-18,0.0764147046190574,0,-0.0190313197259231,0.064525622111448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882730615255959,0.249683678481626,0.275753520749557,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0985413071843927,0,0,0.114097084384978,0.123116388402294,0,0.281031688455038,0,0,0.0367206154404336,0,0,0,0,0.12486640934157,0.186455055036609,0,0,0.225805660209578,0.164704962771953,0,0,0,0,0,0,0.147383924670917,0.0189863868070256,0,0,0,0,0,0,0,0,0,0,0,0,0.155212744519219
X600030.CH.EQUITY,-0.0918175867069093,0,0,0,0,0,0,0,0.356861718213225,0,0,0,0,0,0,0.021123159786723,0.0656230864938507,0,-0.0741905791391873,0,0,0,0,0,0,0,0,0,0.134779807994204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207835032350137,0,0,0.294183149550133,0,0.194790761234643
X601077.CH.Equity,0,0,0,0,0.0466051818201196,0,0,0,0,0,0,0,0,0.328267882625987,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128928377233856,0,0,0,0,0,0.0201702862425689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392905771072519
X601336.CH.EQUITY,0,0,0,0,0.0435842142993047,0,0,0,0,0,0,0,0,0,0,0.386572861185508,0,0,0.0575921378643353,0,0,0,0,0,0,0.189738787575348,0.174849041850597,0,0,0,0,0,0.0943451414502355,0,0.0286890761408567,0,0,0,0,0,0,0,0,0,0.0228195694290891,0,0,0,0,0
X5880.TT.EQUITY,-0.0723050441787891,-0.00482122335657823,0,0,-0.0419814447002034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265058682915271,0,0,0,0,-0.266438711508583,0.214392785399542,0,0,0,0,0,0,0,0.0328202404853894,0,0,0,0,0,0,0,0,0.0145548380137647,0,0.729470208057715,0
X2886.TT.EQUITY,0,0,0.121683643615397,0,0,0,0,0,-0.0481013584280459,0,-0.0831978946051888,0,0.0496639047691297,0,0,0,0,0,0,0,0.273436967807977,0,0,0,0,0,0,0,0,0,-0.173930818575406,0,-0.22060910650462,0,0,0,0.551963499938214,0,0,0,0,0.217441479139811,0,0,0,-0.122729930678962,0,0,-0.0636844072153256,0
X2892.TT.EQUITY,-0.0886831202747376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111761874070955,0,0,0,0.0249139546946309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394864435678748,0,0,0.178628613912394,0.12385266496829,0,0,-0.170906829526506,0,0,0.0476690862173048,0,0,0
X2888.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0563981826829239,0.0830972093139133,0.350027252762682,0,0.00921157107158964,0,0,0,0,0.0891206188007652,-0.25288814486185,0,0,0,0.336524615764773,-0.217533830360253,0,0,0.0690502375711961,0.317674045603953,0,0,0,0,0,0,0.0794048303166724,0,0,0,0.12988828954861,0,0,0,0,0,0,0,0,0
X2883.TT.EQUITY,0,0,0,0.194655629216834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311036648649848,0,-0.0964437374589943,0,0.056382074740671,0,0,0,0.399998718165281,0.314637534810074,0.101466512764359,0,0,0,0,0,0,0,0,0,0,0,-0.113473608865477,0,0,0,0,0,0.0839384616386102,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,-0.101165603254225,0,0.0713163482229046,0,0,0,0,0.0919528955331431,0,0,0,0,-0.00624364053438331,0,-0.0438856272062147,0,0,0,0,-0.0826742226550493,0,0,0.165903686697089,0,0,0,0,0,0.262515112795803,0.364078855830814,0.0393221734201868,0,0,0,-0.0626052188488968,0.279898170239459,0,0.479022283405711,0,0,0,0
