,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.323740470970543,0.13070699956792,0,0.0678737976336777,0,0,0.0534784827488654,0,0.0850502451598732,0,0,-0.360037547887811,0,0,0,0,0,0.945894818240264,0,0,0,-3.46944695195361e-18,0,0,0.0367129192751633,0,0.0614936239918732,0.100966477150804,0,0,0,0,0,-0.0149953709740525,0,-0.0930655482189163,-0.145519973300759,0,0,0,0,0,0,0,-0.0207637521202636,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198028492817517,0.0716928193889211,0,0.0612466261425909,0,0,0,0,0,0.00205403169839143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147518113827555,0,-0.182098558245567,0,0.176181959732568,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0406193804096147,0,-3.46944695195361e-18,0,0,0.03196987568252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223728254265102,-0.00389207205048034,0,0.178313490015114,0,0,0,0,0,0,0,0,0,-0.0200383538246544,0.0775036853134008,0,0.116339326588993,0,0,0,0.138986024046777,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575437469693434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138110850906781,0,0.0981438207564559,0.0128942254101406,0.144667853956821,0,0,0,0,0,-6.93889390390723e-18,0.46133921202981,0,0,0,0,0,0,0.00381211002134293,0,0,0,0,0.192673821073274,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.290965456379016,0.0318384907560087,0,0,-0.199846781164956,0,0,0,0,0,-0.108450850982167,-0.521338339902779,0,0,0,0,0.21512345522113,-0.0686511115171518,0.102867841367526,0,0.108936703778719,0,0,0,0,0,0,-0.0892945684798654,0.0534076986814359,0,0,0,0,0,0.0127426587344003,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0584226693890783,0,0,0,0,0.276982013291518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643171810821147,0.0102956322577868,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0306964599706763,0,0,0,0.302030263927964,0,0,0,0,0,0,0.0820723828766176,0,0,0,0.113430833337536,0,0,0,0,0,0,0.297319020686356,0,0.0356093373913676,0.0638406226348615,0,0,0.0999288191268198,0,0,0,0,0,0,0,0,0.122422513564182,0,0,0,-0.132826645953657,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.0651558477181554,0.050326976603865,0,0,0,0,0,-0.0912082520525568,0,0,0,0.115331938872885,0,0,0.127508882336692,0,0,0,0.0627159713984583,0,0.175516122799332,0,0.0776892078637161,0,0,0,0,0,0.077772648577125,0,0.481063960005933,0,0,-0.010339268251228,0,0,-0.101587308515594,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.04116882079316,0,0.0574506439974851,0,0,0,0.00890119261721326,0,0,0,0,0,0.114149728196988,0,0,0.0288217132286792,0,0,0.254942647371856,0,0,0,0,0.124218945341968,0.00784519388088308,0,0,0,0.0712554004721096,0,0.0530686813223124,0,0,0,0,0,0,0.0361459488005117,0.0756025402394076,0,0,0,0.0853479774208196,0,0,0
