,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0.0737061834147425,0,0,0,0,0,0,0.361162843619362,0,0,0,0,-0.00288848252486564,0,0,0,1.73472347597681e-18,0.0501558760390063,0,0,0,0,0.0675700218596741,0,0.171235444273634,0,0,0,0.208276756360971,0,0,0,0,0,-0.136606578827582,0,0,0,0,-0.0539402140342238,0,0,0,0,0,0,0,0.0760707612445058,-0.0129019549239345
X601939.CH.EQUITY,0.0946469204055347,0,0,0.34371178896251,0,0,0,0,0,0,0,0,0,0.216732859967386,-0.0933131100968597,0,0,0,0,0,0,0,0,0,-0.0371716397091281,0.289001089815517,0,0,0,0,-0.0643424325980168,0,0,0,0,0,-0.0454249942363634,0,0,0,-0.0282498514550606,0,0,0,-0.0766868393827883,0,0,0.0798759508246676,0.124901310708882,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.492513912995858,0,0,0.119458439377904,0,0,0,0,0,0.0995974476287315,0,0.116544535629249,0.0228399727940824,0,0,0,0,0,0.142679871318626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155648497365157,0,0,0,-0.0416270715322504,0,-0.0289583296132883,0,0,0,0,0.0338998799323255,0,-0.0952673677722436,0,0
X601988.CH.EQUITY,0,0.170761194316609,0,0.340305121456491,0,0,0,0,0,0.255421652346767,0,0,0,0,0,0.230016691111043,0,0.0566090343110068,0,0,0,0,0,0,0.179423027611406,0,0.0735823585822429,0,0,0,0,0,0,0,0,0,-0.553269983341911,0,0,0,0.0657825321263263,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.179047245917907,0.0164308590037284,0,0,0,0,0,0.0987465059485329,0,0,-0.0295524992981136,0.124258543909578,0,0,0,0,0.169783430734325,0,0,-0.0217753613132859,0,0,0.131493418147106,0.0296052713388058,0,0,0,0,0,0,0,0.367966967088989,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0310572294674456,0,0,0,0.061574309490021,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.15454539443729,0,0,0,0,0,-0.140392946716144,0,0,0,0,0,0,0,0,0,0.293436590170042,0,0.106233524285514,0,0.0239830958261734,0,0,0,0,0.00416203146633106,0,0,0,0,0,0,0,0,0,0,0.120492612620443,0,0,0,0,0.060465095932049,0.25145986414737,0,0
X601658.CH.Equity,0,0,0,0,0.118489264051053,0,0,0,0,0,0,-0.106914023908493,0,0.114737729921147,0,0,0,0.0967851737897274,0.227116006930547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157175203629481,0.323853579477189,0,-0.147226963068988,-0.135906568762657,0,0,0,0,0.104316341795979,0,0,0,0
