,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.207619037492629,6.93889390390723e-18,0.0339679175695479,0,0,0.389570407786767,0,0,0,0,0,0,0.0101236538741915,0,0,0,0,0,0,0,0,0,0,0.251630738833309,0,0.0409139598903651,0,0.00256888418899395,0,0,0,0.0869936381208789,0,0,0,0.0532996695886469,0,0,0,0,0,0,0,0,0,0,-0.0903831059179537,0
X601318.CH.EQUITY,0,0,0.0956434611517343,0,0,0,0,0,0.19014469342661,0,0,0.127071112677694,0,0.140783476857803,0.112164584885645,0.0153969792864256,0,0,0,0.188472785383375,0,0.0766994629963455,0,0,0,0,0,0,0.189556062606398,0,0,0,0,0,0.0181861797958519,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0676641363216559,0,-0.163730612380678,0.03264553467889,0,0
X601939.CH.EQUITY,0.277170772690161,0.0462264597695175,0,0,0,0,0.0352405868448676,0.319586737747964,0.292781310247812,0,0,0,0,0,0,0.192021233561222,0,0,0.0463838417149821,0,0,0,0,0,0,0,0.124245611131571,0,0.150767783993929,-0.0176729288117384,0,0,0,0.0772127080362764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.175024026799607,0,0,0.0590446825111244,-0.10662154847936,0,0.134984493867841,-0.0824785773418244,0,0,0.123599826626154,0,0,0,0.174258039937503,0,0,0,0,0,0,0.398718709204455,0,0.0398347567259925,0,0,0,0,0,0,0,0,0,0,0,-0.0622036839875605,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.130531293857814,0,0,0,0,0.537556492866451,0,-0.0503273762817308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128445005211187,0,0,0,0,0.119988587357324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671653545628284,0.0358617583031536
X1299.HK.EQUITY,0,0,-0.0583664403569281,0,0,0,0,0,0,0.155750894700668,0,-0.0737744740689502,-0.0926766763239837,0,0,0,0,0,0,0,0,0,0,0.15622766241296,0,0,0,0,0,0,0,0,0,0.121753645937699,0,0,0,0.051601035729574,0,0.223542403380086,0,0,0,0.244916922644357,0,0.0868623324641322,0,0,0.178417861431349,0
X601628.CH.EQUITY,0.0640883735883127,0,0,0,0,0,0,0,0,0,0,-0.0249998168940409,0,0,0,-0.0910572404836766,0.164852380415424,0,0,0,-0.00380440181658583,0,-0.12729360635426,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216134818406199,0.469265313673029,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0
X601988.CH.EQUITY,0.134102482060212,0,-3.46944695195361e-18,0,0.380318393541041,0,0,0,0,0,0,0,0,0,0,0,0,0.154428957041572,0.389221924468767,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.00267862712776664,0,0,-0.0658566540492114,0,0,0,0,0,0,0,0,0,0,0.0138108192390643,0,-0.0438826944671865,0,0,0
X5.HK.EQUITY,0,0.042528333884668,0.0630705496753218,0,0,0,0,0,0,-0.0272403048607882,0.14147915485987,0,0,0,0,0,0,0,0,0,0,0,0,0.142035370195834,0.0321902903574178,0,0,0,0,0,0,0,0,0.166126966610947,0,0,0,0.0158435066053562,0,0,0.334741182380515,0,0,0.131215992087788,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.357297859549479,0,0.332625829749442,-0.139436891686494,0,0,0,0,0,0,0,0,0.142777771435062,0,0.156648381911187,0,0,-0.0836126639590848,0,0,0,0,0,0,0,0,0,0,0,0,-0.258508338524418,0,0,0.0564129665810207,0,0.207600136565879,0,0,0,0,0,0.179861980284333,0.0788169390928103,0,0,0.132703885385328,0
