,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.199466317971541,0,0.368168633941013,0,0,0,3.46944695195361e-18,0.238786234757375,0,0.142621573201769,0,0,0,0,0,0,0,0,0,0,0.037780627014471,-0.159477089405277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493076529038504,0,0,0,0,0,0.0624079694030032,0,0.0672128069267152,0
X601939.CH.EQUITY,0.352678214487435,0,0,0.285824072700644,0,0,-0.0959225400051531,0,0,0,0.00277297115341993,0,0.139759728341322,-0.0642838840073035,0,0,0,0,0,0,0,0,0,0,0,0.0315902137838642,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,3.46944695195361e-18,0,0.201211228239726,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141663750611138,0,0,0,0,0,0,0,0,0,0,0.0219239708283778,0,0,0,0.382654876916686,0,0,0,0,0,0,0,0.100822211304804,0,0,0,0.244498186915112,0,0,0
X601288.CH.EQUITY,0.463498919658311,0,0,0,0.25124890770056,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0993778526610249,0,0,0,0,0,0,0,0,0,0,0.0244258115149272,0,0.0318447918315006,0,0,0,0,0,0.0135621932474962,0,0.0720781492987676,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0870881289792164,0,0.414268826312845,0,0,0,0,0,0.266481927900912,0,0,0,0,0,0.11164558943057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152935625261064,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.023278194448777,0,0,0,0,0,0,0,0,0.342908293149415,0,0,0.0423723147259597,0,0,0,0,0,0,0,0,0,0.115426013189465,0,0,0,0,0.0295373116315477,0,0,0,0.0315184992737457,0,0,0,0,0,0.039626937284895,0,0.0816169506047742,0,0,0,0,0,0,0.279657940137051,0
X1299.HK.EQUITY,0,0,0,0,0,0.118026365984917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471622226846175,0.203736562236534,0,0,0.0586792940619233,0,0,0,0.19513330528138,0,0,0,0,0,0,0,0,0,0,0,0.197602087105368,0,0
X5.HK.EQUITY,0,-0.0356362906111457,0,0,0,0,0,0,0,0,0,0,0,-0.188305694309669,0.13617061661787,0,0,-0.265286200515068,0,0,0,0,0.490744845079377,-0.328680701017902,0,0,0.909382080179044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4462914993449,0,0,-0.451553302526267,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0.190312678749294,6.93889390390723e-18,0,0,0,0,0.242091390632974,0,0.00806066911710628,0,0,0,0,0,0.138897052397872,0,0,0.00910381642393198,0,0,0,0,0,0,0,0.0660320467048476,0,0,0,0,0,0.142888155492267,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0984717033533872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324946202364782,0,0,0,0,0,0,0.364282443095867,0,0,0,0.132486768767176,0.0594032835945264,0,0,0,0,0,0,0,0,0,0,0,0,0
