,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.127702552777236,0.539729198458406,0.0400351629379824,0,0,0,0,0,0,0.078903936051231,0,0.253175336446225,0,0,0,-0.0103865197759021,0,0.166019746661456,-0.0186024195475582,0,-0.124100111963999,0,0.209406565312531,0,0,0.0129012334915107,0,0,0,0,-0.0730221245026997,0,0,-0.56063561031695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0444493999409332,0,0,0.243364518352214,0,0,0.0594521509899969,0,0,0,0,0,0,0.354576038133581,0,0,0,0,0.24559936029616,-0.10510898788926,-0.0632194842045391,0.186250773893638,0,-0.00796793809576219,0,0,0,0,0,0.012845219650449,0,-0.062796113187013,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.462968371279583,0.159494052212916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0611409717166202,0,0,0,0.0216805083209139,0,0.0350559107412069,0,0,0,0,0.153190228357031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18
X601988.CH.EQUITY,0.0772888376987964,0.142060646890554,0.228339664081163,0,0,0.125826311557186,0.0497639059441823,0,0,0.311358865490242,0,0,0,0,0,0,0,0,0,0.0814621302249874,0,0.065736125256358,0,0,-0.218429641075527,0,0,0,0,0.155523895555357,0,0,0,0,-0.0191103182493852,0,0,0,0,0,0,0.0655743071829665,0,0,0,0,0,0,0.00714646919250018,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.280153492979477,0,0,0,0,0,0,0,0,0.0347146976018591,0.264595237128969,0,0,0,0,0,0.167619636980636,0,0,0.420129671346586,0,0,0,0,0,0.0546443703596575,0.140611837109896,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.00442206558164746,0,0.0987291823059165,0,0,0,0,0.246159657919315,0,0,0,0,0,0,0,0,0,0,0,0,0.0635979121936977,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0645431999273573,0,0.0560843935875677,0.0189997703410062,0.0103604780191648,0,0,0.0546800356222749,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0445297380307634,0.0302096347228346,0,0,0,0,0,0,0,0.474175642887976,0.0760778402123291,0,0,0,0,0,0.355077855618595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105347525279252,0,0,0,0,0,0.000933124155993638,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0633042017265861,0,0,0,0.00499827924591592,0,0,0.303562169567917,0,0,0,0,0.0399251701677213,0,0,0,0.145676036740221,0,0,0,0.0524562630143684,0,0,0,0,0,0.105235589446567,0,0,0,0,0,0,0,0,0,0,0,0,0.353422842717959,0,0
X600036.CH.EQUITY,0,0.497441729751866,-0.0686567541268703,0,0,0,0,0.339088569101516,0,0.221274300993546,0,0,0,0,0,0,0,0,-0.0841425119374445,0,0,0,1.0842021724855e-19,0,0,0.104624927562493,0,0,0,0,0.0865958587346125,0,0,0,0,0,0,0.0895602147149914,0,0.0581405539338407,0,0,0,0,0,0,0,0.0508000047241669,0,0
X601166.CH.EQUITY,0.0130972991190895,0,0,0.166090278470796,0,0,0,0,0,0,0.368842335781445,0,0.0467911076565889,-0.0333842229890953,0,0,0.367347590943788,0,0,0,0,0,0,0,0.0413068324279866,0,0,0.227380676181615,0,-0.0352717507703633,0,0,0,0,0,0,0,0,0,0.0943569056440048,-0.247788243245835,0,0,0,0,0,0,0,0.0123854998724228,0
