,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.392999994380061,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.043466868753341,0,0,0.0387132942898621,0.0316793894737056,0,0,0,0,0,0,0,0.0448479798917373,0,0,0,0.0368950739497453,0,0,0,0.121817372682018,0,0,0,0,0,0.0325053841777689,0.0282484249281573,0,0,0,0,0.0679599220845907,0,0,0,0,0,5.42101086242752e-20
X601939.CH.EQUITY,0.143152386313338,0,0.382295475964525,0,0,0,0.0861302092001341,0,0,0,0,0,0.0153043782039457,0,0,0,0,-0.0312457807526004,0.0250456931514274,0.200831110373941,0,0,0,0,0,0,0.0981345894870962,0,0.0278780086472723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400371220520886,0,0,0,0,0,0
X601288.CH.EQUITY,0.644623899139425,0,0,0.214307729119132,0,0,0,0,0,0,0,0,0,0,0,-0.140258223479122,0,0,0.0835261073577246,0,-0.0602942360902888,0,0,0.0711914967127885,0.0265310501263581,0,0,0,0,0.0171465727584532,0,0,0,0,-0.0274243449603399,0,0,0,0,0.0814964537354366,-0.125171554606333,0,0,0,0,0,0.165889762972211,0,0,0
X601988.CH.EQUITY,0,0,0.374205676608596,0,0,0,0.0692733284918613,0,0,-0.0768227307071911,0.165618667756698,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.118387482673304,0,0,0,0.176595904772681,0,0,0,-0.0313879588067235,0.274074914560376,0,0,0,0,0,0,0,0,0,0,-0.0189135601805704,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.275925214337841,0,0,-0.0714665359032383,0,0,0,0.0179423903720813,-0.0495708725069688,0,0,0,0,0,0.101814593507402,0.142391403369681,0,0,0,0,0,0,0,0.148362855302948,0,0,0,0,0,0.080820047945895,0,0,0,0,0,0,0,-0.154717506755997,0,0,0,0,0,0,0
X601658.CH.Equity,0.137156762347412,0,0,0,0.0907734743917935,0,0,0,0,0.14338806287605,0,0,0,0,0,0,0,0,0,0.0485865724124722,0,0,0,0.0903066836417585,0,0,0,0.221285108462161,-0.0313939286117667,0,0,0,0,0.0241491813560355,0.00834366090667521,0,0,0,0,0,0,0,0,0,0,0,-0.0486888731061944,0,0,0.337294906039455
X601328.CH.EQUITY,0,0,0.0784192239060943,0.293903539954869,0,0,0,0,0,0,0.111704459155431,0.0151038046057144,0,0,0,0,0,0,0,0,0,0.182858949491702,0,0,0,0,0,0.0658700498001907,0,0,0,0,0,0,0,0,0,0,0,0,-0.0795840544238337,0,0,0,0,0.111740882544181,0,0,0,0
X601318.CH.EQUITY,0,0.165257473540594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148003594202627,0,0,0,0,0,0,0.45630624113146,0.0337529404809375,0,0,0,0,0,0,-0.000163103135139131,0.101039908047426,0,0,0,0,0.0322600348918054
X600036.CH.EQUITY,0.0371951190883526,0,0,0,0,0.0314543517749115,0,0,0,0.212589234580911,0.0706627413972992,0,0,0,0.0958864093234737,0.209541320785085,0,0,0,0,0,0,0.0214196134678862,0,0,0,0.0260297173757733,0.167423138183533,0,0,0,0.122005839409824,0,0,0,0,6.93889390390723e-18,0,4.33680868994202e-19,0,0,0,0,0.0931705272218502,0,0,0.0303782608777312,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0169212494252886,0.220528471531219,0,-0.0569110012780767,0.467376760834541,0,0,0,0,0,0,0,0.066940969356266,0,0,0,-0.0773160891016269,0.0453123260640977,0,0,0,0,0,0,0,-0.0545568218688053,0,0,0.305576608950181,0,-0.0568040327974844,0,0,0.10373358841292,0,0,-0.192818392043223,0,0,0,-0.0380895799918747,-0.0224903446055165,0,0,0,0
