,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X11.HK.EQUITY,0,0,0,-0.0348151628680887,0,0,0.252512209398339,0.34885820803496,0,0.0133165835039285,0,0,0,0,0,0,0,-0.242557756403903,0,0,0,0,0,0.676685089685615,0,0,0,0,0,0,0,0,0,0,0,-0.00855698255770974,-0.0349915707313441,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.077352711763739,0.148018395983516,0,0,0.0674292674735903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339994652790293,0,0,0,0,0,0,0.00517694720513941,0,0,0,0,0,0,0,0,0,0,0,0.0992376152799066,0,0,0.0621409159035527,0,0,0,0,0.123654039912201,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.124721383203668,0,0,0,0,0,0,0.0198993520768014,0.0529007047542623,0,0,0,0,0,0.396795452802805,0,0,0,-0.0577953578454527,0,0,0,0,0,0,0,0.342456985902328,0,0,0,0.0930228585419979,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.0276258459824179,0,0.0516121230199854
X601998.CH.EQUITY,0,0.0385260828855626,0,0,0.171456021279305,0,-0.0413797124007776,0.0082122426096956,0,0,0,0,0.119219860375655,-0.0282125418803841,0,0,0,0,0,0,0,0,0,0,0,0.0182859052004179,0,0,0,0,0.143561474922767,0,0,-0.021974842472,0,0,0,0,0,0,0.0185472965040391,0,0,0,0,0.555356700541996,0,0,0,0
X601066.CH.EQUITY,0,0,0,-0.214927037017428,0,0,0,0,0,0.0493585005169759,0,0,0,0,0,0,0,0,-0.0140077500817419,0,0,0,0,0,0,0,0,0,0,-0.0532106749442878,0,0.0773236092787484,0,0,0,-0.0860981567419385,0,0,0,0.0546320868871821,0,0.228019436599459,0,0,0,0,0,0,1.09299068954838,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0397724475197952,0,0,0,0.291213524132706,0,0,0,0.421619090170972,0,0,0,0,0,0,0,0,0,0.311000624173327,0,0,0,0,0,0,0,0,0.0845247230711637,0,0,0,0,0,0,-0.167135724108226,0,0,0,0,0,0.027698002574952
X267.HK.EQUITY,0,0,0,0,0,0,0,0.10097694641002,-0.0952994907826277,-0.13060516333506,0,0,0,0,0,0,0,0,0,0,0.034740947574033,0.315863476562802,0,0,0,0,0.330190257135833,0,0,0,0,0,0,0,0,0.0777041114734843,0,0.0814256845735481,0,-0.0391195881971109,-1.73472347597681e-18,0,0,0,0.302438759945144,0,0,0,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0.038574932511874,0.064891046168155,0,0,0.118558972968649,0,0,0.00695907601168875,0,0,0,0,0,0,0,0,0,0,0.418551211150283,0,0,0,0,3.46944695195361e-18,0,0,0,0.0798648287050457,0,0,0,0.039267259412024,0,0,0,0,0,0.139319591027692,-6.93889390390723e-18,0,0,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4219807351671,0,0,0,0,0,0.0382904883149264,0,0.0528236212815194,0,0,0,0,0,0,0.00078830307162997,0,0,0,0,0,0,0.0787935339123551,0,0,0,0.0206362270409476,0,0,0.289920710694774,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.0620704606897057,0,0,-0.0174660433035142,0,-0.0019942846233773,0,0,0.451588545020782,-6.93889390390723e-18,0,0,0,-0.0137197076538021,0,0.0655913784182547,0,0,0,0,0,0.458538630915504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494913332011097,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0647620914955123,0,0,0,0.180769810157772,0,0.243909031221727,0,0,0,0,0,0,0,0.0615874046042944,0,0,0,0,0.21884972232391,0,0,0,0,0.279536736189009,0,-0.168461589704877,0,0,0,0,-0.176430895681069,0,0,0,0,0,0.19364881748134,0,0,0.0307928659806937
X601688.CH.EQUITY,0,0,0,0,0.0182559141428824,0,0,0,0,0,0,0,0,0,0,0,0.132523361196321,0.0470701410497405,0,0.0113194158234793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253451231505784,0,0.204709542739513,0.0729739537954756,0.0722312524156756,0.134224457471161,0,0,0,0,0,0
X12.HK.EQUITY,0,0,0,0,0,-0.195036578259607,0.11426442428624,0,0,0,0,0,0,0.394975062238036,0.0515332947227623,0.412149710142029,0,0,0,0,0,0,0,0.0140557044558753,0,0,0,0,0,0,0,0,0.116441943397197,0,0,-0.159000143811794,0.245212512465209,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,-0.0181554911112373
X601211.CH.EQUITY,0,0,0,0,0,0,0,-0.053454485453905,0,0,0,0,0.0334779375037795,0,0,0,0.0350258550799819,2.16840434497101e-19,0,0,0,0.0116667511725206,0.0600649838084656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169577788373395,0,0,0.0582512306236028,0.0104119650429722,0.163712459030525,0.152562885694677,0.0583581629881211,0,0,0.347454152524037,0
X001979.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158382491222929,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0730591064778032,0,0,0.146650921611459,0.146493790168907,0,0,0,0,0,0,0.0889341986662709,0,0,0,0.0811447516961352,0,0,0.108750892845537,0.00145748376254697,-2.77555756156289e-17,0,0,0.251080611139447,0
X823.HK.EQUITY,0,0,0,-0.0385546457097243,0,0,0,0,0,-0.0412495614639608,-0.0889028299259209,0,0,0,0,0.371850596975058,0,0,0,0,0,0,0.173573495013574,0.162167273848122,0,0,0,0,-0.20065983691927,-0.0368462501397886,0,0,0,0.114609581148031,0,0,0,0,0,0,0,0,0,0,0,0,0.228429017319994,0.227934785231144,0,0
X002142.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.365509258247716,0,0,0,0.135830658658898,0,0.0086447262805667,0,0,0.0613097776184987,0,0,0,0,0.0617292096607576,0,0,0,0.179584589045078,0.0269233984222743,0,0,0,0,0,0,0,0.0350707347362844,0,0,-0.0564016964146574,0,0,0,0,0,0,0,0,0,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618580052521077,0,0,0,8.67361737988404e-19,0,-0.0689778492410344,0,0,0,0,0,0.397216419352818,0,0,0.0568923157098318,0,0,0,0,0,0,0,0,0.154863343345128,0,0,0,0.336433331411058,0
X2882.TT.EQUITY,0,0,0,0,0,0,0,0,0.210535655169155,0,0,0,0,0.0886358360706227,0,0,0,0,0,0,0.100950614066832,0,0,0,0,0,0,-0.0760212403878056,0,0.0188983995683995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.657676624815121,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.324574064777102,0,0,0.162486075634335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186734367787227,0,0,0,0.0967450047150936,0.0149905433092735,0,0,0,0,0,0,0,0,0.0954354846392894,0,0.207647878478348,0,0,-0.0651411679678918
X300059.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23269535357002,0,0.364081740069184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214934098375489,0,0,0,0,0,0,0,0,0,0,0,0.112384075475833,0,0,0,0,0
X601336.CH.EQUITY,0,0,0.0717560379817603,0,0,0,0,0,0,0,0,0.0553794566224295,0,0,0,0,0,0,0.181393941509313,0,0,0,0.103199961178014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714282242645723,0.187024531970375,0,0,0,0,0.142799478353247,0,0.126033718183993,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484992435567595,0.054846334932711,0.175974343752557,0,0,0,0,0,0,0,0,0.0043974619074543,0,0,0,0,0,0,0,0,0,0,0.010597350199071,0,0.185762360983793,0,0,0.0131279908432465,0,0,0.109971733317887,0,0,0,0.346279113921241,0.0394383910687415
X000166.CH.EQUITY,0,0,0,0,0,0,0,0.00534696026214305,0,0,0,0,0,0,0,0,0.183014451969592,0,0,0,0,0,0,0.041326272786406,0,0,0,0,0,0,0,0,0,0.016699249138735,0.186737771712673,0.0473772370936082,0,0,0.225711968230612,0,0,0.194210435205023,0,0.168428167017386,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.050888088668575,0,0,0.0901702591668848,0,0,0,0,0,0,0.174343879736458,0,0,0,0,0.115857275039914,0,0,0,0,0,0,0,0,0,0,0.0196784060449745,0,0.0248978858726573,0.211420117145545,0,0,0,0,0,0,0,0.344219058485382,0,0,0
X600015.CH.EQUITY,0.248601622514913,0.0662506595984827,0,0,0,0,0,-0.0708116022269199,0,0,2.77555756156289e-17,0.258166177958542,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0812251849995192,0,0,0,0,0,0,0,0.322611204868491,0,0,0.0232966617598507,0.123899346513037,0,-0.00313025985006077,0,0,0,0,0,0.0809153991978335,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0.0030502507230213,0,0.126554370749229,0,0,0,0,0,0,0,-0.107303178272508,0,0,0,0,0,0,0,0.193562030365574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210284991072267,0,0,0,0,0,0,0,0,0,0.428093954738668
X000776.CH.EQUITY,0,0,0,0,0,0,0,0,0.00995788584964124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586814122307448,0,0,0,0,0,0,0,0,0,0.0424861339574883,0,0.0295314437632685,0.658191905845814,0,0,0.0637001846299448,0,0.135055139796295,0.00588923991454856,0,0,0,0,0
X2886.TT.EQUITY,0,0,0,-0.508179755713394,0,0,0,0,0,0.0910828047271902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593606468580677,0,0,0,0,0,0,0,0,-0.0412824513708144,0.219757067851638,0,0,0,-0.0294732281108679,0,0,0,0,0.56231339896112,0.663891507032168,0,0
