,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.155118165800955,-1.38777878078145e-17,0,0,0,0,0,-0.0305658933313019,0,0,0,0,0,0,0,0,0,0,0,0,0.0382125651309951,0.358192471292577,0.304101956729222,0,0.192635176876206,-0.19595646208248,0,-0.0445345669361615,0,0.0160068987402202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.231393308233745,0,0,0,-0.0880104316961448,0,0,0,0.0349590779535247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386303012169437,0.185665680119454,0.0243885620087543,0,0,0,0.227498341411609,0,0.140747834975072,0,0,0,0,0,0,0,0,0,0,0,0.0538171592194908
X601939.CH.EQUITY,0,0,0,0.802136735343364,0,0,0,0,0,0,0.00100298789282411,0,-0.0393879545185754,0,0,0.0418699064363189,0,0.118037281692535,0.0502775426059226,0,0,0,0,0,0,0.0363236988381673,0,0,0,0,0,0,0,0,0,0,0,0.0453305618739784,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0049235612763659,0,0,0
X601288.CH.EQUITY,0,0,0.946623976441706,0,-0.115703796505976,0,0,0,0,0,0,0,0,0,0.00617114051223537,0,0.0724500196128573,0,0.00339613260283878,0,0.0206174649784731,0,-0.00894941717408164,0,0,0.0771263665518748,0,0,0,0,-0.0407604683099049,0,0,0,0,0.088875081127517,0,0,0,-0.0186019071393717,0,0,-0.0777493910177508,0,0,0,-1.0842021724855e-19,0,0,0
X601628.CH.EQUITY,0.00906892571922347,0,0,0,0,0,0,0,0,0.258700972119653,0,0.201773522455599,0,0,0,0,0,0,0,0.130520573305792,0,0,0,0,0,-0.138761030759916,0,0,0,0,0,0,0,0.0108449405493206,0,0,0,0.416489246880029,0,0,0,0,0,0,0,0.117692674596543,0.274956332968446,0,0,0
X600036.CH.EQUITY,0,0,0.323486437282912,0.0828129963683449,0,0,0,0,0.0698248074738057,-0.0088277774419383,0,0,0,0,0,0.0866964016893443,0,0.103731622921945,0,1.73472347597681e-18,0,0,0,0,0,0.0432423815700547,0.0245991196082744,0,0,0,0.104251879055909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.131965315566052,0.0827171475897585,0,0.0573217203417442,0,0,0,-0.0230703474579239,0,0,0,0,-0.000931086970026062,0,0,0,-0.047543676025154,0,-0.0191464122000347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107501700290779,0,0,0,0,0,0.00653909529920225,1.05595231314595
X1299.HK.EQUITY,0,0,0,0,0.0290809851334261,0,0,0,0.0347037088936546,0.116897319596891,0,0,0.0853357426958743,0,0,0,0,0,0,0,0,0,0.249256565945699,0,-0.133519035030866,0,0,0,0,0.242098535828069,0,0.190614293201619,0,0,0,0,0,0,0,0,0.185132893310069,0,0,0,-0.05175422537695,0,0.144573656578129,0,0.0399816860360087,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141562312347918,0,-0.32875933091208,0,0,0,0,0,0,0.165499709898151,0,0,0.531663948405149,0,0,0,0,0,0,0,0,0,0.0653943674556577,0,0,0,-0.110608160734734,0.0337692788926529,0.134202130646774,0,-0.142190778655413,0,0.0606181435252217,0
X388.HK.EQUITY,-0.0974959729993803,0,0,0,0.249020966905395,0,0,0.0744973572800133,0.0315591876167446,0,0,0,0,0,0.149721876345073,0,0.100715173914285,-0.240874670283384,-0.212489341231987,0,0,0,0.576140864311454,0,0,0,0.137537573042944,0.350592770385864,0,0,0,0.0327280492871849,-0.203055586097605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.321102871453642,0
X601658.CH.Equity,0,0.0776299320805736,0.246943515674877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247897223881825,0,-0.132436866539243,0,-0.0797549253987918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0749109390146703,0,0.557203860369432,0,0,0,0,-0.0954004184405246,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0.0319683088050792,0,0,-0.092777686345726,0,0.0792996001059471,0,0,0.225852969817397,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0822179412491415,0,0.00170185563280608,0,0,0,0.0895906454807413,0,0.207570328873952,0,0,0,0.19704490085629,-0.0184627759294134,0.0580159738749664,0,0.0948263940349597,0,0,0.0725067070726658,0,0,0
X601066.CH.EQUITY,0,0,0,0,-0.0964500469317713,0,0,0.0570008476561812,0,0,0,0.777042848550866,0,0,0,0,0.0111199498570829,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281957681879746,0,0,0,0,0,0,0,0,0,0.10229496405501,0.0768904427918844,0,0,0,0,0,0.00900849106203714,0,-0.00126006937914567,0
