,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X000002.CH.EQUITY,0,-0.0470301105432587,-0.0709728231286963,0,0.171054143654834,-0.0288788822906634,0,0,0,0,0,0,0,0.281118990115472,0.340938259545193,0,0,0,0,0,0,0,0,0,0,0,0,0.41094684016551,0.28927047289182,0,-0.228430801495855,-0.297992084469966,0,0,0,0.00621320695944753,0,0,0,0,-1.73472347597681e-18,0.157624602846779,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.227647714145459,0,-0.00892223393354345,0,0,0,0,0,0,0,0,0,0,0.07575404407831,0,0,0,0,0.127176825132981,0,0,0,0.076191040444082,0.181037495280003,0.0468802112289253,0,0,0,0,0,0,-8.67361737988404e-19,-0.033521151145087,0.430756210624761,0,0,0,0,0,0,0,0.14038040491985
X11.HK.EQUITY,0.257648626742918,-0.0829556507279336,0,0,0.275647668508967,0,0,0.306539232400429,0,0,0,0,0,0,0,0,0,0,0,0,0.0899300609249403,0,0,0.261470207349156,0,0,-0.188804758565479,0,0,0,-0.0568725616383399,0,0,0,0.111897306040025,0,0,0,-0.0958910525115128,0,0,-0.152595814629828,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.00161167152670636,0,0.0285718250981921,0.484000569276828,0,0,0,0.024137356783651,0,0,0.128481485132529,-0.164452743249229,0,0,0,0,0,0,0,0,0,0,0.0977082475932941,0,0,0,0,0,0,-0.0183150274992619,0,0,0,-0.31296767220019,0,0,0.308207353042227,0,0,0,-0.0408751808945941,0,0.45233925006394,-0.0571705911817701,0
X601998.CH.EQUITY,0,0,0,0,0.0858532771822632,0,0,0,0,0,0,0.10710928988123,0.0112414857654435,0,0,0,0,0,-3.46944695195361e-18,0,0,0.203571494376928,0.227488353894861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0657987600360772,0,0,-0.0760084217845948,0.113764682293106,0,0,0,0,0,0
X267.HK.EQUITY,-0.189886584758037,0,0,0,0.246038359217927,0,0.254756452314098,0,-0.0692618265880333,0,0.0315540537982791,0,0,0,0,0,0.0911137176164997,0,0.0352375191480987,0,0,0,0.0349886772078956,0.111906481715953,0,0.130906533080487,0,0,0,0,0,0,0,0.0359224758910371,0,-0.04286822807376,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0732712922740728,0,0.239142377194113,0,0,0,0,0.00287027057201098,0.0862436908223879,0,0,0,0.0431119030347944,0,0,0,0.00414684508955204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637412625622882,0,0,0,0.0121003574804556,0.0743478678951793,0,0,0,0.437259477544367,0,0,0,0,0.0215066223180255
X688.HK.EQUITY,0.0791847066727598,0.0912468071702669,0,0,0,0.0123952102047022,0.0490720827960434,0.0891547789335338,0,0,0,0,0,0.147363013116196,0,-4.33680868994202e-19,0,0,0,0.0269205735217395,0,0,0,0.182268830878388,0,0,0,0.347674019036431,0,0,0.153464931147677,0,0,0.00170897851394371,0.0131122034647107,0,0,0,0,0,0,0,0,0,0.0873830571099024,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.573770794202102,0,0,0,0.0614023678381691,0,0,0,0,-0.054116021533267,0,0,0.19668244944421,0.0487021669115765,0,0,-0.0905924521626472,0,0.396835167604941,0,0,0,-0.0357260969393617,0,-0.0392899786823535,0,0,0.0341375929562886,0,-0.0279896347804307,0,0,0,0,0,0,0.023200693568909,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.214728437010459,0,0,0,-0.151616481808897,0,0,0,0.10223400500884,0,0,0,0.0284217540131783,0.130234890299649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114211591830674,0,0.347657999530745,0,0,0.107310337159362,0,0,-0.0478315903555986,0,0.185297725794657,0.00262828729173093,0.104316094190557,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0.108363094057216,0,0,0.00795892749311306,0,0,0.17157393647067,0,0.204165061075641,0,0.269244311977634,0,0,0,0,0.025016160206405,0,0,0,0,0,0.118965807830867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.0527785667372839,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0851857077517664,0,0.246276952387247,0,0.0658411007764856,0,0,0,0,0,0,0.0804472627536756,0,0,0,-0.0989651540086228,0.0170052009505009,0,0,0,0,0.200104722038857,0,0,0.00285654473314373,0,0,0,0,0,0,-0.0121360042424331
X2007.HK.EQUITY,0,-0.0945785559184426,0,0,0,0,0,0,0,0.111473043164222,2.16840434497101e-19,0,0,0,0,0.201228484163667,0,-8.67361737988404e-19,0,0,0,6.93889390390723e-18,0.0293939321160523,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0188193546138249,0,0,0,0,0,0,0.54017282453575,0,0,0,0,0,0,0.0243132344191195,0
X600048.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.158057871624881,0.0241016325546878,0,0,0,0.0210460861708177,-0.0604573799717258,0,-0.0959475484308957,0,0,0,0,0,0,0,0,0,0,0.285667356960826,0,0,0.25770746535817,0,0,0,0,0,-0.0164907520734065,0.229274774987353,0,0.0195097704438753,0,0,0,0,0,0,0
X1113.HK.EQUITY,0,0,0,0,0,0.0976982287899076,0,0,0,0.290513536772823,0,0,0,0,0,0,0.163767862225259,0.306920138076758,0,0,0.140639196361878,0,0,0,0,0,-0.060300241163228,0,0.0318244617251983,0,0.0141468926715091,0.0531843985825606,0,0,-8.67361737988404e-19,0,0,0,0.0105432222449945,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,0.148697341448221,0,0,0,0,0,0,0.142607368281304,0,0,0,0,0,0,-0.0528880668481665,0,0,0.225244714224864,0,0,0,0,0,0,0,0.0664753958610683,0,0,0.0687518723604868,0.0748490390383959,0,0.227300819036703,0,0,0,-0.173833147857516,0,0,0,-0.0240821752062478,0.0688581841757385,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.237295780017145,0,0,0.21429087101925,0,0,-0.191489298885751,0,0,0.400866233135915,0.0434047450874466,0,0,0,0,0,0,-0.0239467405620735,0,0,0.0961582618250412,0,0,-0.0347798808464075,0,0,0,-0.0773302794836103,0
X001979.CH.EQUITY,-0.127813370189265,0,0,0,0,0,0,0,0,0,0,0,0,0.0768170382120974,0,0,0.022916694228636,0,0,0,0,0,0,0,0,-0.0854740641456798,0,0,0.200729544876594,0.0668752955726002,0.0791435325675738,0,0,0,0,0.114451891424733,0,0,0,0,0,0.294019243986463,0.498001080196312,0,0,0,0,0,0
X601066.CH.EQUITY,-0.0919918629547881,0,0,0,0,0,0,0,-0.0238045646293435,0.0674540282987396,0,0,0,0,0,-0.0441221522803555,0,0,0,0,0.157764911922225,0,0,0,0,0,0,0,0,0,-0.106561799019716,-0.194619352815646,0,0,0.41491179469776,0,0,0.0763405717446119,-6.93889390390723e-18,0,0,0,0.0821751229683254,0,0,0,0,0.0416193485504043,0.0342669381495371
X601688.CH.EQUITY,0.0772883433460731,0,0,-0.114404432415791,0,0,0,0,0,0,0,0,0,0,0,0.00977817890889188,0,0.0949344446583187,0,0,0,0,0,0,0.574631578642791,0,-0.0386970839176302,0,0,0,0,0,0.193598765945576,0,0,0,0,0,0,0,0,0,0,0,0.0866235965473522,-0.0372961795842352,0.146248823519845,0,0
X002142.CH.EQUITY,0,0,0.330247539428889,0,0,0,0,0,0,0.124623418268228,0,0,-1.73472347597681e-18,0.228069622079389,0,0.105151949833005,0,0,0,0,-0.0191891742538374,0,0,-0.0297607516662321,0,-0.0220532430857321,0,0,0,0,0,0,0.0541102065634422,0,0,0,0,0,-0.0139513042786522,0,-0.0313631684706092,0,0,0,0,0,0,-0.0139571757101036,0
X601211.CH.EQUITY,-0.0451834136330157,0,0,0,0,0,0,0,0,0,0,0,0.131080852695311,-0.067999633894055,0,0,0,0,0,0,0,0,0,0.0435192069462245,0.2236653734344,0,0,-0.0875964258602792,-0.0141386024750031,0,0,0,0,0.0830933141467055,0,0,0,0.0262829933321275,0,0,0,0.0866667364504667,0,0,0,0,0.485925791438479,0.0597259599759859,0
X600837.CH.EQUITY,0,0,0,0,0,0,0,0,0.101055202561364,0,0,0,0.0994909450622692,0,0,0,0,0,0,0,0,0,-0.0122333804513026,0,0,-0.00542648988749079,0,0,-0.165123920595925,0,0,0,0,0.0297168596903241,0,-0.0815971002502029,0.261661319767097,0,0,0,0,0,0,0,0,0,0,0.239383372569834,0.24704255521555
X601229.CH.EQUITY,0,0,0.509454166747934,0,0,0,0,0,0,0,0,0,-0.0632954031050075,0.249112340663968,0,0,0,0,0,0.0338853532994285,0.0331555784924973,0,0,0,0,0,0,0,0,0,0,-0.0857863173090826,0,0.0818350244932471,0,0.138227406788539,0,0,0,0,0,0,0,0.0940929537516543,-0.0256102211680379,0.0525568584172102,0,0,0
X601336.CH.EQUITY,0,0,0,0,0,0,0.144934394650806,-0.208381970663563,0,0,0,0,0.233306278196958,0,0,0,0,0,0,0,0,0,0,0,0,0.0101718091507286,0,0,0.291917086704308,0,0,0.0169256600403452,0.239437320165243,0,0,0,0.315656998518708,0,0,0,0,0.101740175084733,0,0,0,0,0,0,0
X1997.HK.EQUITY,0.1395464227865,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766329186047277,0.0762774814570928,0,0,0,0,0,0,0,0.0174915393032039,0,0,0,0,0,0,0.241998128583419,0.276512036845849,-0.245730870455478,0,0.133177901799282,0,0,0,0.199039521646422,0,0,-0.0643513666218372,0,0,0,0,0,0,-0.0318905364864849
X2882.TT.EQUITY,8.67361737988404e-19,0,0,0,0,0,0.0726395987122741,0,0,0,0,0,0,0,0,0.104404094061162,0,0,-0.0151994793481314,0,0,0,0,0,0,0,0,0,0.0284771928774175,0,0,-0.0805331838189875,0,0,0,-0.062274584564746,0.088232728555582,0,0,0,0,0,0,0,0.029578791643125,0.269771348484821,0.0584187326110518,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,-0.40990478006285,0,0,0,0,0,-0.0192120188662136,-0.133417036884038,0,0,0,0,0.00384804887699566,0,0,0.124339552097311,0,0,0.181225581345722,0,-0.0222446451933317,0,0,0,0.340729486060725,0.111790292189211,0,0,0,0,0,0.0601811021342814,0,0.0137935086824737,0,0.835016458809487,0,0,0,0,-0.119905664109839
X600015.CH.EQUITY,0,0,0.0163911605141149,0,0.0649709159674786,0,0,0,0,0,0,0,0,0,0.0219987890103947,0.00327124941939831,0,0.059059547445329,0.0413077286920486,0,0,0.0918414964649268,0,0,0.0983297078108154,0,0.140898033875557,0,0,0,0,0,0,0,0,0,0,0,0.0318079935127507,0,0,0,0.439679455924573,0,0,0,0.0581804076131453,0.0145535678165975,0
X000166.CH.EQUITY,0.0963227797262923,0,0,0,-0.065160356603059,0,0,0,0,0,0,0,0.0430386148299844,0,0,0,0,0,0,0,0,0,0,0,0,0.0575049323002033,0,0,0.0378588698499387,0,0,0,0,0,0,0,0,0,0,0.117712216411186,0,0,0,0,0,0,0.388568238373497,0.286890139273893,0.183362851218347
X2881.TT.EQUITY,0.132852464945721,0,0,0,0,0,0,0.192531520522368,0,0.0557506182068361,0,0,-0.0211209287549928,-0.11936578701853,-0.0338719106685949,0,0,0,0,-0.135810336018201,0,0,0.07157572432554,0,0,0,0,0,0,0,0,0,0,0,0,-0.0964149360841988,0,0,-0.0583880293657758,0.155090868815519,0.0274478572056881,0.492729964420445,0,0,0,0,0,0,0
X600999.CH.EQUITY,0,0,0,0,0.0279607986451153,0,0,0,-0.0141557116491103,0,0,0.119409070418939,0,0,0.0901936901433671,-0.0184552770680741,0,0,0.175542998748564,0,0,0,0,0,0.0873935691574229,0,0,-0.0775310287717833,0,0,0,-0.0652874769994466,0,-0.0664623394316014,0,-0.0815765404273833,0.422786857965996,0.191226337379045,0,0,0,0,0.0622902460971567,0.0286962276998653,0,0,0,0,0.028050679221107
X300059.CH.EQUITY,-0.0242522878244577,0,0,0,0,0,0,0.200901701908102,0,0,0,0,0.174282049409941,0,0,0,0.0578024951995634,0,0,0,0,6.93889390390723e-18,0,0,0,-0.00251558089081773,0,0,0,-0.119847491411951,0,0,0,0.012010257643125,0,-0.0554912687844161,0.110176522951942,0.19863648686276,0.166424580809964,0,-3.46944695195361e-18,-4.33680868994202e-19,0,0,0.166854330928472,0,0,0,0
X002736.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.152089944490123,0,0.127105220885039,0,0,0,-0.111908831513338,0.0654428121293025,0,0,0.0989872962090678,0,0,0,0,0,0,-0.061694227911772,0,0.0960164674524271,0,0,0,0.211854308880423,0,0,0.0677600119921244,0,0,0,0,0,0,0,0,0.282316742042826,0,0.100560006785442,0,0
