,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2887.TT.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X601881.CH.EQUITY,X000002.CH.EQUITY,X000166.CH.EQUITY,X600048.CH.EQUITY
X601398.CH.EQUITY,0,0.319916380913664,0.661454399057787,0,0,0,0,0,0,0.0582787691502821,0,0.181448421586892,0,0,0.0750202693822123,0,0,0,0,0.0174005967558776,0,0,0,0,0,-0.129167831409493,0.0308393949624322,0,0,0,0,0,-0.0772856007304857,0,0,1.73472347597681e-18,0,0,0,0,0.0306182018753733,0,0,0,0,-0.00556988363638048,0,0,-0.0651521279621715,0
X601288.CH.EQUITY,-4.33680868994202e-19,0,0.693694351893937,0.250508016933662,0,0,0.0485269263836297,0,-0.128900988132812,0,0,0,0,-0.0380554700719947,0,0,0,0,0,0.159214489836092,0,0,-0.179922320074558,0,0,0,0,0,0,0,0,0,0,0,0.00262092581214961,0,0,0,0,0,0,0,0,0,0,0.0547610982243183,0,0,0.0549907137998318,0
X601939.CH.EQUITY,0.141121920392597,0.227898571088786,0,0.179999908341233,-8.67361737988404e-19,0.0544887986480187,0,0,0,0,0,0,0,0,0.226254105122605,0,0,0.0980829222960658,0,-0.0490134331106161,0,0,-0.0436315788019598,0,0,0,-0.0108793244827978,0,0,0,0,0,-0.0953431649104828,0,0,0.238727771683357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.228851426140149,0.405624858550005,0.102760231686701,0,-0.0375139855451112,0,0,0,0,0.147645635355689,0,0.0917512811124175,0,0,0,0,0,0,0,0,0,0,-0.129082699322328,0,0,0,0,0.0590591776172201,0,0,0.0121233327782207,0,0,0,-0.0392139072696821,0,-0.202796112985421,0,0,0,0,0,-0.221759502377089,0,0.446964032949292,-0.0166548075475465,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254309079986438,-0.386401633541522,0.186867918608282,0,0,0,0,0,0.0346546077940314,0.514804270037604,0.0503338133681637,0,0,0,0,0,0,0.23584418900021,0,0,-0.0830169391387444,0,0,0,0,0,0.398995586820379,0,0,0,0
X601658.CH.Equity,0,0.136712385352951,0.0530319746599245,0,0,0,0,0,0,0,0.263556139110522,0,0,-4.33680868994202e-19,0,0,0,0,0.0225360731108074,0,0,0.0294958093758684,0,0,0.0264210207397426,0,0,0,0,0,0,0,0.0525474291146732,0,0,0.041771972092286,0,0,0,0,0,0,0,0,0,0,0,0,0.159348865160042,0.0711054241182247
X601328.CH.EQUITY,0,0.257106477881958,0,0,0,0,0,0,0,0.129337255863182,0,0,0.252839310819796,0,0.0916774504486603,-0.036735879080673,0,0,0,0.0168907868525933,0,0.0527293383546448,0,0,0.199517390852874,0,0,0,0,0.1061595783822,0,0,0,0,0,0,0.0461530499993819,0,0,0,0,0,0,-0.268003102589078,0,0,-0.00631988487364607,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471947943931271,0,0,0,0,0.107139206923738,0.0492409742203072,0,0,0.157788612182423,0.122125849311723,0,0,0,0,0,0.260336414655098,0,0,0,0,0,0,-0.153452056968905,0.0379559373259941,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,-0.0619313535352743,0,0,0,0,0.0518158860014469,0,0,0,0.12885029864805,0.0536894304520161,0.029625999729306,0.419759045247663,0,0,0.125938429917809,0,0,0.0555826243825631,0.107649550517882,0,0,0,0,0,0,0,0,0,0,0.0214705797567989,0,0,0,0,0,0,0,0,0.0827183981051384,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0.0428841439169909,0.00654243271278304,0.160932571270898,0.142641749009776,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0159054827017777,0,0.0990917130756534,0,0,0,0,0,0.217697401295214,0,-0.0694011595032714,0,0.127665220764892,0,0,0,0,0.0236420981919386,0,0.0547841666270272,0,0,0,0.254856354518503
X601166.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0,0,0,0.0291809281044419,0,0,0,0.0600986594322785,0,0,0,0.203652401562981,0,0,0,0,0,0,0.282052709316558,0,0,-0.0418090575898743,0.0309418094334531,0,0,0,0,0,0,0,0.123732690891151,0,0,0,0.0285183035562842,0,0.144201675682809,0,0.023032848367575,0.234480796313336,0,0,0,0,0
X601998.CH.EQUITY,0.0260210600531581,0,0.0917005322278558,0,-0.0696080834545213,0,0,0,0.18737487314439,0,0,0,0,0,0,0.155733280242527,0,0,0,0,0,0,0,0,0.386780095430164,0,0,0,0.121767844279327,0,0,0,0,0,-0.0738715805670973,0,0,0,0,-0.0615812940933546,0,0,0,0,0,1.73472347597681e-18,0,0,0,0
X600000.CH.EQUITY,0.0107401326296693,0,0.0877567673751417,0,0,0,0,0,0.127733771120527,0,0,0,0,0,0.0746620713251392,0.256266530750191,0,0.0406962294267655,0,0,0,0.556226439673901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142980018147797,0,0,0,0.0303798441387231,0,0,0.0561076933069917,0,0,0,0,0,0
X600016.CH.EQUITY,0.0296676694380517,0,0,0,0,0,0,0.0493983646871575,0,0,0,0,0,0,0,0,0.0574668050371046,0.151949389283881,0,0,0,0,0,0,0.247953851244043,0,0,0,0,0,0,0,0,0,0,0,0.373311760756371,0,0,0,0,0,0,0.0078492643634397,0,0,0.00164653122560358,0,0.0523211865538451,0
X601818.CH.EQUITY,0,0,0.0553199370750609,0,0.104211793041869,0,0,0,0,0,0,0.0679426972504628,0,0.513700094167181,0,0,0,0,0.144810075301691,0,0,0.0842926549235753,0,0,0,0,0,0,0,0,0,0.0717357918805099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884788119847793,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.381633625307904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0338668097417906,0.0692805760666426,0,0,0,0.237405137989562,0,0,0,-0.0488933301971317,0,0.0781529733579436,0.243995910498955,0,0,0.30210645353898,0,0,0.129347832579415,0.0155637344203753,0,0,0,-0.086534173467242,0,0,0.243570627727509,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.0578197617583587,0,0.0431915259421951,0.0342873364898083,0,0.369701767518889,0,0,0.104873212652672,0,0,0,0,0,0,0.0300661584586776,0,4.33680868994202e-19,0,0,0.13796128715891,0.00498661558031908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330367324280772,1.38777878078145e-17,0,0,0.0714230296367686,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.117480352897014,0,0,0.0608385775975867,0.0204249251739133,0,0.0375540636454261,0,0,0.288634455167355,0.0903777228912704,0,0.0200363774490902,0,0,-0.0397724697873917,0,0,0,0,0,0.0683273735986374,0.471685054398802,0,0,0,0,0,0,0.0668416770540295,0,0,0,0,0,0.129603774652746,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,-0.0608996563630727,0,0,0,0,-8.67361737988404e-19,0,0,0,0.201791311314879,0.320581280271475,0,0,0.0180390176922827,0,0,0,0.0318184356068707,0,0,0,0,0,0,0,0,0,0.189795423828234,0,0,0,0,0,0,0,0,0,0,0,-0.0659822767522263,0.210735626417338,0,0,0,0,0
X2388.HK.EQUITY,0.163626863396104,0.156983840846803,0,0,0.252649844555828,0.0587955256641473,0,0,0,0.0754046669989884,0,0,0,0.135263696213795,0,-0.181394179675834,0,0,-0.395971768764073,0,0,0.506754513896156,0,0,0,0,0,0,0,0,-0.0671254364953171,0,0,0,0,-0.60001155645336,0.511127736874075,0,0,0,-0.269387811067978,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0.0164282322741888,0,0.0865789791328272,0,-0.12405192045741,0,0.128823488708737,0,0,0,0,0,0,0,0,0,0,0.143706967267833,0,0,0,0,0,0,0,0,0,0.0406405629072052,-0.0243495688443702,0.555192056363683,-0.136312696115312,0,0,0,0,0,0,0,0,0.173580992080577,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0.0624374535991482,0,0.0381781411218309,0,0,0,0,0,0.320364219581777,0,0,0.00537390594506366,0,0.0513028276283794,0.268470132177298,0.066567644074426,0,0,0,0,0,0,0,0,0,0,0,0,0.0509289203771664,0,0,0,0,0,0,0,0,0,0.0996486000999031,0,0,0,0.0933673688835309,0,0,0.0338954159465427
X1299.HK.EQUITY,-0.0910952976519089,0,0,0,0,0,-0.0586958178211011,0.221211992720476,0,0,0.202903219198994,0,0,0,0,0,0,0,0,0.0136891286013228,0,0,0,0.112045418707038,0,0,0,0,0.32571591438904,0.280139284800619,0.0155114059391082,0,0,0,-0.227208391137301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0.00431199767615496,0,0,0,0,0,0,0.204424727472868,0,0.327340341924801,0.0269442004336748,0,0,0,0.0249217008819602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272137866708249,0,0,0.182265158390136,0,0,0,0,0,0,0,0,0,0,0,0.0550512318678389,-0.11239664178436,0
X601916.CH.Equity,0,0,0,0,-0.0203620490963407,0,0,-0.0518459461948182,0,-0.0707472377806379,0,0.289277655323161,0,0,0,-0.0324286029680256,0,0,0,0.0593192808644245,0,0.03727411412953,-0.0605474003240241,0,0,0,-0.0761210855115446,0,0.0720724015960213,0,0,0,0,0,0,0,0,0,-0.0247540863620621,0,0,0,0,0,0,0,0.439640857250194,0,0,0.400925022264617
X601601.CH.EQUITY,0,0,0,0,0,0,0.0108973106689158,0.0250461061664049,0,0,0,-0.0637262550300359,0,0.130393613374952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559207841046871,0,0,0,0,0,0,0,0.12832949477242,0,0,-0.117668867101711,0,8.67361737988404e-19,1.38777878078145e-17,0,0.0950443339752853,0
