,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.0981691172129775,0.0348275775605222,0,0,0,0,0,-0.235351922810666,0,0,0,0,0,0,0,0,0,0,-0.0163272041508081,0.0968357208270072,0,0.270269817545355,0.450252484895985,0,0,-0.0217126149489429,0,0.139961586875556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0729760386786277,0,0,0.0529081486084262,0,0,0,0.134503298497339,0,0,0.30110294498936,0,0,0,0,0,0,0.0452420202056076,0.0509522979963911,0,0,0.176060635797513,0,0,0,0,0.0372875131966856,0.143976418676412,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0253013144679203,0,0.763944036281062,0,0,0,0,0,0.00734893368305693,0.106619074158703,0,0,0,0,0,0.0889917092228269,0,0,0,0,0,0.00514689679735167,0,0,0,0,0.0122932623403798,0.0672981378125292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.891027394100152,0,-0.0338557803043821,0,0,-0.0753269546337773,0,0,0,0,0,0,0,0.0189115691143198,0,0,0,0,0.00397132378748805,0,0,0.182080736654341,0,0,0,0,0.0619109719166063,0.0374945716540205,0,0,0,0,0,0,0,0,0,-0.0610410027545846,-0.134663609151565,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.110759306138031,0,0,0,0,0,0,-0.0370772484773118,0.281201114575436,0,0.258668193424687,0,0,0,0,0,0,0.280954820317003,0,0,0,-1.35525271560688e-20,0,0,0,0,0.0104048331627396,-0.129619667497036,0,0,0,0,0,0,0,0.164313084875682,0,0,0,0,0,0,0,0,0.129126946053316,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0
X601988.CH.EQUITY,0,0,0,0.0626856089972254,0,0.0133034582320219,0,0,-0.0572262228142325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731061606251864,0,0,0,0,0,-0.0256614175442783,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.000465576197045224,-0.134222586122241,0,0.999765490134819,1.73472347597681e-18
X1299.HK.EQUITY,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.337158075732911,0,0,0,0,0,0,0,0,0,0,0,0.294589107031843,0,-0.0411346741677225,0,0.118604678787308,0,0,0,0,0.0827704300124995,0,0,0.0795233771894514,0,0,0,8.97746008301484e-05,0.00278830615714308,0,0,0,0.0508993588460854,0.0864163156703442,0,-0.00845593494974325,0,0,0,0.208590991147255
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136832435096778,0,0.0118718185707646,0,0,0,0.159851196635998,0.345519181175405,0,0,0,0,0,0,0,0,0,0,0,0,0.000629905336430294,-0.0351724022917842,0,0,0,0.285069367388941,0.13091968432006,0,0,0,0,-0.326641116943728
X388.HK.EQUITY,0,0,0,0,0.250497737310937,0,0,0.0369678270021375,0,0,0,0,0,0,0,0.185184185497912,-0.0808058797351564,0,0,0,0.230850946904766,0.275570863613187,0,0,0,0,0,0.335991216028025,-0.10054888631098,0,0,0,0,0.121744381665903,0,0,0,0,0,0,-0.0413947331820995,-0.0721470718166977,0.164143695480087,-0.116469897740953,-0.259315999176715,0,0,-0.0851779365854427,0,0
