,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.0203219261966844,0,0,0,0.252406396634206,-0.0622042106720283,0,0,0,0,0,0,0.431225937722174,-0.251393028626979,0,0,0,0,0,0,-0.120103977577774,0,0,-0.0214580677295466,0,0,0,0,0,0,0.767881801345397,0,0,0,-0.0654080232040413,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0314097850994864,0,0.208143042684141,0.00628556471569256,0,0,0,0.0410221744802139,0.0600031906894283,0,0,0,0.081365621877626,0,0,0.0647251834043286,0,0,0,0,0,0,0,0,0,0,0,0,0.157214009138317,0,0,0.224945051574369,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0
X601939.CH.EQUITY,0.311544381614375,0,0,0,0,0,0,0,0,0.0549979946275397,0,0,0,0,-0.13696553998866,0,0,0.0150941990158008,0,0,0.0448171556932317,0,0,0,0,-0.428417609051035,-0.164136257871093,0,0,0,0,0,-0.0785150159638772,0,0,-0.289002580848998,0,0.0948078545573227,0,0.878722582431146,0,0,0.111365640761932,0,-0.143041564856452,0.289141007999351,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.271289042119168,0,0,-0.078221072939677,-4.33680868994202e-19,0,0.591575562933197,0,0,0,0.1744153624107,-0.374762766313464,0.000571637628578987,0,0,-0.319802195546872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169375949740401,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.133464405066856,0,0.314948615997376,0,0,0.0337734085813484,0,0,0,0.161338768877222,0,0,0.0449046394885943,0,0,0,0,0,0,0,0,0,0,-0.22039551906604,0,0,0,0,0,0,0,0,0.219651397401323,0.15141980253214,0,0,0,0,0,0,-0.0887386879740967,0,0,0.0965563737879511
X601988.CH.EQUITY,-0.122179793995945,0,0,0,0.408742915009992,0,0,0,0,0,0,0,0,0,0,0.00785319826646981,0.00781408321997697,0.20650761100397,0,-0.123973375120797,0,0,0,0,0.246985361083294,0,0,0,0,0,-0.361688407001147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188055831486772,0.135694670197156,0,-0.0755833927423562,0
X600036.CH.EQUITY,0,0.237504401170371,-0.0613067024599304,0,0,0,0,-0.120784777815454,0,0.405018183880108,0,0,0.18419999132217,0,0,0.108670236834879,0,0,0,0.305576211249439,0,0,0,0,0,0,0,0.114385021320395,0,0,0,0,0,-0.142901499459747,0,0,0,0,-0.0456409709661734,0,0,0,0,0,0,-0.00666020417418945,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.300195462995834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0877690556232592,0,0,0,0,0,0,0.238974550734541,0,0,0.00398858189870215,0.0846799451963934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128818881175781,0,0,0.0719342144153727,-0.0175073776054022
X601628.CH.EQUITY,0,0.0824901711422581,0.0249187062061191,0.0647147123777755,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.154043811499635,0,-0.0328553552487873,0,0,0,0,0,0,0,0,0.080558131333541,0,0,0,0,0,0,0,-0.060005784284329,0,0.196866679028743,0.246890801701542,0,0,0,0,0,0.221020400238456,0,0,0.110837644920112,0,0,0,0
X601328.CH.EQUITY,0,0,0.0518645022695824,0.0326958640003868,0,0,0.670547860854798,0,0,0,0,0,0,0,0,0,0.106982358377184,0,0,0.182052149222571,0,0,0,0,0,0.222638271451335,0,0,0,0,0,0,0,0,0,-0.00435799463585544,0,0,0,0,0,0.0365713886154879,0,0,0,-0.368935474903062,0,0,-0.0149123163352864
