,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.141676559262565,0,0.0599725380176237,0,0,0,0,0,0,0,0.373124954735119,0.133026280201252,0,0,-0.157106042454373,0,0,0,0,0,0,0,0,0,0,0,0,0.0283327607816262,0,0,0,0,0,0,0,0.136550382906752,0,0,0,0,0,0.163551311359174,0,0,0,0.0436161816595846,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0
X601939.CH.EQUITY,0.165864716972987,0,0,0.294799181870449,0,0.138135918579795,0,-0.0570548815148197,-0.0388753379750409,0,0,0,0,0,0.0414702599567503,0,0,0,0,0,-0.0135562878160791,0.0855451506158944,0,0,-0.0370197769709919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490280597641898,-0.0710865433314142,0,0,0,0,-0.0223004074846576,0,0,0.0367817896082232,0
X601288.CH.EQUITY,0.450122024755512,0,0.173271640065914,0,0.0392506252213001,0.230992029440201,0,0,0,0,0,0,0,0.0422229312592771,-0.112771228212397,0,0,0,0,0,0,0,0,-0.0517022014278267,0,0,0,0,0,0,0,0,-0.0453255940659141,0,0.156123402090691,0,0,0,0,0.00340893231574308,0,0,0,0,0,0,0,0,0,0.256553889655686
X5.HK.EQUITY,0,-0.0696142798780085,0.127662172699945,0.0736684061523253,0,0.0693951259949636,0,-0.170625275455935,0,0,0,0,0.268126907858879,0,0,0,0,0,0,0.666522772697998,0,0,0,0,0.0830496841811319,0,0,-0.124281241767234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121239954598333,0,0,0
X601988.CH.EQUITY,0.205772780196284,0,0.0197416345717356,0.0443274901930564,0,0,0,0,0.0478956421560102,0,0.0545942875540603,0.113852588201346,0,-0.401115610022254,0,0,0,0,0,0,0,0,0.513852998454861,0.0338403742112472,0,0,0,0.0292109722429725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538875977169817,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0453267081625489,0,0,0.0568646551162867,0,0,0.147662634326774,0,0,0,0,0,0,0.266195461339924,0.138548108881746,0,0,0,0.0194047446537878,0,0,0,0,0,0,0.0355792524145856,0,0,0,0,0,0.114410497584426,0,-0.0130766018047437,0,0,0,0,0,0,0,0.0985399870310354,0,0,0,0,0.13792405873388,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0163586799066032,0.0160066388704669,0,0,0,0.21332580882657,0,0,0,-0.151602396707505,0,0,0,0.31178388678764,0.255659050783125,0,0,0,0.0510423925834078,0,0,0,0.119329457797185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314390867315303,0,0.125772502443134,0,0,-0.0231413003020232
X601628.CH.EQUITY,0.522657820794933,0.216247909784565,0,0,0,0,0,0,0,0,0.0408494546400043,0,0,0,0,0.0178681345047187,0,0.0351565454780129,0,0,0,0,0,0,0,0,0,0,0,-0.0963536850292415,0,0,0,0,0.11804905279168,0,-0.260677280119316,0,0,0,0,0,0,0,0,-0.122803116105905,0.0784946544562386,0,-0.131875814906682,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0335032992031483,0,0,0,0,0,0.492321508489721,0,0,0,0,0,0,0,0,0.220029897776038,0,0,0,0,0.0542284110690218,0.0540590673912915,0,0,0,0,0,0,0.0241508538068072,0,0,0,0,0,0,0,0,0,0.0108481948896567,0,0.0269518221805436,0,0,0,0.14948025143813,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.00726832746267156,3.46944695195361e-18,0,0,0,0,0,0,0,0.357193089045848,0,0,0,0,0,0,0,0,0.184021880144816,0.0474074718305878,-0.0716342347475058,0.224675487299982,0.0200668485499215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606323088093212,0,0,0,0.170368223655526,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0442244670110278,0,0,0,0.0519109330435832,0.190743071441477,-0.0311115329110865,0,0,0,0.353593219124253,0,0,0.0629025956921742,-0.0781378264625841,0,0,0,0,0,0,0,0,0,0,0,0,0.202791953325043,0,-0.0181279597333126,0,0,0,0,0.0362503124503611,0,0,0,0,0,0,0,0,0,0,0,0.047957532985996,0.200266758784536,0
X000002.CH.EQUITY,0,0,0,0,0,-0.115396431610426,0,0,0,0,0,0,0,0,0,0.0266441263073287,0,0,0.314425994119954,0,0.0645469232133025,0,0,0,0,0.00555019337676676,0.0282977909063901,0,0,0.381727714947981,0,0,0,0,0.170648169273436,0,0,0,0,0,0,0.00833831489395911,0,0,0,0.105297831784547,0,0,0.0678960395612223,0
X000001.CH.EQUITY,0,0,1.73472347597681e-18,0,0,0,0.174478863240802,0,0,0,0.101513273270716,0,0,0,0,0.130782127236386,0,0,0,0.239562194331761,0,0.00199025444722257,0,0,0,0,0.120839700211696,0,0,0,0,0,0.0714762388529972,0,0,0,-0.282472888277968,0,0,0.103866068391988,0,0,0,0,9.70084180763118e-05,0,0,0.161365729497079,0,0
X601601.CH.EQUITY,-0.0655738786164222,0,0,0,-0.037563161350824,0,0,0,0.498980462771418,0,0.100849958735663,0,0,0,0.24516436276746,0,0,0,0,0,0,0,1.73472347597681e-18,0.065787399145522,0,0,0,0.281948418176373,0,0,0,0,0,0.0168173708940588,0.163669110445414,0.0379876946856055,0,0,0,0.10908969233665,0,0,0,0,0,0,0,0,-0.0405467512096563,0
X16.HK.EQUITY,0,0,0,0.290557797216732,0,0,0,0.153608158000753,0,0,0,0,0,0,0,0,0,0,0.0611107183885534,3.46944695195361e-18,0,0,0,0,0.468583468741433,0,0,0.0198647037337813,0,0.0454337091075464,0.0173519281716426,0,-0.152353617820049,0,0,0,0.223685994718098,0,0,0,0,0,0.106580393452607,0,0,0,0,0,0.00353561278253056,0
X688.HK.EQUITY,0,0,0,0.0256766552552079,0,-0.106744676970687,0,0,0.0395947176365416,0,0,0,0,0.103042193537304,0,0,0.0879025669709901,0,0.275887519717072,0,0,0,0,0,0.233621202065076,0,0,0.424583482792969,0,0,0,0,0,0,0,0,-0.229833686488805,0,0,0,0.307470287274959,0.0688869064770586,0,0,0,0,-0.144592928645289,0,-0.141690139919724,0
