,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.279064234020765,0.0524901526080373,0.0798518775334067,0,0,0,0,0,0,0,0,0,0,0.156886730922689,0,0,-0.115637439008586,0,-0.244346675129724,0,0,0,-0.336410290952616,0,0.117067596196953,0,0.774447662705521,-0.00055155305503532,0,-0.0805521169821057,0,0.197020640062258,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.100000346060604,0,0.18484585653702,0.00995406600135639,0,0,0,0.0752667885578301,0,0.0778618114111058,0,0,0.0981396058917366,0,0,0.0936207866206024,0,0,0.0343593266605974,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.1879454894964,0.0034167524030038,0.179997759178539,0,0,0.0327980473863884,0,0,0,0,0,0
X601939.CH.EQUITY,0.15233887457957,0,0,0,0,0,0,0,0,0.250141617072359,0,0,0,0,0,0,0,0.127151918046486,0,0,0,0,0,0,0,0,0,0,0,0.113055772853582,0,0,0,-0.185101818344218,-0.173794942532046,0,0,0.133106565172161,0,0.481067243035794,0,0,0,0,0,0.088184897462417,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.635477740340855,0.306164378797529,0.102007456584559,0.497458650177635,0,0,0,0.218367013555027,0.222451518470858,0,0,0,0,0,0,0,0,-0.340820482328249,0,0,0,0,0,0,0.0777353101334946,-0.70994090016673,0,0,0,0,0,0,-0.370725245566073,0,0.331906889142931,0,0,0,0,0.332857670755329,0,0
X5.HK.EQUITY,-0.0768114775377893,-0.113071861656004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592058028506187,0,0,0.43429814714977,0,-0.0235055742510627,0,0,0.145380020290747,2.16840434497101e-19,0,0,0,0,0,0,-0.0439989981590425,0,-0.0340769009216825,0.0273677225553387,0,0,0,-0.161813494176445,0,0,0,0.0631610157273071,0,0,0,0,-0.13171147001269,0
X601988.CH.EQUITY,-0.281464774598206,0,0,0,0.347921659488227,0,0,0,0,0,0,0,0,0,0,0,0,0.179199316711937,0,0,0.654183348355743,-0.0183862251667596,0,0,-0.0349724615343441,0,0,0,0,-0.480980664779986,0,0,0,0,0,0,0,0,0.080282276176167,0,0,0,0,0,0,0.105083228908906,0,0,0
X600036.CH.EQUITY,0,0.476814149248261,-0.0487231364122391,0,0,0.0193780000253729,0,-0.114831213457644,0,0.476392400332564,0,0.109392046299287,0,0,0,0,0,0,0,0,0,-0.0807764786938116,0,0,0.304482889208907,0,0,0.101329247660017,0,0,0,0.0828325243362122,0,-0.285544182430153,0,0,0,0,0,0,0,0.100921237991041,0.118777044242988,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.173997628206847,0,0,0,0.0226071435935143,0,0,-0.163969545255242,0,0,0.0536170071559423,0.0322968011547656,0,0,0.0261499230682776,0,0,0.187446419105185,0,0,0,0.143277649075543,0,0,0.0207402202686858,0,0.189415753959389,0,0,0,0,0,0.0476170662534019,-0.0167727623862318,0,0,0,0,-0.165498483705365,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.134817510987666,0,0.0541239500136409,-0.0038335527228278,0,0,0,0,0,0.118093667349762,0,0,0.410389773662044,0,0,0,0,0,0,0.0368158027140261,0,0,0,0,0,0,-0.0355573708669425,0,0,0,-0.0678325397402823,0,0,0,0,0.169491767925753,0,0,0,0,0,0,0,0,0.135558925344793,0,0,0
X601328.CH.EQUITY,0,0.11815487985776,0.066909910056568,0.0428948041179516,0,0,0.546117995817285,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0.20970075981456,0.249525922343812,0,0,0,0,0,0,0,0,0,0,0,-0.0137620124516759,-0.0371348830990958,0,-0.0332720028195968,0,0,6.93889390390723e-18,0,-0.361987737538211,0,0,-0.0273466179982127
