,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.144495667889638,0,0,0,0,0,-0.299770623041537,0,0.00419967681656121,0,0,-0.515985961392832,-0.0561339860695444,0,0.173267182815814,0,0.0567805737974997,0.88265694347985,0,0,0,0,0,0,0,0,0,0.0369535674098913,0,0,0,0,0,0,0,0,0,-0.03424146728368,0.12193560174757,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,-0.0957163038575312,0,0,0,0,0,0,0,0,0.00774554045641246,0.132626070257644,0,0.0587223705566935,0,0,0,0,0,0.0332673092054709,0,0,-0.0549451682367444,0,0,0.0785704025406792,0,0,0,0,0,-0.0901779839334127,0,0,0,0,-0.283999641193933,0,0,0.184254136178019,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0663734161130037,0,0,0,0,0.00318180203927031,0,0,0,0,0,0,0,0,0,0,0,0.0733804735389073,0,0,0,0.165672620431026,0,0,0.119999866463532,0,0,0,0,0,0,0,0,0,0,0,0,0.132094289893666,0,0,0,0.061038819421743,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0074322956506449,-0.00524213291268197,0,0,0,0,0,0,0,0,0,0,0,0,0.230616917994389,0,0,0,0,0.0830703577886666,0,0,0,0,0,0,0,0,0,0,-0.154274835496444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0852775037396176,0,0,0,-0.161147248041502,0.0607905152299587,0,0,0.0829447663742119,0,0,0,0,0,0,0,-0.242055045492561,0.0160942481348814,0.228527211944314,0,0.173569763719894,0,0,0,0.0293079934966458,0,0,0.529578382207384,0,-0.127684549630387,0,0.0256100919580737,0,0.0721388962334385,0,0,0,0,0.29165126366818,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190793645867646,0,-0.0476581967291577,0.240615102834932,0,0,0,-0.336898882576139,0,0,0.169632770562591,0,0,-0.0868601493338288,0,0,0.040323943824712,0.0114734741211125,0,0,0,0,0,0,0,0,0.0461171627963126,0,-0.103453644936619,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0.0707823760942487,0.103020870804257,0,0,0,0.102566522074435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226182391979171,0.00624121376550134,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0760625169838913,0,0,0.00827589510016519,0,0,0,0,0,0.0446297534156321,-0.252599598073166,0,0,0,0.18683841207428,0,0,0,0,0,0,-0.0602949461378075,0,0,-4.33680868994202e-19,0,0,0.263151478820518,0,0,0,0,0,0,0.45083972558706,0,0,0.0821886178678632,0.224883129557162,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.0664955684165141,0,0,0.147162474667875,0,0,0,0,0,0,0.1551428774419,0,0,0,0.124140587593725,0,0,0.00365542732089263,0,0.485309132510536,0.0300092811334409,0,0,0,0,0.0296436216932178,0,0,0,0,0,0,0,0,0,0,0.145440798887673,0,0,0,0,0,0,0.105622248980423
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.0370999291039159,0.351641542619062,0,0,0.0547700867047349,0,0,0,0,0.137820125727015,0,-0.0301928033299128,0,0,0.117780756945416,0,0,-0.187179444412404,0.232314480120237,0,0,0,0,0,0,0,0,0,0,0.177460020354822,0,0,0,0,0,0,0,0,0,0.13344384528614,0,0,0
