,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.414945032173383,0.154286326371647,0,0.108950094718071,0,0.135944172313457,-0.0750614569278622,-0.0988067299147617,0,-0.000104415242433018,0,0,0,0,0,0,0,0,0,0,0,0.270253352486606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265009389085504,0,0,0.0513039140138306,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.138898890752523,0,0,0,0,0.231283031460405,0,0,0,0.0472931616340794,0,0,0,0.119571721344868,0,0,0,0,0.0736114571996275,0,0,0,0,0,0,0,0,0.00342623859394666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.016439553883861,0.348643348646597,0,0.116462991854252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230139974379602,0,0,0,0,0,0,0,0,0,0,0,0,0.038433440331169,0.0460765484172644,0,0,0,0,0,0,0.140318639537299,0,0,-0.0229225690501783,0,0.029807849734593,0,0,0,-0.0688385543456343,0.00880557184079928
X601988.CH.EQUITY,0.0491460400574717,0,0.493985717617743,0,0,0,0,0,0.0376774820755053,0,0,0,0,0,0,0.0738665748777295,0.0780731313998693,0,0,0,0,0,0.128573973642385,0.0378890568457232,0,0,0,0,0.071924426106011,0,0,0,0,0,0.036136970479569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.196356511281592,0,0,0,0,0,0,0,0,0.122511208259195,0,-0.0766499169417899,0,0,0,0,0,-0.0814986313138245,0,0.548522281114539,0,0,0,0,0.243897334649329,0,-0.0232323883005232,0,0,0.23113388184648,0,0,0,-0.199311213770106,0.204191110826256,0,0,0,0,0
X601658.CH.Equity,0,0,0.0568000182078262,0.0117833578884048,0,0,0,0,0,0,0,0,0,0.0344059576634903,0,0,0,0,0,0.254163502037175,0,0.231657379977862,0,0,0.19787141885735,0,0,0.083759686193562,0,0,0,0,0,0,0,0.230885634489867,0,0,0,0,0,0,0.0231273791167039,-0.207559075789564,0,0,0,0,0,0
X601328.CH.EQUITY,0.0159416019108954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307630955365146,0,0,0,0.193951424307568,0,0,0.126004354002118,0,0.00225983724468879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153060231994089,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228966398055899,0.021846851182832,0,0.0302804986724991,0,0,0,0,0,0,0,0,0,0,0,0.0890509923406501,0,0,0.253244527342585,0,0,0,0,0,0,0,0,0,0,0.0257203087535958,0,0,0.175119836240551
X600036.CH.EQUITY,0,0,0,0,0,0.121032385788952,0,0,0,0,0,0,0,0,0,0,0.403381855335573,0,0,0,0,0,0,0,0.0960114334339261,-0.274121442108497,0,-0.150576486132692,0,-0.0341328227156898,0,0,-0.0982863015193878,0,0.123043072925967,0,-4.33680868994202e-19,0.0914796419545636,0,0,0,0,0.288228139375948,0.0558652118972248,0,0,0.22128714753889,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.155755214673388,0,0,0,0.0128097256373236,0,0.175877283436282,0,0.056192936796433,0,0,0,0.148717990258391,0,0,0,0,0.161685893362564,0,0,0,0,0,0,0,0,0,-0.261185005271387,0,0,0,0,0.12653232061595,0,0,0,0,0,0.0320885129392142,0
