,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0816796054294732,0,0,0,0.87005287575631,0,0,0,0,0.0440967370217989,0,0,0,0.0408906568242246,0,0,0,0,0,0,0,0.0166781711501965,0,0,0.35566581368689,-0.0174718519657685,0,0,-0.0532453310412621,0,0,0,-0.168043667728502,0,0,-0.433914437073305,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0791448053278909,0,0,0.0151566577364291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866703752868669,-0.0390725543605608,-0.047397925735923,0,0,-0.0906911792481013,0,0,0,0,0,0,0,-0.00378764910794541,0,0.00957195356198523,0,0,0.156668986559428,0,-0.110806142173614,0.131630055865641,0,0,-1.73472347597681e-18,0,0,0,0
X601288.CH.EQUITY,0.186135019287363,0,0,0.253286981304548,-0.133981993407731,0.0404736937642292,-0.0329139146449752,0,0,0,0.032615272504589,0,0,0,0,0,0,0,0.607150906218368,-0.0264339019010731,0,0,0,0,0,0,0,-0.112068328641628,0.0601008321209297,0,0,0,0,0,0,0,0,0,0.0562225433700449,0.0138756908117519,0,0,0,0,0,-0.0307923397718661,0,0,0,0
X601988.CH.EQUITY,-0.0279275042075591,0,0.408459747019623,0,0,0,0,0,0,0,0.213764130302282,-0.0534275846678021,0.0602971687447247,0,0,0,0.00590077877625065,0,0.579011217453801,0.0143358830126839,0,0,0,0,0,0,0,0,0,0,0,-0.0162055718793549,-0.0160705025143708,-0.00611635738417532,-0.211474288419456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0390631326159287,0,0,0,0,0,0,0,0.196730449762121,0,0,0.0653996377545421,0,0,0,0,0,0,0.397388641022336,0.0721439111725455,0,0,0,0,0,0.0512797957422843,0.158001888378642,0,0,0,0,0,0,0.115398622619101,0,0,0,0,-0.0226907664285698
X601658.CH.Equity,0.201407593275426,0.0379114641209457,0,0,0,0,0.15986604997957,0,0.0591167160782794,-0.200662217355965,0.174751258711073,0,0,0,0,0,0.31448436089197,0,0,-0.016337774369884,0,0,0,0,0,-0.0286964073806142,0,0,0,0,0.11629741322417,0,0,0,0,0,0.0695725752871797,0,0.0510346112555293,0,0.070232467276411,-0.123100672789088,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.922177988335201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530508520475206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624061133853671,0.0330421925178523,0,0,0,0.0117070700837525,0,0.0514491133913784,0,0,0,0.00697687647435376,0,0,0,0.0810505011860786,0.0387109046571616,0,0,0.194195465581586
X601318.CH.EQUITY,0,0,0.00521494087645259,0,0,0.0240994429508755,0,0,0,0,0.117109697072011,0,0,0,0,0.175026707850014,0.189855310103149,0,3.46944695195361e-18,0,0,0,0.0367284019190168,0,0.00513178023627806,0.0876722442254783,0,0,0.231669019472984,0.016286635279819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122362527320717,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.0752132732837096,0,0,0,0,0.215339901841473,0,0.0396502018897251,0,0,0,0.25364677959296,0,0.054689632880835,0,0.0191700394686554,0,0,0,0.0831776282234379,0,0,0.0868883545953651,0,0,0,0,0,0.0120828663430039,0,0,0.0623360559289097,0,0,0,0,0.0892050544607057,0,0,0,0,0,0.105668118782265,0,0
X267.HK.EQUITY,0,0,0,-0.100022269862258,0,0,-0.101630692770408,0,-0.11024296279947,0,0.996229277979068,0,-0.0216960132868025,0,0,0,0,0,0,0,0,-0.197249989479307,0,-0.170456660807072,0,0,0,0,0,0,0,0,0.263357871835718,0,0,0,0,0,0,0,0,0,0,-0.0529113633402755,0,0,0,0,0,0.0765497095580546
