,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.259524762423095,0,0,0,0,0,0,0,0,0,0.0909170646435026,0,0,0.0106415496831872,0,0.0749209295587423,0,0,0,0,0,0,0.00258954068165211,0.113084641976245,0,0,0.00807175291630523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107634162341758,0,0,0,0,0,0
X601939.CH.EQUITY,0.319306475623192,0,0.216896910964326,0,0,0.103371360466546,0,0,0,0,0,0.0696931122367035,0.0843148278762747,0,0,0,0,0,0.108719139763197,0.155844959490471,0,0,0,0,0,0,0.20107710212874,0,0.00245952109776049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213124909285449,0,0,0,-0.0405380603786649,0,0
X601288.CH.EQUITY,0.728897345575849,0.0497052876929156,0,0.194182522165918,0,0,0,0,0,0,0.00923490331684987,0,-0.0806955115046557,0,0,-0.140496255056089,0,0,0,0,-0.023725085168142,0,0,0.047836753261548,-0.143525186906453,0,0,0.0412047809910724,0,0.0681256997163734,0,0,0,0,0,0,0,0,0,0,-0.110723648071585,0,-0.0200762947500743,0,0,0,0.195410055761708,0,0,0
X601988.CH.EQUITY,0.222759124419099,0,0.360551724029691,0,0,0,0,0,0,0,0.263771524877418,-0.143589560916108,0,0,0,0,0,0,0,-0.155691908668406,0,0,0,0,-0.0556492317468509,-0.166536226796964,0,-0.00494998169030821,0.223456369126921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.272189028795651,0,0,0,0,0,0,0,-0.150303059130913,0,0.0866482711867876,0,0,0,0.188321775667066,0.222667355510045,0,0,0.0710023107210591,0,0,0,0,0.141528111033604,0,0,0,0,0,0.138036063184395,0,0,0,-0.0345003168925798,0,0,0,-0.333703265094161,0,0,0,0,0,0,0
X601658.CH.Equity,0.13836176991571,0,0,0,0.0933091377505677,0,0,0,0,0.0867921039972855,0,0,0,0,0,0.019382687830451,0.0553834160149689,0,0,0,0,0,0,0,0,0,0,0.296751756981085,0,0,0,0,0,0,-0.0109514889996786,0,0,0,0,0,0,0,0,0,-0.0796493223849189,-0.0359899940653224,0,0,0.371775077684144,0
X601328.CH.EQUITY,0,0,0.0209721522971778,0.226520320900015,0,0,0,0,0,0,0.0222356177382397,0.186374710788904,0,0,0,0.0743422464014824,0,0,0,0,0,0.228314294956597,0,0,0,0.00356705314600462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125731865847616,0,0,0,0.0627752397237031,0,0,0,0
X601318.CH.EQUITY,0.0757062415945987,0.1363306782035,0,0.0177581168043605,0,0.0493953330577631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710619523925233,0,-0.175356516239198,0.0923653570947527,0,0,0,0,0,0.522986286843928,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.135118027945611,0,0,0,0,0.222155094746152,0.261397052434729,0.00561046310470244,0,0,0,0,0,0,0,0,0,0.195151110396557,0,0,0,0,0,0,0.0410591469141583,0,0,0,0,0,0,0,0,0,0,0,0,0.024040470289297,0,0,0
X601166.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.132974329008664,0,0,0.375657269617513,0,0,0,0,0,0,0.0772442005851824,0.360361581221716,0,0,0,-0.0342002674491278,0.280032172391229,0,0,0,-0.011229409102096,0,0,0,0,0,0,0,0,-0.19525285973124,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0226240666705784,0,0,0,0,0
