,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X600999.CH.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X000166.CH.EQUITY,X601066.CH.EQUITY,X000776.CH.EQUITY,X2007.HK.EQUITY,X601881.CH.EQUITY,X002958.CH.EQUITY,X1109.HK.EQUITY,X600606.CH.EQUITY
X600000.CH.EQUITY,0,0,0,0,0,0,-0.0268627202169475,0,0.166534347122804,0,0,-5.42101086242752e-20,0,0,0,0,0.114584815481029,0,0,0.00390799104813363,0,0.0975240908892272,0,0,0,0,0,-0.0381124203048798,0.0472612505259018,0.0252208176807908,-0.109013209202454,-0.122714310948867,0,0,0,0,0,0,0.430918787083611,0,0,0,0.0346303631550708,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0.0738545936986361,0,0,0,0,0,0,0,0.104084438233996,0,0,0,-0.105303073652954,0,0,0.488356498289496,0.0572440503947947,0,0,-0.0880248499785503,0,0,0,0.0777116098813247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199772075173337,0,0,0,0.0270799294444299
X601998.CH.EQUITY,0,0,0,0.211071799042953,0,0,0.0825029077614188,0,0,0,0,0,0,0,0,0.0504299876877842,0,0.242686610150397,0.207125460772981,0,0,0,0,0,0,0,0.0534249710596941,0,0,0,0.0383949531209592,0,0,0.0164454988599377,0,0,0,0,0.108770190057882,-0.0428783114910719,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,-0.101310164178908,-0.0693687749946435,0,0,0,0.208073584814931,0,0.0586247328085823,0,0,0,0,-0.208648407921241,0.113288871202579,0.0446608505631518,0,0,0.368822979696717,0,0,0,0,0,0,0,0,0,0.725710820435296,0,0,0,0,0.113127165439698,0,0,0,0,0.0512838528526803,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,-0.0160941638333284,0,0,0,0,0,0.242617670635841,0,0,0,0.0770919316677383,0,0.355569727152198,0,0,0,0,0,0,0,0,0,0,-0.0254392233158256,0,0,0,0,0.0203200768092635,0,0,0,0.0808010775975945,0,0,-0.0319156629377454,0,0,-0.0214944873609607,0,0,0.048829104447813,-0.0191386351846543,0
X601628.CH.EQUITY,0,0,-0.0204760179286921,0,0.175855590457313,-0.112069014076801,0,0,0,0,0,0,0.292170952440437,0,-0.0385098349913714,0,0.0567739643748302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115294757537795,0,0.416440783010786,0,0,0,0,0,0.025658509378886,0,0,0.00592564087857227,0,0.240763876957323,0,0,0,-0.111358597854325,0,0.152551867320677
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.0627204462703738,0.504681981713958,0.29214900120179,0,0,0,0,0.10839006036568,0,0,0,-0.175230643719948,0,0,0,0,-0.0966355002034496,0.0163366879738008,0,0,0,0,0,-0.0207084197814242,0,0,-0.0152898549581543,0,0,0,0,0.163760735895181,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.039379581554752,0,0,0,0,0,0.205659614028191,0,0,0,0.15337840457032,0,0.101293582392756,0,0,0.119092832632283,0,0,0,0,0,0,0,0,0.032712402560172,0,-0.0217022205815724,0,0.0871854496691959,0,0,0,0,0,0,0,0,-0.140776897245238,0,0,0,0.0760168469928759,0,0
X601169.CH.EQUITY,0,0,0,0,0,0,0,0.00776695316865889,0,-3.46944695195361e-18,0.272543111411097,0.164718801050489,0.0865263204811936,0,0,0,0.220417977278111,0,0,0,0,0.00208262359471919,0.138006956036966,0.069982529433453,0,0,0,0,0,0,0.0935810394661465,0,0.020741859251765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113235843181286,0,0
X1299.HK.EQUITY,0,0.387526834360416,0,-0.241152814111143,0.354606983978131,0.128586381304179,0,0,0,0,0.0697176807258847,0.0454140923355241,0,0,-0.165083778450073,0,0,0,0,0,0,0,0,0,0,0,0.119863712795311,0,0,0,0,0.268310839337701,0,-0.131214659282905,0,0,0,0,0,0,-0.153143473268546,-6.93889390390723e-18,0,0,0,0,0,0.099653395760138,0,0
X2388.HK.EQUITY,0,0,0,-0.0117512027413268,0.355629827460062,0,0,0,0,-0.0245623875978234,0,0,0,0.381642809838853,-0.157430234481212,0,0,0,0,0.0780238688991824,0,0,0,0.0955259275135754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0577002958360666,0.27099689794211,0,-0.0356353116267824,0,0,0,0,-0.0426626817951942,0,0
X601229.CH.EQUITY,0,0,0,0,0,0.212840521175729,0.0768491902279612,0,1.73472347597681e-18,0.0572460881904213,0.0516742762126082,0,0,0.0303395797991042,0.115288222710496,0,0,0.19312291252026,0,0,0,0,0,0,0,0,0.185314677988651,0,0,0,0,0,0,0,0,0,0,0,0.118312543940237,0,0,0,0,0,0,0,0,0,0,0.047553725591397
X600919.CH.EQUITY,0,0,0,0,0,0,0.0897078873881037,0.017453097027727,0.0355360094703214,0,0,0,0,0,0,0.0617694114032761,0,0.0427410551555938,0,0,0,0.0938136647144568,0,0,0.0527696513744047,0,0,0,0,0,0,0,0,0,0,0,0,0,0.356215224750411,0,0.00585498505728999,0,0,0,0,0,0,0.0124786317683105,0,0
X601916.CH.Equity,0,0,0,0,0,0.0732145311894615,0,0,0,0,0,0,0,0.0162928960554501,0,0,0.173542717951721,0,0,0,0,0.0542533052174732,0.0491827977038947,0,0,0,0,0,0,0.077814986081929,0.128508834593032,0,0.115744406715681,0.159214852100003,0,0,0,0,0,0,0,0.0288801304004018,0,0.0482434254631629,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0,0,-0.229637262525972,0.580837928158605,0,0.221387342698651,0,0.158543405784684,0,0,0,0.236587407351443,0,0,0,0,0,0,0.0364644867334828,-0.10045044455882,0,0,0,0.0296291567360193,0,0,0,-0.0364298491226487,0,0,0,0,-0.15657140197581,0,0,0,0,0,0,0,0,0.0476614865277847,0,0,0,0
X002142.CH.EQUITY,0,0.163217208502329,0,0,0,0,0,0.0417904994640661,0,0.0126463338168429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0845391583974242,0,0.678386002713618,0,0.00117490812785472,0,0,0,0,0,0,0,0,0.0874318718103323,-1.73472347597681e-18,0,-0.236643415831937,0,0,0,0,0,0.12810813637575
X601009.CH.EQUITY,0,0,0,0,0,0.0260159371027202,0.0128712379138079,0,0,0.0216483150268127,0,0,0.0924888343599561,0,0,0,0,0,0,0.192224685599613,0,0.149843199252532,0,0,0,0,0,0,-0.022027322957641,0,0,0,0,0,0,0,0,0.0739099806168808,0.334804273310587,0,0,0,0.065068189329569,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0.153447069565689,0,0,0,0,0,0.205806663962304,0,0.0873888954937466,0,0,0,0,0,0,0,0,0,0,-0.163066969331321,-0.134777604064144,0.265933683385254,0,-0.0394731249169037,0,0,0,0.0857781944779447,0.092949388297047,0,0,0,0,0,0,0,-0.0920079255285946,0,0,0,0,0.246537287237497,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,-2.16840434497101e-19,0.287690866427796,0.156650554309112,0,0,0,0,0,0,0.0367139166824766,-0.249497402856857,0,0,0.00128135296357717,0.000696729061601037,0,0,0,0,0,0,0,0,0.00966155699492803,0,0,0.0610763869582655,0,0.149020568803197,0,0,0,0,0,0,0,0.103096087143773,0,0,0,0.247358307989926,0.111403267983359,0,0.139741213334227
X600926.CH.EQUITY,0,-0.0405941091973882,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117984049295721,0.095609723189612,-0.0321133088802093,0,0,0,0,0,0,0,0.437871601268019,0,0,0,0,0,0,0,0.343320616936358,0.0604989428512977,0,0,-0.0228688219420891,0,3.46944695195361e-18,0,0,0,8.67361737988404e-19,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0,0.149837257115842,0,0,0,0,-0.234853787187863,0,0,0.0223581114394614,0.137369888176228,0,0.277814673048491,0,0,0,0,0.0780966201761619,0,0,0.106365483967818,0,0,0,0,0,0,0,0,0,0,0.106994883250522,0,0.0403390852432865,0,0,0.0267978008560013,0.0651873267767715,0,0,0,0,0.181234651941676,0,0.298822588787136,0.064213747291212,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.196554027760336,0,0,0,0,-0.0123071612013874,0,0,0.446921457712906,0,0.225648319873372,0,-0.623428815775405,0,0,0.262972584126807,0.0185801740932192,0,0,0.0853857104981182,0.281293453180313
X601336.CH.EQUITY,0,0,0,0,0,0,0,0.19989295449607,0,0,0,-0.0717724496586017,0,0,0,0.375802702478773,0,0,0,0.0214145330409068,0,0,0,0.201149410815771,0.292104261234856,0.194369955346466,0,0.0462052365749797,0,0,0,0,0,-0.236820247989563,0,0,0,0.101033128717014,0,0,-0.0436327747037537,0,0,0,0,-0.00650836834997359,0,0,0,0
X601577.CH.EQUITY,0,0,0,0,-0.132064433646646,0.0380092550092959,0,0,0,0.271274134819192,0,0,0,0,0,-0.0242923680807636,0.0854200423060942,0,0,0,0,0,0.3086583472054,0,0,0,0,0,0,0,0,-0.0119372232167077,-0.00851773153490161,0,0,0.484106862584403,0,-0.373862831251905,0.144647802356776,0,0,0,0,0,0,0,0,0,0,-0.0884989487115226
X601838.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101364392958399,0,0,0,0,0,0,0,-0.0844264851292559,0,0,0,0.0732357718264857,0.10407307301685,0.0204462101557827,0,0,0,0.257786331136794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21651551774905,0,0
X601688.CH.EQUITY,0,0,0,0,-0.126931153269094,0,0,0,0,0,0,0,0,0.583312430295393,0,-0.0212421005702927,0,0,0,0,0.0766151958922287,-0.0454658402289196,0,0,0,-0.0793383681456335,0,0,0,0,-0.0531288783344044,0.220077195975701,0,0,-0.337102123637418,0,0,0,0,0.00507423439202641,0,0,0.526436705637384,0,0.264636580257989,0,0,0,0,0
X600837.CH.EQUITY,0,0,0.210201046957217,0,0,0,0,0,0.0551715777752659,0,0,0,0,0,0,0,0,0,0,-0.0687420114095122,-0.00837651185257327,0,0,0,-0.0738500745494416,0,0,-0.0431883990565671,0,0,0.0869443048328316,0,0,0.0467859360931482,0,0,0,0,0,0,0,0,0,0.141086702823502,0,0.185036731034948,0.0440379665210429,0,0,0
X601211.CH.EQUITY,0,0,0,0,0,0,0.0322139930000761,0,0,0,0,0,0,0,0,0,0,0,0,0.0222941459900744,0,0.0188054333591008,-0.0273952893044394,0,0,0,0.0744211387913574,0,0,0,0,0,0,0,0,0.200687132746356,0,0,0.165585282897146,0,-0.00783803140724628,0,0.0696142986763746,0,0.310304593525685,0,0,0,0,0
X601997.CH.EQUITY,0,0,0,0.0854100633093563,0,0.353742565634955,0.0149854663645326,0,0,0,0.172063275045142,0,0.154174004780289,0,0,0,0,0,0,0.126948644674344,0,0.165211928034432,0,0,0,0,0.0637718270101472,0,0,0,0,0,0,0,0,0,0,0.131442347273919,0,0,0,0,0,0,0,0,0,0,0,0
X600999.CH.EQUITY,-0.0380509047184581,0,0,0,0,0,0,0,0,0,-0.15649023467529,0,0,0,0,0.246846101946273,0.0159239546483962,-0.101473665081391,0,-0.0106591875904963,0,-0.180893641161527,0,0,0,0,0,-0.0824786455501638,0,0.0653094561062894,0,0.0581859589158206,0,0,0,0,0,0,0,0,0,0,0,0.0507328807694683,0,0,0.689539340941704,0,-0.0290406871416857,0
X000002.CH.EQUITY,0,0,0.062563317156489,0,0,0,-0.360261289843672,0,0,0,0,0,0,0.00702374250909608,0,0,0,0,0,0,0,0,0.0807662839321003,0.0869106876092009,0.192554944899167,0.0584781704511031,0,0,0,0.0328041838414286,0,0,0,0.0237980556722435,0,0,0,0,0,0,0,0.298584023973801,0,0,0,0,0,0,0.409184249524518,0
X600048.CH.EQUITY,0,0.0388444007567552,0,0,0,-0.0474260883110125,0,0,0,0,0,0,0,0,0,0.172051690049744,0,0,0.00140389913224117,0,0,0,0,0,0,0,0,0,0,0,0.155131814385892,0,0,0,0,0,0,0,0,0,0.383857614322467,0,0,0,0.0856330550725743,0,0.161870385959819,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,-0.314496653257892,0,0,0,0.0374007837361017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273917557151016,0,0.08648473834904,0,0,0,0,0,0.316758825807977,0.133445528220481,0,0,0,-0.110524608142163,0,0,0,0,0,0,0.719475331494027,0.140232258167303,0,0.0164742902461305
X601066.CH.EQUITY,0,0,0,0,0,0,-0.0938966446883289,0,0,0,0,-0.0308416505871178,0,-0.171444192513364,-0.147280746992548,0,0.0840589588190295,0,0,0,0,0,0,0,0,0,0,0.0626314239176457,0,0.0685564477554096,0,0,0.128142974410512,0,0.0151213324054465,0,0,0,-0.0955026536582687,0.134950179795722,0,0,0.300943986321336,0,0.239210203237004,0,0.349310016749181,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,-0.0420532021246511,0,0,0,0,-0.0332999131754674,-0.0501252659527754,0,0,-0.00922671121743375,0.268134851327467,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.042756323257501,0,0,0.127571950790933,0,0,0,0.121853920382307,0,0.0247990096779379,0.0483328092813603,0,0.161637928850256,-0.0222424075454848,-0.103493109644028,0,0,0,0,0.509270895378613,0,0.0236146469053007,-0.0255940686119203
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.115143866261751,0.259789380664351,0,0,0,0,0,0,0,0,0,0,-0.0186506008324236,-0.00735044660137747,0.311725738557628,0,0,0,0,0,0.120668886771941,0,0,0,0,0,0.27316798869978,0,-0.0608536270078745,0,0,0,-0.114337475359453,0,0,0,0,0,0,0.169902732206473
X601881.CH.EQUITY,0,0,-0.0144313416431374,0,0,0,0,0.0580843640994266,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506652893224673,0,0,0,0,0,0,-0.0647076290769718,0.266397677892652,0,0,0.0338934215880548,0,0,0,0.346188081043781,0,0,0,0,0,0.00918491305408915,0.117410882617783,0,0.279949125115502,0,0,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0.0238457815812036,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0,0.200199986482551,0,0.222301068451378,0,0.0367857691993545,0,0,0,-0.199372150711004,0.53784872715267,-0.0938214312215059,0.137849299977376,0,0,0,0,0,0,0,0,0,0,0,0,-0.090890569790811,0.0297662035131702,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.362569754188708,0,0.20477125537134,0.175628815449303,0,0,0,0,0,0,0,0,0,-0.0348014585800959,0.0624080652189146,0.110259872508259,0,0,0,0,0,0,0,-0.118960180959783,0,0,0,0.068167369373425,0,0.0338769518308267,0.0526986632760168,0.127120191524679,0,0,0.0158784067004741,0,0,0.20485071396976,0,0
X600606.CH.EQUITY,0.0293978651830136,0,0,0,-0.375100038916116,0,0,-0.163552747982589,0,0,0,0,0,0,0,0.183983338905365,0,0,0.254518540168026,0,0,0,0,0,0,0.00399224313327823,0,0,0,0.0852563259748408,0.0832240170499416,0.781956936669988,0,0,-0.133892476902211,0,0,-0.0798843933754094,0,-0.103352015545653,0,0,0.044249026381878,0,0,0.0970422441569601,0,0,0,0
