,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0618052391303487,0,-0.0598919408996331,0.264256564712792,0.737942768390181,0,0,0,0,0.201197967296188,0,0,0,0,0,0,0,0,0,0,-0.172143443903223,-0.0670744418278908,0,0,0,0,0,0,0,0,0,0,-0.102071769082319,0,0,0,0,-0.0651441755290552,0,0,0,0,0.02205997751158,0,0,0,0,0
X601939.CH.EQUITY,0.0653500476382941,0,0.0108686919041501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.872349110733519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075369057632367,0,0,0.0059115174846129,0,0,0,0,0,0
X601288.CH.EQUITY,0.0147387597882834,0,0,0.584857414523883,-0.0112247870815884,0,0,0,0,0,0,0,-0.0236758247938546,0.0187945894556534,0,0,0.0477415764689197,0,0.131294833226694,0,0,0,0,0,0,0,-0.0969991326705592,0,0,0,0,0,0,0,0,0,0,0.179989688877156,0,0,0,0,0,0,0,0,0,0.162300950860625,0,0
X601988.CH.EQUITY,0,0,0.239775502414814,0,-0.0241094333664325,0.021309670051264,0,0,0,-0.00759258971996561,0,0,0.0379577784143668,0,0,0,0,0,0.739823716703723,0,0,0,0,0,0,-0.0591654425861847,0,0.0131682827839036,0,0,0,0,-0.0295229700608293,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45893877008537,0,0,0.110825634654143,0,-0.107629758735935,0,0,0,0.0849340146012718,0,0.143680623221748,0,0,0,0,0,0,0,0,-0.0529138784478461,0,0,0.143582820798779,0.00179456121207195,0,0.0754716373331413,-0.0372987782041274,0,0,0
X601658.CH.Equity,0.161314728121813,0,0,0,0,0,0.23926064828084,0.2636903653521,0.428960491211206,0,0,0,0,0,0,0,0,0.0831838613145761,0,0,0,0,-0.0813255348687785,0.108002632062422,0.0381037927394356,0,0,0,0,0.0323025952285209,0,0,-0.196457732154796,0,0,0,0,0,0,0.216778424220554,0.00887430764296732,0,0,0,0,-0.0824800296262697,0,-0.0241815201099135,0,0
X601328.CH.EQUITY,0.822587360466519,0,-0.0101412691402706,0,0,0.187271659331454,0,0,0,0,0,0,0,-0.0279462910414846,0,0,0.0706613072638769,-0.0969295685184023,0,0,0,0,-0.0127917452406688,0.0146629268911665,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249365675324053,0.0498799000372692,0,-0.225821727393203,0,0.140096065155565,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0248185593069042,1.73472347597681e-18,0,0.175165378371875,0,0,0,0,0.180531091034291,0.00233801408181317,0,0,0,0,0.0770239394385066,0.0454601158598488,0,0,0,0,0,0,0,0,0,0,0,0.199671480916981,0,0,0,0,0,0.177172772033917,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.159238179477593,0,0,0.0154502570559034,0,0,0,0,0,0,0.0367512551698199,0,0,0,0.317175739279514,0.166919955799252,0,0,0,0,0.0241291195247576,0.145022789824987,0.150708502124345,0,0,0,0,0,0,0,0,0.0479859683632178,0,0,0,0,0,0,0,0.0658274163638226,0,0,0,0,0,0,-0.0572732775202574,0
X267.HK.EQUITY,0,0,0,-0.3297753517103,0,0,0,0,-0.130034805403339,0,1.17648239899393,0,0,0,0.0390186511157657,0,0,0,0,0,0,0,0,-0.0287122169698792,0,0,0,0,0,0,0,0,0.00756477977328057,0,0,0,0,0,0,0,0,0.0589979731376755,0,-0.053992362768456,0,0,0,0,0,0.103264296920514
