,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.197554157366664,0,0.0211388615389778,0,0,0,0,0,0,0.344055564347433,0.166336575731742,0,0,0,-0.129259959236166,0,0,0,0,0,0,0,0,0,0,0,0.009416571573541,0.0274561402535222,0,0,0,0.221497976018302,-3.46944695195361e-18,0,0,0,0,0.0466096662294964,0,0,0.0834495952385942,0,0,0,0.0237915991294547,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0929878048352413,0,0,0.271267782779253,0,0,0.321186259974579,0,0,0,0.106174689547831,0,0,-0.0326887930229078,0,-0.0631071679961763,0,0.0482388512273397,0,0,0,0,0,0,0,0,0,0,0.110173185191321,0,0,0,0,-0.276574730727242,0,0.138213812297011,0.00940577490848778,0.127032493972942,0,0,0,0,0.0328523980084982,0
X601939.CH.EQUITY,0.485920005207103,0,0,0,0,0.180744784321508,0,0,0,0,0,0,0,0.0693197217993737,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368026283484046,-0.110982269780651,0,0,0.0439881238573545,0,0,-0.0473947501175755,0,0,0
X601288.CH.EQUITY,0.559552717783827,0.118563483896346,0.218125947631539,0,0.0249374126310963,0.0188447591194275,0,0,0,0,0,0,0,-0.0825601263899658,0,-0.0586629329197297,0,0,0,0,0,0,-0.0752252030926655,0,0,0,0.0106332892988364,0,0,0,0,0.113962947300424,0,0,0,0.0366667571047041,0,0.0408716561027585,0.181855459138891,0,0,0.105302567893343,0,0,0,0,0,0,0
X5.HK.EQUITY,0.00730351279737611,-0.0379206753614194,0.130367783335381,1.73472347597681e-18,0,0.0911434608153761,0,-0.13868086203875,0,0,0.09850625451611,0.202874043766363,0,0,8.67361737988404e-19,0,0,0.662910391596011,0,0,0,0,0,0,0,0,-0.183623822377469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121721069167243,0,0,0
X601988.CH.EQUITY,0.129595697863296,0,0.185381864400448,0.0813311666437738,0,0,0,0,0.0954746758559577,0.0912610026202219,0.138577008951312,0,-0.281188799325326,0,0,0,0,0,-0.0307076491934281,0,0,0.224185138428292,0,0,0,0,0.168111076508218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.273182837055047,0,0,0,0,0,0,0,0,0,0.0873570354404138,0,0.174245624340209,0,0.103592773134579,0,0,0.0056441280019499,0,0,0,0,0.0816831798859355,0,0,0,0,0,0,0,0,0,0.161227303571681,0,0,0,0,0,0.0903944483867983,0.0010016230103314,0,0,0,0,0,0.0663973230741196,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0295003074288024,0.125577441621467,0,0,0,0,-0.00878729322790456,0,-0.013187603964722,0,0,0.139133960495495,0.234361640942656,0,0,0,0,0.177168373940186,6.93889390390723e-18,0,0,0.222966738995959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165980753068223
X601628.CH.EQUITY,0.360718844537743,0.298148750349974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653193938295255,0.0567859601667043,0,0,0,0,0,0,0,0,0,-0.0561813914620544,0,0,0.0299610945563478,-0.17595787775332,0,0,0,0,0,0,0,0,0,0,0,0,0.157725334652671,0,-0.176500116909056,0.0608418528844049
X601166.CH.EQUITY,0.200706490933999,0,0,0,0,0.0257022278158418,0.345218519834296,0,0,0,0,0,0,0.023785439709093,0,0.510097988635009,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.0335936915149792,0.0524036635453761,0,0,0,0.00933357603583469,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
