,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.150341652648213,0,0,0.123992915643253,0,0,0,0,0,0,0,0.220563564412819,0,0.116063178620661,0,0,0,0.156329715555437,0,0.153341544792056,0,0.120045798891266,0,0,0,-0.00811830815512809,0,0,0,0.00259419383360499,0,0,0,0,0,0,0,0,0,0,0,0,0.0482522792585065,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0.00903576950678455,0,0,0,0.0965650018517074,-5.42101086242752e-20,0,0.0729257983137348,0,0.227787904641127,0,0.0424120770370449,0,0,0,0.046425922599365,0.308226401396457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01277822145949,0,0,0,0,0,0.0731073992588785
X601288.CH.EQUITY,0.233822497022262,0,0,0.256706549996447,0,0,0,0,0,0,0,0,0,0.147025302377698,0,0,0,0,0,0,0,0,0,0,0,0,0.0877546907833074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395946286912362,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.391278170494466,0,0,0,0,0,0,0,0,0,0.0451296157244546,0.142589399600456,0,0,0,0,0,0,0,0,0,0,0.0334882998779225,0,0,0,0,0,0,0,0.243927430205324,0,0,0,0,0,0,0.0789291867327687,0,0,0,0,0,0,0.0154740812726879,0,0,0
X5.HK.EQUITY,-0.130468036414247,-0.0486747676538484,0,-0.058725072095019,0,-0.0792009932092125,0,0,0,0,0,0.133365580993794,0,0,0,0,0,0,0,0.481773120480056,0,0,0,0.347358482849664,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0351201766333938,0.251216626542848,0.145928689700246,0,0.0191293493541669,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.116899256337172,0,0,0,0,0,0.14904977869366,0,0,0,0.161327934718906,0.0264209206396167,0,0.252204848461412,0,0,0,0,0.0465752103886617,0,0,0,0,0,0,0,0,0,-0.00547351256596343,0,0,0,0,0,0,0,-0.0380740941707188,0,0,-0.0157706309928218,0,0,-0.0107949751723927,0,0,0,0,-0.142242896265928,0
X601328.CH.EQUITY,0.473281390679566,0,0.0182140084321551,0.023592359258331,0,0,0,0,0,0.132842382045606,0.0827958771539574,0.120175823335899,-2.77555756156289e-17,0,0.085455448848995,0,0.00333422256674457,0,0,0,0,0,0,0,0,0,0,0.0148762022778442,0,0,0,0,0,0,0,0,0,0,0,0,-0.0914781778726613,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,-0.0425200565141701,0,0,0,0,0,0,0.0181687348130638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146368505585258,0,0.585113553635167,0,-0.0822500427767071,0,0,0,0,0,0,0.23373994974917,0,-0.0663200664067819,0,0,0,0.0224419509349805,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.144499040315083,0,0,0,0,0.239965500045224,0.243261338312302,-0.0915942262891449,0,0,0,0.0427622200890673,0,0.23033286223043,0,0.114333535620813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420483645297486,0,0,0,0
X601166.CH.EQUITY,0.126056608921324,-0.268684290626618,0,0,0,0,0,0,0.187627122403668,0,0,0.0487195912303335,0.268757039964084,0,0,0,0.378616725775921,0,0,0,0,0,0,0,0,0,0.134579421307708,0.0284071928220801,0,0,0,0,0,0,0,0,-0.0556071063418479,0,0,0,0,0,0,0,0.0287013399550958,0,0,0.0351140920020028,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.363714391905809,0,0.329022774120824,0,0,0.00261568578161943,0,0,0.370797745752627,0,0.496449511210811,0,0,0,0,0,-0.206957986475882,0,0,0,0,0,0,0,0.0589801374332677,-0.204598720456462,0.159074146851997,0,0,0,0,0,0,0,0,0,-0.0957842023574358,0,0,0,0,0,0.101197310282378,0
X267.HK.EQUITY,0,0.34263896618657,0.354989682604027,0,-0.172758820386321,0,0.291292558107855,-0.290240513423092,0.0194790816975518,0.240064779812928,0,0,0,0,0,0,0.0952162510380224,0,0,0,0,0,0,0,-0.301283542098411,0,0,0,0,-0.0543769957586926,0,-0.256750676592267,0,0.122777071698708,0,0,0,0,0,0,0.0832198911028192,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.154845746353755,0,0,0,0.107902239026484,0,0,0,0.365156847273962,0,0,0,0.0619805822439437,0,0.215196981520034,0.0663352006429912,0,0.00232834116278195,0,0,0,0,0,0.101824713142368,0,0,0,0,0,0,0.0901713001080659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176340528922187
X600016.CH.EQUITY,0,0,0.16760064518911,0,0,0,0,0,0,0,0,0,0.103111150583063,0,0.373259305801829,0,0,0,0,-0.0267437909621755,0.025943261687774,0,0,0,0,0.0770174535344927,0,0,-0.170839071769371,0,0,0,0,0,0.30435402241356,0,0,0,0,0,0,0.140840326341582,0,0,0,0.0066893209444973,0,0,0,0
X601818.CH.EQUITY,0,0,0.318003517128237,0,0,0,0.335520270731264,0,0,0,0.0916673748366994,0.0290931834132442,0.00172234066223197,0,0,0,0,0.0894033864391601,-3.46944695195361e-18,0,0,0.0188581421841442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-0.148448544736809,0,0,0,0.197796065706328,0,0,0,0,0,0,0,0,0,0.0527951029696706,0,0,0,0,0,0,0.0224852332366744,0,0,0,0,0,0,0,0,0.594462456530319,0,0,0,0.00960749103072651,0,0.187677365375388,0,0.12286204003779,-0.14802337925953,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,-0.195936405372684,0,0,0,0,0,0,0.256619333195334,0.096572151379633,0,0,0.158078116084893,0,0,0,0,0,0,0,0.186963695511785,0,0,0,0,0.341514688195216,-0.0482617397205859,0,0,0,0,0,0,0,0,0,0,0,-0.0370507732495185,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0168705611817569,0,0.0991319161157486,0.0198867915336072,0,-0.105032505968698,0,0,0.300888558798277,0,0,-0.0329693867623455,-0.0522248717105262,0,0.16079608232945,0,0,0,0,0.0192497358010282,0,0,0,0,0.340108333789121,0,0,0,0,0,0,0.0492457336040126,-0.0567820664526035,0,0,0,0,0,0,-0.0562588476130456
X601169.CH.EQUITY,0,0,0.192915438539423,0,0,0,0.0470532483270692,0,0.0305309122657087,0,0,0.0280768650458254,0.0880319705759892,0,0.133714920351772,0,0.0539554077959026,0.10134641494984,0,0,0,0,0,0.0151910689294212,0,0,0,0,0,0,0,0.0427276729732166,0,0,0.0405423173185506,0,0,0,0,0,0,0,0,0,0.10711921427902,0,0,0,0,0.084946019264155
