,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0,0.187700722687922,0,0.369306926772707,0,0.148669473344855,0,0,0,0,0,0,0,0,0,0,0.00436618704575382,0.312838689887156,0,0,-0.122767091873147,0,0,0,0,0,0.0396912640323875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00855827073465514,0,0,-2.16840434497101e-19,0,0,0,0.110638271839309,0.0240685664845446
X601318.CH.EQUITY,0,0,0,6.93889390390723e-18,0,0,0,0,0.148008339077336,0,0,0,0.0318828951351893,0,0,0,0.00136264010823477,0,0.147742831627243,0,0.0995453017075462,0,0.0368394354962977,0,0,0,0,0,0.107600479339101,0,0.054230580121256,0,0,0.0235430895952163,0.155492736363818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.264867829191513,0,0,0,0.138079748845688,0,0,0,0,-0.036370066883969,0.105521303444111,0,0,0,0.065323446426078,0,0,0,0,0.0977119906993908,0,0,0,0.269520133227063,0.220903737571316,0,0,0,0.00377106892054514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.199313419803174,0,0,0,0,0,0.136722222425058,0,0,0,0,0.196486084289362,0,0,0,0,0.0375207252185304,0,0,0,0,0,0,0,0.0549117955176167,0,0.259766487136667,0,0.0305311561922437,0,0,0,0,0,0,0,0,0,0,0.0117441334697882,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.254239499177967,0.077877604793014,0.0454285091005607,0,0,0,0,0.330031902741689,0,0,0,0,0,0,-0.0229799168292712,0.13738110658276,0,0,0,0,0,0,0.0617452905134551,0,0,0,0,-0.0401320753455251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160178138982124,0,0,0,0,0
X601628.CH.EQUITY,0.079839489600056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150466625984078,-0.0183586956343091,0,0,0,0,0.141267922925951,0,0,0,-0.0401564806642979,-0.108863630262254,0,0,0,0,0.18266860846765,0,0,0.0512391544465671,0.55248041215172,0,0,0,-0.039860562562297,0.0897003565890606,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0746503976661427,0,0,0,0,0.0710819100787789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213721461625134,0,0,0,0,0,0,0,0.0138045837633797,0,0,0,0.0266923490837792,0,0.339126462922722,0.282399854219799,0,0.217551401583689,0,0,0,0,0,0.305471736947821
X601988.CH.EQUITY,0,0,0.0862303742142383,0.168701222977532,0.14838252864475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32751989254493,0.0268069620149389,0,0,0,0,0,0,0.26126344032008,0.119431634840935,0.165736758404697,0,0,0,-0.0463117535887465,0,0.00736995694688072,0,0,0,-0.0858313260182022,0,0,0,0,0,0.0469972600896128,0,0,0,0,8.67361737988404e-19
X5.HK.EQUITY,0,0.030485417070801,0,0,0,0,0,0.177659912781675,0,-2.16840434497101e-19,0,0,0,-0.203111551085389,0.0432952856164719,0,-0.0435399975764587,0,0,0,0,0.0454781322478923,0.218694037346552,0,0.0598065996330858,0,0.350839180277653,0,0,0,0,0,0,0,0.0499650252070133,0,0,0,0.207698664037348,-0.0453464692798722,0,0.375063568569826,0,0,0,0,0,0,0,0
X388.HK.EQUITY,-0.0977474171841095,0,-0.0252092145968837,-0.105165273865289,0,0,0.211047701785639,0,0,0,0,0,0,0,0,0,0,0,0,-0.069709444136664,0,0,0.42299777264719,0,0,0,0,0,0,0,0,0,0.0317611761764927,0,0,0,0,0,0,0.312062121411794,1.73472347597681e-18,0.0752155816648098,0,0,0,0.0659768075165651,0,0,0,0.107502816945673
