,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.292285569661398,0.0283773432288233,0,0,0,0.461513344675317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100389615891547,0.041155288034256,0,0,0,0,0,0,0,0,0,0,0.0789966319482695,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.106895294503957,0.0464612334700961,0,0.172937000451427,0,0,0.169357069543618,0,0,0,0.0846640577467688,0,0.118207289904688,0,0,0,0,0,0.263653170526232,0,0,0,0,0,0,0,0.133801821939317,0,0.111251555413671,0,0.00196649695670763,0,0,0,0.00639689384624158,-1.73472347597681e-18,0,0,0.0430988506182292,0,-0.150748525664135,0,0,0.063823564224806,0,0,0,0
X601939.CH.EQUITY,0.507618557094872,0.168843038735751,0,0,0,0,0.0168706101436854,0,0,0,0,0.0228996070620976,0,0,0,0,0.0837289080243028,0,0,0,0,-0.132364411565035,0,0,0,0,0,0,0.203030784275886,0,0,0,0.155081445953715,0,0,0,0,0,0,-0.120993425670023,0,0,0,0,0,0,0,0,0,0.148490878770052
X600036.CH.EQUITY,0,0,0,0,0,0.151987661489644,0,0.0659361259447179,0,0,0,-0.125299490185439,0.170357455826962,0,0,0.0779029192616113,0,0,0,0,0,0,0,0,0,0.0830591769000919,0.173425497261958,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.113081599081317,0,0,0.0395288459391809,0,0,0,0,0,0,0,0.405171147065332
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.542348567331735,0,0,-0.0788768570361888,0.0553000302198893,0,0,0,0,0,0,0,0,0,0.0401751282691273,0.0753942145562908,0,0,0.116974907086719,0,0,0.116054227296915,0,0,0,0.0437903105005956,0,0,0,0,0,0,0,0,0,0,0,0,0.0512368453341699,0,0,0,0
X1299.HK.EQUITY,0,0,-0.227215078185837,0.0218932639862199,0,0,0,0,0,0,0.122799667283684,0,0,0,0,0,0,0,0,0,0,0,0.107102214051577,0,0,0,0,0,0,0,0,0,0.197475853166151,0,0,0,0,0,0.0575221764268981,0.173843994460467,0.0964096371880572,0,0.305765916280839,0,0,0,0.280604447874472,0,0,0
X601628.CH.EQUITY,0.113491255614247,0,0,0,0,0.0346120036568255,0,0,0,0,0,0,-0.0392838614884115,0,0,-0.241691142931579,0,0,0,0,-0.0727183986043878,0.234676732515278,0,0,0,0,-0.125119670319388,0,0,0,0,0,0,0.636164195574846,0,-0.00598745944808107,0,0,0,0,0,0,-0.0204372471093863,0,0.163199596973898,0,0,0,-0.0671992089631516,0
X601988.CH.EQUITY,0.0754920092286256,0,0.0945039062231995,0,0.355706337519,0,0,0,0,0,0,0,0.211355179380314,0,0,0,0.14412904897026,0,0.00640911606694841,0,0,0,0.00637354206674144,0,0,0.0196753230858493,0,0,0,-1.73472347597681e-18,0.126966389856031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123645962536664,0,0,0,0,0,0,0,0,0,0,0.00284096563162139,-0.094729854307006,0,0,0,0,0,0,0.23428683020562,0,0.189711828697315,0.140598799155723,0,0,0,0,0,0,0,0,0.06036806862667,0,0,0,0,0,0.198136552104476,0.0625277992452091,-6.93889390390723e-18,-0.0628796829048744,0.259324720790232,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.0334247928576162,0,0,0,0,0,0,0.0139254169131253,0.0841992522100539,0.209480586791454,0,0,0.124676077942246,0,0,0,0,0,0,0,0,0,0,0.184057845676692,0,0.326244262805311,0.0390312444622956,0,0,0,0.041334741131551,0,0,0,0,0,0.0164932614624497,0,0,0,0,0,0,-0.0222763284552656,-0.00148997371822206,0,0
X388.HK.EQUITY,0,0,0,-0.312423542983425,0,0.27807276639398,-0.0122278503722141,0,0,0,0,0,0.0277800211586454,0,0,0,0,0,0,-0.0853665737872891,0,0.401949948954558,0,0,0,0,0,0.0320458648928153,0,-1.73472347597681e-18,0,0,-0.181268509195444,0,0,0,0,0,0,0.124311555264307,0,0.115060853860764,0,0,0,0,0.0838035332380889,0,0,0
X601658.CH.Equity,0,0,0,-1.73472347597681e-18,0.218817442427394,-0.0669392114694898,0,0.206291712979129,0,0.266424441830078,0,0,0.0828829080369088,0,0,0.018204072468095,0.485023399730204,0,0,0,0,0.316241676370247,0,0,0,0,0,0,0,0,0,-0.320200238857695,0,0,0,0,0,0,0,0.00918225003534004,0,0,0,0,0,0,0,0,0,-0.352490779875775
X000001.CH.EQUITY,0,0.0245673237711815,0,0.0834124343934544,0,0,0,0.190868524303838,0,0.497719029551341,0.0279941539061375,0,0,0,0,0,0,0,0,0,0.0674930783615477,0,0.147040990830155,0,0,0,0.363458295816144,0,0,0,0,0,-0.290345359312141,0,0,0,0,-0.0516417728475505,0,0,0,0,0,0,0,-0.0458478591002156,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0308641420613058,-0.0158805646676825,0,0,0,0,0,0,0.302010668493406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409625326448608,0.0521432835923367,0.201807636193005,0.225642810805387,0,0,0,0,0,0,0.22633999832687,0.0180684445574712,0,0,0.0560247827750841,0,0
