,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0722981281879695,0,0.63686346349901,0,0,0.000115200176380174,0,0,0,0,0,0,0,0,0,0,0.116596467527979,0,0,0,0,0,0,0,0,0,0,0.0378932926740663,0,0,0,0,0,0,0,0,3.3881317890172e-21,0,0,0,-0.00869875085528185,0,0,0,0,0,0.0598191526156883,0
X601318.CH.EQUITY,0,0,0,0,0,0.00309733880010373,0,0.102381433382031,0.0465012073257197,-0.0527144200859819,0,0,0,0.214787173850325,0,0,0,0,0,0.45064819087166,0,0.00759608403420525,0,-0.0822062714150701,0,0,0,0,0,0,0,0.10919899142427,0,0,0.0748506525184169,0.0666357114464295,0,0.103975315878323,0,0,0,0,0,0,0,0,0,0,0,0.0540045462829348
X601939.CH.EQUITY,0,0,0,0,0.561967633573876,0,0,0,0,0,0.175554601611278,0,-0.0815347660043728,0,0,0,0,0,0,0,0.0199308172248349,0,0,0,0.444302937056289,0,0,0,0,0,0.0227113265776414,0,0,0,0,0,0,0,0,-0.127996073708026,0,0,0,-0.09612254862778,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0385798237185808,0,0,0.231412841226051,0,0,0,0,0.153664004626802,0,0,0,0.206548184750348,0,0,0,0,0,0,0,0,0,0.0220612668687507,0,0,0,0.204659121403521,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0.0890773968756635,0,0.105784870885638,0
X601288.CH.EQUITY,0.0526743608786611,0,0.10630460375222,0,0,0,0.233441834054093,0,0,0.0489833141399536,0,0,0,0.0596558885688613,0,0,0.0844949201070005,0,0,0,0,0,0,0,0.178459370018928,0,0,0,0,0,0,0,0,0,0,0,0.252894824502555,-0.00105063824414309,0,0,-2.16840434497101e-19,0,-0.0835246082627272,0,0,0,0,0,0,-0.0542878734282889
X600036.CH.EQUITY,0.0111567602604773,0.243255473993252,0,0,0.0804286653258228,0,0,0.128911930923939,0,0,0,0,0,0.280415233398189,0,0,0,0,0.116918261939724,0,0,0,0,0,0,0.254451778168043,0,0.0659477882345942,0,0.0166320704225572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023662426096671,0,0,-0.0231787737883475
X601988.CH.EQUITY,0.154799734555595,0,0,0,0.21586857866236,0.317112052779703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920680571532081,0,0,-0.0216911363975036,0,0.0334140593371662,0,0,0,0,0.0217520365101753,0.204850455391282,0,0,0,0,0,0,0,0,0,0,-0.133293852739841,0,0.111276670269185,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.164368758607303,0,-0.105369699505323,0,0,0,0,0.258734420464537,0,0,0,0,0,0,0,0,0,0,-0.0874672891812923,0,0,0.164451741518359,0,0.0276741984869094,0.387587475819774,0.0534477951719734,0,0,-0.0170329702718854,8.67361737988404e-19,0,0,0,0,0.150570380639697,0.114347470571421,0,0,0,0,0.0894762276570584,0.119502638243149,0,0,0,0,0,-1.38777878078145e-17
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.178809349350138,0,0,0,0,0,-0.159628752150096,0,0,0,0,0.205575064456863,0,0,0,0.0692721159463244,0,0,0.399887021554089,0.0599711489937953,-0.0492482785400966,0,0,0,-0.0386920287024093,0,0,0,0,0,0,0.215330554355753,0.181162848569582,0,0,0,0,0,0.125336712714691
X388.HK.EQUITY,0,0.0922023632530345,0,0.122415406939681,0,0,0,0.0472824095296826,0,0,0,0,0.010479490034812,0,0,0,0,0,0,0,0.068310081900025,0.135206459700991,0,0.0617585939623383,0,0,0,0,0,0,0.150846483267035,0,0,0,0,0,0.144144899691551,0.0929122396494386,0,0,-0.244540515149901,0,0,0.0279638860307061,0,0,0.281673156551564,0,0,0
