,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.150783074662072,0.433612102875399,0.212226190714503,0,0,-0.184273952048535,0,0,0,0,0.124116075796382,0,0,0,0,0,0.00670312025747765,0,-0.0936696296658656,0,0,0.317389001760508,0,0.0574516804516254,0,0,0,0,0,0,0,0,-0.144953292684795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.111958705712464,0,0,0.170474253642563,0,0.187083913607383,0,0,0,0,0,0,0.333759560156588,1.38777878078145e-17,0,0,0,0.136401458566069,0,0.147260862891305,0,-1.73472347597681e-18,0,0,-0.0280913581683688,0,0,-0.0311905227669989,0,0,0,0,0,0,0,0,0,0,0,0,0.00282248653295472,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.351201097897451,0.24702911520491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447640242603989,0,-0.0245306774794828,0,0.166043747707264,0,0,0,0,0,0.0807163348607351,0,0,0,0,0,0,0,0.0236251574253444,0,0,0,0,0,0,0.0518755231325352,0,0,0.084798899200306,0.0263616564589928
X601988.CH.EQUITY,0.111767750381898,0.11424389542844,0.144771249717787,0,0.0840669541777955,0.19079674857512,0,0,0.343655006123236,0,0,0,0,-1.38777878078145e-17,0,-0.0824515288729206,0,0,0,0.165596587474761,0,0,0,-0.218408058749289,0,0,0.0420360926737497,0.0215416222249564,0.120020938611561,0,0,0,0,-0.0164708870336525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0807758335091255,0,0,0.0693181887741879,0.24011807624048,0,0,0,0,0,0.154397311043334,0,0,0,0,0,-1.73472347597681e-18,0,0,0.14525716869365,0,0,0,0,0,0,0,0.0390811966823656,0,0,0,0.0256404425062913,0,0,0,0.0470959122180094,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.168552679791365,0,0.129137754881507,0,0,0,0,0,0,0,0.0928993294725174,0,0.139246143167008,0,0,0,0.378585209864096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116776038971186,0,0,0,-0.0297313915857592,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.105573555559269,0,0,0,0,0,0,0,0.129406158204384,0.0237386341190007,0.15720648288877,0,0.220108382984819,0,0,0,0.0621310685498754,0,0,0.0934861418539619,0,0.0379327122689053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057371690967757,0,0,0,0
X600036.CH.EQUITY,0,0.382836395662072,0,0,0,0,0.117366012101155,0,0.166144924860931,0,0,0,0,0,0.13459353030878,0,0,-0.0521131604166732,0,0,0,0,0.0231492685225926,0.00743288468270389,0,0.100084669734019,0,0,0,0.0857325675843491,0,0,0,0,0,0,0.189924820331871,0,0,0,0,0,0,0,0.148826897153222,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.119440249730902,8.67361737988404e-19,0,0,0,0,0.3088105961543,0.059468893179682,0,0,0,0,0.349233508591052,0,0,0,0,0,0,0,0,0,0,0.152190796681538,0,-0.0725707647413625,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.161999744528874,-0.172623058702641,0,0,0,0,0,0,0,0,-0.0479223516038772,0
X267.HK.EQUITY,0.0912137183382655,0.151836080241619,-0.0954486385538399,0,0,0,0,0,0.328690258619126,0,0,0,0.190563553896574,0,0,0,0,0,0.218802569327553,0,0.075186136046944,0.233527782603568,0,-0.148298881915951,-0.0391253567857881,0,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0,-0.0517261748026692,0,-0.169221718800494,0,0,0,0,0,0,0,0,-0.199869465221483,0,0
