,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0.271946583127469,0,0,0,0,0,0,0.403755193015484,0,0,0,0,-0.0310388859471572,0,0,0,0,0,0,0,0,0,0,0,0.0233786488039197,0.0401494410371204,0,0,0.235958551404999,0,0,0,0,0,-0.143688339795355,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107412068539855,-0.0265929555010336
X601939.CH.EQUITY,0.205349625189923,0,0,0.331658077764271,0,0,0,0,0,0,0,0,0,0.260269953466881,-0.0215114315978298,0,0,0,0,0,0.00098132240479292,0,0,0,-0.110606705996162,0.237702053262352,0,0,0,0,-0.107779857572829,0,0,0,0,0,-0.0221479197669384,0,0,0,-0.0382730379499529,0,0,0,0,0,0,0.0797230855765686,0,0
X601318.CH.EQUITY,0.00856958145773625,0,0,0,0.234062426121618,0,0,0,0,0,0,0,0.118769503756922,0,0,0,0,0,0,0.0884872867188645,0,0,0.108314415448408,0,0.0296138859134959,0,0,0,0,0,0,0,0,0,0.128186893840522,0,0,0,0,0.0860304643884771,0,0.0130267639818898,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.135071780001172,0,0,0.304998402243733,0,0,0,0,0,0.294536124593023,0,0.273421509297967,0.0272455915728461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354997566960775,0,0,0,0,0,-0.078535440901578,0,0,0,0,0,0,-0.0497212399983881,0,-0.045409126893762
X601988.CH.EQUITY,0.0897190681302831,0.199324356370093,0,0.296299685147765,0,0,0,0,0,0.253743523818309,0,0,0,0,0,0.279937696788043,0,0.0934277602673507,0,0.0802518191002076,0,0,0,0,0.0169932975629772,0,0,0.0744134321603324,0,0,0,0,0,0,0,0,-0.597323042253533,0,0,0,0,0,0,0,0,0,0,0,0,0.152153280676422
X600036.CH.EQUITY,0,0.174459148299457,0,0,0,0,0,0,0.0970922666260877,0,0,0,0.0332430953265831,0,0,0,0,0.179223356198546,0,0,0,0,0.181874441926131,0,0,0,0,0,0,0,0,0,0.368689508303633,0,0,0,0,0,0,0,0,0,0.0426206707786568,0.00756745048840916,0,0,0.089279356431769,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118897480884851,0,0,0.342351456906417,0,0,0,0,0.0462167831675208,0,0,0,0,0,0,6.93889390390723e-18,0,0.0809977756419115,0,0,0,0,0,0,0,0,0.306013567590573,0,0,0,0.0521819735990651,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0717513461374897,0,0,-0.0836101699863902,0,0,0,-0.424499495426171,0,0.675686728009703,0,0.0313409448026879,0.592084487678808,0,0,0.0902066708264252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359110342163028,0,0,0.263289540076465,0.0736430980413696,0
X601628.CH.EQUITY,0,0,0.16280818326891,0,0,0.0950010917096477,0,0,0,0,0,-0.270227758121297,0,0,0,0,0.113346931359153,0,0,0,0,0.189028750681062,0,0,0,0,0,0,0.103532779440644,0,0,0,0.0299187266724893,-0.0937190816381481,0.247057962925878,0,0,0,0,0,0,0.030515275878652,0,0,0,0,0,0.213938108602941,0,0
X601658.CH.Equity,0,0,0,0.0508930433024338,0.0969041684541102,0,0,0,0,0,0,-0.150829373475695,0,0.233024862023682,0,0,0,0.131146305798304,0,0.162017656975102,0,0,0,0,0,0,0,0,0,0.0644237096668996,0,0,0,0,0,0,0.140022227389576,0.30050744337093,0,-0.154105328527115,-0.112902921234034,0,0,0,0,0,0,0,0,-0.113878215970542
