,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X2887.TT.EQUITY,X2801.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0670219049440817,0.0252975645752888,0,0.0201345826873921,-0.100578663698627,0,0,0,-1.35525271560688e-20,0,0,0,-0.0480035458275598,0,0,1.04143379431736,0,0,-0.150302218664615,0,0,0,0,0,-1.0842021724855e-19,0,0,-0.0503890071076128,0,0,0.0150300205888316,0,0,0,0,0.0473804150656385,0,0,0,-0.0380639759268378,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.13093963336986,0,0,0,0,0,0,0,0,0,0.509494384499459,0,0.0402394815658751,0,0,0,0,0,0,-0.280100337890416,0,0,0,0,0,0,0,-0.259313226698556,0,0,0,0,-0.201504010266507,0,0,0.108610893360751,0,0,0,0,0,0,0,0.0518361995089078,0,0.0744380039646139,0.0227254181566281
X601288.CH.EQUITY,0,0.238964776832407,0,0.204149293567445,0,0,0,0,0,0,0,0.0298379726256809,0,0.0758090465089172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186136292557137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953398074109809
X601988.CH.EQUITY,0,0,0.245407087235026,0,0.210430481565805,0.0100859202200719,0,0.0628042447727547,0,0,0,0.237030399441343,0,0,0,0,0,0,0,0.045033646299505,0,0,0,0.124696144344255,0,0,0,0,0,0,0,0,0.0247659283745381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.386648810793237,0,0.232415343487701,0,0.0575530800596749,0,0,0,0,0,0,0,-0.0651061925108392,0.122542552760659,0,0,0,0.0897489099308204,0,0.112275272685156,0,0,0,0,0,0,0,0,0,0,0,0,-0.159745211188362,0,0,0,0,0,0.0924277307915107,0,0,-0.13963525896918,0,0
X601328.CH.EQUITY,0,0,0.0363958916140946,0,0,0,0,0,0.141715483294758,0,0,0.20062414921816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112713792088525,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0425615445371223,0,0,0,0,0,0,0,0,0.252996241985985,0,0,0,0,0,0,0,0.0340052541933949,0.200492266089751,0.051809129572894,0,0,0,0.00231393048172612,0,0,0.284687274739674,-0.0189302424713259,0,0,0,0,0,0,0.0133343063618721,0,0,0,-0.106598648169757,0,0,0,0,0.243900768119578,0,0
X600036.CH.EQUITY,0,0,0,0.0070861508687856,0.0385610442655529,0,-1.0842021724855e-19,0,0,0,0,0,0,0.0484623867201328,0.520560096080104,0,0,0,0.0156029662599473,0.0570132466374463,0,0,0,0,0,0,0,0,0,0,0.194448751623928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206196635549348,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0.113988391323611,0,0.0263042506021569,0,0,0,0,0.0238636643869814,0,0.0109405508575168,0,0,0,0.0213266959892036,0,0.0371466936406784,0.127039761526901,0,0,0,0.0700200376021824,0.013192129825687,0.0555190278912994,0.0550392341647305,0,0,0,0,0,0,0.0342538569886096,0,0,0,0.0995142637201276,0,0,0,0,0,0,0.161541212684158,0
X600000.CH.EQUITY,0,-0.0748925540193417,0,0,0,-0.0645752706405307,0,0,0,0,0,0,0.709115330101016,0,0,0,0,0,0,0.0281791817810734,0,0,0,0,0.0402601049198176,0,0,0,-0.113018866163028,0,0,0,0,-0.00843107293276207,0,0,0,0,0.0284825623325489,0,0.0292041534023947,0,0,-0.0267211723679634,0,0.443618395834652,-0.0110973488429741,0,0.0436199181305092,0
X601998.CH.EQUITY,0.272839343236458,0.0537088843660047,0.0291356081716156,0,0.0551499482378709,0,0,0,0,0,0,0,0,0,0,0,0.0126391359040869,0,0,0,-0.0378173635980753,0,0,0,0,0,0,0.384820335508483,0,0,0,0,0,0,0.389945218932568,-0.0819586600540272,0,0,0,0,0,0,0,0,0,0,0,-0.0702693509785373,0,0
X600016.CH.EQUITY,0,0.0325311489831619,0,0.195432870378781,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0105236281731275,0,0,0,0,0,0,0,0,0,0,0,0,0.457961680162512,0,0,0,0,0,0,0.17629265168761,0.0915029295343779,0,0,0,0,-0.164072758932597,0,0,0.00411366075531598,0,5.42101086242752e-20,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,1.06600852261417,0,0,0,-0.108516083191994,0,0.00515886262370683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294400850747107,0,0,0,0,0,0,0,0.059792428682735,-0.146674997722604,0.0252431424422795,0.0162885777783007,0,0,0,0,0,0.101876427752247
X601628.CH.EQUITY,0,0.0793564749274306,0,0,0,0,0.228473404495747,0.0329688149528734,0,0,0.0293574309669986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646706087458081,0,0,0.0613198093960803,0,0.239804325074631,0,0,0,0,0,0,0.0154362719933153,0.00495708616721621,0,0,0.160696249898965,0,0,0,0,0.104061814191772,0,0,0,0
X000001.CH.EQUITY,0,0,-0.109566766459658,0,0,0,0.185906642318438,0.241059383601899,0.117763889842842,0,0,0,0,0,0,0,0,0,0,0,0,0.0298474010542986,0.163273986904263,0,0.0127080897628512,0,0,1.38777878078145e-17,0,0.04844149286543,0,0,0,0,0,0,-0.119479659217181,0.130261547046907,0,0,0.241789216909842,0,0.0629862162415473,0,0,0,0,0,0.0559668756443723,0
X600015.CH.EQUITY,0,0,0,0.0117049222831796,0,0,0,0,0.0659637654587003,0,0.033991803433985,0.133761417788029,0,0,0,0,0,0.246856063588566,0,0,0,0,0.104785198772692,0,0,0.0319300908113228,0,0,0,0,0,-0.140700726863297,0,0,0,0,0,0,0.163540021461344,0,0,0,0,0.869897246196326,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0,-0.167317497908064,0,0,0,0,0,0,0.217078560112753,0,0,0,0.0274748033499438,0,0,0,0,0,0,0.0107642883490119,0,-0.205213371919655,0,0,0.0442814580193385,0,0,0.356342866925005,0,0,0,-0.122853833730069,0,0,0,0.0593433507703873,0.17335910370026,0,0,0,0,0.07237075780002,0,0,0.0764164845943015,0,0
X601229.CH.EQUITY,0.779681713459606,-0.10211330067236,0,0,-0.211407222746788,0,0,0,0,0,0,0,0,0,0,0.176120816684428,0,0,0,0,0,0,0,0,0,0,0.0672355752209121,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0722855336678967,0,0,0,0.116081058069404,0.0798856819576535,0,0,0,0.0764482933189129,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0251259501254032,0,0.0874227136027867,0,0,0,0,0,0,0,0.331664236071392,0,0,-0.167484162119299,0.00271548559310468,0,0,-0.00503162423764498,0,0,0,0,0,0,0,0.152421866349415,0.0424712316172426,0,0,-0.0245739193375046,0.471733214275254,0,-0.227481588855879,0,0,0.293603076859316,0,0
X601916.CH.Equity,0,0,0,0.442678959191683,0.113630160609795,0,-0.0578143657168685,0,0,0,0,0,0,0,0,0,-0.0454232793577344,0,0,0,0,0,-0.11891009715531,0,0,0,0,0.712238625837063,0,0,-0.0285469290138517,0,0,0,0.488608751753474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X2882.TT.EQUITY,0,-0.0346138879288254,0,0,-0.103328844934626,0,0,0,0,0,-0.0799047807090676,0,0,0,0.0691735041974152,0.0586465648918653,0,0,0,0,0,0,0,0,0.438408756797787,0,0,0.23569432616704,0,0,0,0,0,0.159730360062267,0.218577920084974,0,0.199116992921265,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.202446885668943,0,0,0.325581701899887,0,0,0,0,0,0,0.0488215105327794,0,0,0,0,0,0,0,0,0,0,0.116357926221539,0.0985741672400391,0,0,0,0.114899580424993,0,0,0,0,0,0,0.0297611679588104,0,0.0975890832134216,0,0,-0.064389304786087,0,0,0.0452916523006388,0,0,0,0.0532790412865728
X601601.CH.EQUITY,0,0,0,0,0,0,0.305120163661074,0,-0.148923666513765,0,0,0,0,0,0,0,0,0,0.139249315853038,0,0,0,0,0,-0.013769704202903,0,0,0,0,0.0883970486428089,0,0,-0.0366979487160186,0,0.0923362855565064,0,0,0,0.0702883297573606,0,0,0,0.152771143758232,-0.072713364332047,0,0.34634894492242,0,0,0,0
X601009.CH.EQUITY,0,0.0425354758715727,0,0.103527964438401,0,0,0.0548499804088169,0,0,0,1.73472347597681e-18,0.027749623071131,0,0,0,0,0,0,0,0,0,0,0.0586224080088644,0,0,0,0,0.249059949748657,0,0.116024315538672,0,0,0,0.0407721188666153,0,0,0,0.0175494742882088,0.179506069898031,0,0,0,0,0.0911842695368675,0.0305913666068486,0.046784149838432,0,0,0,0
X2881.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1093068413814,0,0.0341071130759712,0,0.714038102264016,0,0,0,0,0,-0.0570073916326509,0.179321422030253,0,0,0,0,0,0,0,0.0738648717947498,0,0.0680514779383314,0,-0.00472328375553632,0,0,0,0,0,0.02730645718982,0,0,-0.00180622834759852,0
X2891.TT.EQUITY,0,0,0,0,0.0621285496835341,0,0,0,0,0,0,0,0,0,0,0,-0.181655164704285,0,0,0,0,0.106232945507557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159093575522336,0,0,0.0606376075902411,0,0.141923160198494,0,0,0,0,0,0.139793862232925,0.347572672246894,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591517812576516,0,0,0,0.2859040021756,0,0,0.247759790765041,0,-0.351118821726962,0,0,0,0,0.0784070899918705,0,0,0,-0.0856188306077129,0.130080676849947,0,-0.0072020360987392,-0.190392710643775,0.197887309779402,0.436556118411699,0.0134249056007787,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0.191531435160816,0.16287475243241,0.153460861713152,0,0,0.177308963693057,0,0,0.0565606205478026,0,0,0.174497763949497,0.337685894899329,0,0,0.108840411544928,0.0847992007150061,0,0,0,0,0,0.173714096593798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601077.CH.Equity,0,0,0,0.0334177635936004,0,0,0,0.238240052911444,0,0,0,0.173085861966116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123152280742715,0.0213429561703362,0,0,0,0,0.100292357104677,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029797111317436
X600030.CH.EQUITY,-0.023060304265081,0,0,0,0,0,0,0.0793218182531993,0,0,0,0,0,0.128763343932969,0.121306166319346,0,-0.0969558695378413,0,0,0,0,0,0.0684950215374359,0,0.187849665941394,0,0,-6.93889390390723e-18,0,0,0.0319842666982953,0,0,0,0,0,0,0,0,0,0,0.353811479943293,0.16130561555414,0,0.249457254718282,0,0,0,-0.00936646851199527,0.0609622878637827
