,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0,0.85014165419563,0,0,0,0,0,0,0,0,0.0996754485174383,0,0,0,-0.00257622681498839,0,0,0,0,0.141050166632218,0,0,0,0.14751472499808,-0.326135326946205,0,0,0,0.0322335588819741,0.0129695349879845,0,-0.0731054222023323,0,0,0,0,0,0,0,0,-0.0266257671322764,0,-0.0491663413974339,0,0,0,0,4.33680868994202e-19,0
X601288.CH.EQUITY,0,0,0.4772549806393,0.249503582621658,0,0,0.0838751407574948,0,0,0,0,0,0,0,0.122894873332707,0.14058329548614,0,0,0,0,-0.0470923151698944,0,-0.143806989051523,0,-0.214378358383485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.251545274988596,0,-0.00336752778062821,0,-0.00560440787836301,0
X601939.CH.EQUITY,0.223846905391814,0.213296887390789,0,0.127999555692489,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0808372181594181,0,0,0,0,0,0,0,0,0,0.274623841720173,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.106988049887145,0,0,0,0,0,0.0567569211824826,0,0,0,0,0,0
X601988.CH.EQUITY,0.155901625250629,0,0.530905915775674,0,0,0.166713962661459,0.159635569694813,0,0,0,0,0,0,0,0,0,-0.0685943067583922,0,0,-0.0195363585700199,0.0605696690145853,0,-0.132218399606268,0,0,0,-0.135695580863962,0.0147115307188335,0.0757972834235274,-0.0539642424395797,0,0,0,0.0834727128643333,0,0,0,0,-0.0127821834439401,0,0,0,0,0,0,0,0,0.00306267073699897,0,0
X5.HK.EQUITY,0,0,0,0.266250173447289,0,0,0,0,0,0.0895182010982396,0,0,0,0,0.296943663169028,-0.398035219633354,0,0,0,0.00264355989423421,-0.243897522273232,0,0,0,0.245679910297376,0,0,0,0,0.324601263167907,0,0,-0.0287875731413374,0,0.038193205861741,0,0,0,0,0,0.574959561627188,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0.443506258015786,0,0,0,0,0,0,0.0620451457461167,0.263458774578067,0,0,0.0893320574444739,0,0,-0.263055452755382,0,0,0,0,0,0,0,0,0.166109987230044,0,-0.118189462757423,0,0,0,0,0,0,0,0.0338727992525242,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.446101099176495,0.119010271771415,0,0,0,0,0,0,0,0,0,0,0.0222136497660186,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.123819782990087,0,0,0,0,0,0,0.030305460366309,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0370026374050975,0,0.0667469554882617,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585419212374479,0.265151372278584,0,0,0,0,0,0.34524626413866,0.231749833584653,0,0,0.0193355043609768,0,0.0929745109588394,0,0,0,0,0,0,0.135618115440774,3.46944695195361e-18,-0.0486108818569692,0,0,0,0,0,0,-0.237928373281172,0,0,0,0,0
X600036.CH.EQUITY,-0.0773278536530267,0,0,0,0,0.154180218124657,0,0,0,0.0977905795401738,0,0,0,0,0.0689766628249203,0,0.769671469243371,0,-0.110949653857818,0.0908821740983177,0,0,0,0.0449820987327691,0,0,0,0,0,0,0,0,-0.149555167561884,0,0,0,0.028731392290802,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.0853390333721762,0,0,0.425844907190713,0,0.102827674855434,0,0,0,0,0,0,0,0.429201466326998,0,0,0,0,-0.0710647083952197,0,0,0,0,0,0,0,0,0,0.086091620997031,0,0,0,0,0,0,0,0,0.141126451954395,0.0463721495681323,0,-0.209357295624379,0.108024424608483,0,-0.00147641927721602,0,0,0,0,0
