,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.234113743587257,0,0,0,0,0,0,0,0.107732582308635,0,0,0,0,0,0,0,0,0.258532781402116,0,0,0,0,0.268775276071827,0,0,-0.0475977944436256,0,-0.00303670752309633,-0.0917168630945813,0,0,0,0,0,0,0,0,0,0.494832251034602,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.15047530193267,0,0.271692203297333,0,0,0,0,0,0,0,0,0.28040720019488,0.0779167913498683,0,0.0412393674176746,0,0,0,0,0.102570064840212,0,0,0,0,-0.0116230188636493,0,0,0,-1.73472347597681e-18,0.0601104401020364,0,0,0,0,0.0208350714490123,0,0,0,0.00121286381829555,0,0,0.0270234932324027,0.0186189399488289
X601939.CH.EQUITY,0,0,0,0.73494414579184,0.0322620715079686,0.0544021306866604,0,0,0,0.234835768811594,0,0,0,0,0,0,0,0,0,0,0.0506199991564331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234798474270676,0,0.0234960220363653,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,-0.399340302084867,0,0.0235730209878051,0,0.971675332353814,0,0,0,-0.0997243453562291,0,0,0,0,-0.265311676518263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192114562492376,0,0,0,0,0,0,0,0,0,0,0.0636031343529401,0
X5.HK.EQUITY,0,0.0438850897317716,0,0,0,0.137092119130291,0.349971216268328,0,0,0,0,0,0,0,0.059200987640138,0,0,0,0,-0.010498178603295,0,0,0,0,0,0.00101642012711183,0,-0.216580528309454,0,0,0,0,0,0,0,0,0.114920723298025,0.0084000711457948,0,0,0.318545807155385,0,0,0,0,0,-0.119950802206164,0,0.0407571234375023
X601988.CH.EQUITY,0,0,0.084143341401012,0,0.21709593340823,0,0.104454437586328,0,0.0556182537705428,0.0672349184853548,0.167331980025683,0,0,0,0,0.162556632604279,0,0,0,0,-0.0844994199347898,0,0,0,0.0664465842269347,0,0,0,0,0,-0.181461073808083,0,0,0,0,0,0,0,0,0.0615312606773615,0,0,0,0,0,0,0,0,-0.0113851731393418
X1299.HK.EQUITY,0,0,0,0,0.229921952396535,0,0,0,0,0,0,0,0,0,0,0,0.19328975741957,0,0,0,0,0,0,0,0,0.0351407791282459,0,0.0360942618767617,-0.11763347884836,0.0880370501102965,0.0524787366093797,0,0,0,0,0,0.531830272472802,0,0.00231104378335167,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.418434495713253,0,0,0,0,0,0,0,0.261130048409578,-0.0417820790091481,0,0,0,0,0,0,0,0,0,0.00732492728999801,0,0,0,0,0,0,0,0,0,0,0,-0.00467168658140666,0,0.210989706283238,0,0,0,0,-0.108275506469102,0
X601628.CH.EQUITY,0,0.0276447990736152,0,0.00384603759534032,-0.0406384002128439,0,0,0,0,0,0,0.0908618363417333,0,0,0,0,0,0.165657789502238,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.4071031542485,0,0,0,0,0,0.208212514322823,0.106730345167606,0,0.0862099002320005,0,0,0,0
X601328.CH.EQUITY,0,0,0.133752213994019,0,-0.0838474390591271,0,0,0.46491460175854,0,0,0,0,0,0.44458269429751,0,0,0,0,0,0,0.111792271603788,0,0.150027150219602,0,-0.135526497733875,0,0,0,0,0,0,0,-0.0712253964889568,0,0,0,-0.0565434701188449,-0.200759078977176,0,0,0,0,0,0,-0.0438810668681803,0,0,0,0
X601166.CH.EQUITY,0.0825623700993505,0,0,0.232676480107579,0,0,0,0,0.0536254860415325,0.0533077045593715,0,0,0,0.239770462973459,0,0,0,0,0.0245674662820719,0,0,0,0.118409006307851,0,0.103897238396619,0,0,0,0,0,0,0,0,0.0774788059711382,0,0,0,-0.228605891813672,0,0.0324433844172971,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0956926352751275,0,0,-0.295213029835548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250414596048499,0,0,0,0,0.00718033919477645,0,-0.0514794765490128,0,0,-1.0842021724855e-19,0,0,0,0,0,-3.46944695195361e-18,0,0.03691520059322,-0.13522436381673,0.0347562957271494,0,0,0,0.588824184790721,0,0.0583552197000379,0,0,0
X16.HK.EQUITY,0,0,0,0,0,-0.028818098044262,0,0,0,0,0,0,0,0,0.129510376497227,-0.116104285881324,0,-0.298073280073774,0,0,0,0,0,0,0,0,0.169537300194081,0,0,0.144106477040033,0.115522304152716,0,-0.220670995222321,0.267402585697544,0,0,0.499119854214892,0,0,0.11265657028749,0,0,0,0,0,0.245662032866063,0,0,-0.0841511367843035
X600000.CH.EQUITY,0.033284583904871,0,0.353227624040872,0,0.0730765337865209,0,0,0,0,0.175069723100144,0.132680928160905,0,0,0,0,0,-6.93889390390723e-18,0,0.00371912777921234,0,0.0837690961783403,0,0,0,0,0,0.240442853839121,0,0,0,0,0,0,0,0,0,0,0,-0.227468213176429,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0.411072504610287,0,0,0.124936309767738,0,0,0,0,0,0.02451830421346,0,0,0,0,0,0,0.0407829956672164,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.422010810460669,0,0,0,0,0,0,0,0,0.0925448193398298,0,0,0,0.230873238540919,0,0.0117835781933513,0,0,0
