,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.304319615267778,-0.247599977088391,0,0.0144030172879429,0.403764471547504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173611484140671,0,0,0,0,0,0,0,0,0.176696822655463,0,0,0,0,0,0,0,0,-0.0852720254549303,0,0,0,0,0,0,0,-0.030462372383289,0,0,-0.165672538172246,0.0854793651534436
X002142.CH.EQUITY,0.229282334803935,0,0,0,0,0.394915965460012,0,0,0,0,0,-0.188802412061048,0,0.0313747845479005,0,0,0,0,0,0,0.178633720894801,0,0.0308248747015831,0,0,0,0,0,0,0,0,0.0382158636502207,0.0974412594939613,0,0.0700548247675426,0,0,0,0,0,0,0,0,0,-0.0758645378838287,0,0,0,0,0,-0.0401472966058632,-0.180718704500549
X600000.CH.EQUITY,0,0,0,0.139905931945116,0,0,0,0,0.31780975629494,0,0,0,0,0.039037976118694,0,0.0434827131266714,0,0,0,0,0.0676895242201691,0,0,0,0,0,0,0,0.0809859323663193,0,0,0,0,0,0,0,0,0,0,0,0.0850517754643185,0,0.154131806239043,0,0,0,0,0,0,0,-0.0338286613969718,-0.0560072987890583
X600016.CH.EQUITY,0,0,0.121578680933903,0,0,0,0,0,0.335955589053623,0,0.0810881486230333,0,0,0,1.38777878078145e-17,0,0.152531108475995,0,-0.223100335049765,0,0,-0.0799586371440277,0,0,0,0,0,0.417804040606991,0,0,0,0.243612878001678,0.141442477219638,0,0,0,-0.163390854432129,0,0,0.124173720133743,0,0,0,0,0,0,0,-0.0833531751993635,0,0,0,0
X600036.CH.EQUITY,0.109038841208888,0,0.161249924072653,0.413431757603993,0,0,0,0,0,-0.0134324713851461,0.0754032789442777,0,0,0,-0.047044262619727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977824917013756,0,0,0,0,0,0.191929782603292,0,0,0.099008781799578,0,0,0,0,-0.0743631949333896,0,0,0,0,0,0,-0.0136280609539645,0
X601166.CH.EQUITY,0.536772776379597,0,0,0,0,0,0,0,0,0,0.0947105735090877,0.143820038148699,0,0,0,0,0,0,0,0,0,0,0,0,-0.015618725343778,0,0,0,0,-0.172579503505858,0,0,0.00658014141849777,0,0,0,0.078463498642657,0,0,0,0.0702126058596153,0,0,0,-0.0650731236993322,0,0.0852205238525452,0,0,0,-0.0204800832665934,0
X601229.CH.EQUITY,0,0,0,0,0,0.0624658956802176,0,0.276532867649792,0,0,0,0.0308396216435858,0,0,0,0,0.00644486313453222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130461920027557,0,0.253412157568894,0,0,0,-0.00179395649915867,0.158038418535855,0.162878802139138,0,0,0,0,0,0,0,0,0,0.104799345423984,0,0.0359713122700059
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0591003906787297,0.0941057545395826,0.541614808457959,0,0,0.0678310019144763,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526904795826972,0.0660651152230573,0,0,0,0,0,0,0,0,0.067434058134192,0,0,0,0,0,0.0432391096034243,0,0,0.0538205785910742,0,0,0
X601328.CH.EQUITY,0,0,0.349283587070163,0.0377234938241571,0,0,0.110081604106544,0,0,0,0,0.0330606595861341,0.106939425026419,0.118691760614385,0.0798849285641856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113559860027132,0,0,0.0432378932449229,0,0,0,0,0,0,0,0,0,0.061459147609101,0,0,0.0548416349013872,0
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.238417584042905,0.342685165356384,0.263301546842279,0,0,0,0,0,0,0,0,0,0,0.0170083199532629,0,0,0,0.0107882843623469,0,0,0,0,0,0,0,0,0,0,0,0.0119203975126678,3.46944695195361e-18,0,0,0,-0.092273055155261,0,0.0778354104580062,0.0790248804450374,0,0,0
