,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.166591475239442,0,0,0.022585194852377,0,0,0,0,0,0,0,0.0985223754874526,0,0,0,0.0881271318793028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22833101317152,0,0.0492861145738304,0.133020415020517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0.194080248263495,0.375568647933328,0,0,0,0,0,0,0,0,0,0,0.0957850588113808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520400395046261,0,0,0.187860338428405,0,0,0,0,0.0424481662746443,0,0,0,0,-0.0778207000074643,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.448775825699342,0,0.0338717502025144,0.165284727034734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0694824719791571,0,0,0,0,0.00345504652334334,0,0,0,0,0.00846094609044406,0,0,0,0.0928825094388801,0.013624649265282,8.67361737988404e-19,0,0,0
X600016.CH.EQUITY,0,0.0769572735910702,0,0,0,0.157687093121157,0,0,0.139826744386604,0,0,0.0470482566965229,0,0,0,0,0,-0.13276588686586,0,0.245145929928792,-0.237390549520822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687161413995489,0,0,0,0.129484619400866,0.111595347707112,0,0,0,0,0
X600036.CH.EQUITY,0,0.254201015351211,0.0470048094167425,0,0,0,0,0.159614629627965,2.16840434497101e-19,0,0,0.306105924930245,0,0,0,0,0.0184044058806516,0.0840547901740415,0,0,0,-0.0188572948872525,0,0,0,0,0,0,0,0,-0.0620468216067121,-0.068079177972151,0,0,0,0.0122010790566409,0,0.101141847751859,0,0,0,0,0,0,0,0,0,0,0,0.0813554454083977,0.0191141167904025,0
X601166.CH.EQUITY,0,0.0877315247217652,0.0934400512617694,0.0263557383650349,0.00908693711671522,0,0,0,0,0,0,4.33680868994202e-19,0.57756285271342,0,0.0457767950050101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270164117511059,-0.0294908450076079,0,0.00525412919861451,0,0,0,0,0,0,0.0761055359101882,0,0,0.0370173150722549,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.295730371579401,0.123639126386193,0,0,0,0,0,0,0,0.0517748048220174,0.136312190798489,0,0,0,0,0,0,0,0,0,0,-0.0886919728898554,0,0,-0.115058869448652,0,0,0,0,-0.473743529190673,0,0,0.276749713981684,0,0,-0.0811794808077486,0,0,0,0,0,0,0,0.0591308534690446,-0.026381795964947
X601288.CH.EQUITY,0,-0.0175987048648027,0,0,0,0,0,0,0.0206352712755565,0,0,0.881525072466804,0,0,0,0,0.0527439581421392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118203152477469,0,0,-0.0745998929993801,0,0,0.0636661400424534,-0.109321398868384,0,-0.031285549204673,0,0,0,0,0,0,0,-0.035657242134614,0
X601328.CH.EQUITY,0,0,0.0802997423579545,0.242459850942186,0,0,0,0.134362212347902,0,0.198033530684872,0,0,0.024208860435095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.0173528652975203,0,0,0,0,0,0,0,0,0,0.0358447326716618,0,0.684571629408476,0,0,0,0,0,0,0,-0.0684385650503398,0,0,-0.250843059609206,0,0,0,-0.282919867134102,0,0,0,0,0,0,0,0.0946459265357835,0,0,0,0,0,0.151992369374657,0,0,-0.0953639523509425,0,0,0.453009749583767,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0.218625311620318,0.046030908624182,0,0,0.0974735461544466,0.0987972628028504,0,0,0,0,0,0.0795426248729496,0,0,0,0,0,0.013289654165617,0,0,0,0,0.0451109906513158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836169553956611,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0.828668945416164,0,0,0,0,0,0.0468816911725496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917802283663725,0.0385084308272129,0,0,0.0377349125763225,0,0,0,0,-0.0607232009034735,0,0,-0.0678765686729329,0,1.0842021724855e-19,0,0,0,0.0730901997763758,0,0,0,0
X601988.CH.EQUITY,0,-0.0682366362563403,0,0,0,1.19678193786016,0.0347383800317678,0,0,0,0,0,0,0.0275291799897887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.237449402344389,0,0,0,0,0,0,0,0,0,-0.203678380014542,-0.0618975378541335,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.142808351979408,0,-8.67361737988404e-19,0,0.20309833056769,0,0,0.420099762718119,0,0,0,0,0,0,0.286852863492043,0,0,0,0,0.0144079704022328,0,0,0,-0.128629800717934,0,0,-0.00796569485638041,0,0,0,0,0,0,-0.0721517129753203,0,0,0,0,0,0.109261872411082,0,0,0,0,0,-0.0732913556332134,0
X601658.CH.Equity,0.0490310071320392,0,0,0,0,0,0,0.232977627344916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063488292524498,0.00233896444082168,0,0,0,0.224878430429941,0,0,0,0,0,0,0,0,-0.131662606913793,0,0.387448307963283,-0.110409405827515,0,0,0,0,0,0
X11.HK.EQUITY,0,0.0425333131788045,-0.0159967658681032,0,0,0,0,0,0,-0.0362720800435543,-0.169225323507621,0,0,0,0,0,0.092066242637083,0.40181889035536,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.133908850897239,0,0,0.228086032782684,0,0,0.0367061707297204,0,0,0,0,0,0.0705601599282986,0,0.22516889311814,0,0,-0.0187767305766401,0,0.040725814549641,-0.00296110381121879
X2388.HK.EQUITY,0,0,0,0,0.0640237462229374,0,0,0.020764569749045,0,0,0,0,0,0,0,0.173429103647329,0,0,0.0123135641523956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110279811148308,0,0,0,0,0,0.154498075985532,0,0.0116893105236987,0,0,0,0.416972166304082,0,0.0509523928178751
X5.HK.EQUITY,0,0,0,0,0.0726634447392808,0,0,0,0,0,0,0,0,0,0,0.386926347410131,0.0288166694120483,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126185441940807,0,0,0,0,0,-0.194337038118776,0,0.0400733019417175,0.161279564506835,0,0,0,0.105898207311894,0,0,0,0,0.226351324619652,0,0.122473888058355,0.231538587736232
