,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.143687514808345,0,0,0,0.383622284080652,0,0,0,0,0,0,0.118985951163082,0,0,-0.0105194137606176,1.73472347597681e-18,0,0.0119612746333831,0,0,0,0,0,0,-0.0178939508037629,0,0,-0.127477169778139,0,0,0,0.144090256406781,0,0,0,0,0,0,0,0,-0.180819099493903,0,0,0,0,-0.124185299080296,0
X002142.CH.EQUITY,0.146171587181406,0,0,0,0,0,0,0.529785461218238,0.16086375283481,0,-0.0329477223684087,0,0,0,0,0,0.0817102398161622,-0.130660433784762,0,0,0,0.147374310628979,0,-0.116246870522678,0,0,0,0,0,0,0,0,0,0,0.2300446882811,0.0639472179649603,0,0,0,0,0.0137550820939344,0,0,0,0,0,0,0,-0.0633235679617144,-0.0988794100281731,0,0
X600000.CH.EQUITY,0.132424667832603,0,0,0,0.127014094758203,0,0.0678634668652364,0,0,0,0.0867360952276618,0.0318987836898994,0,1.73472347597681e-18,0,0.047718435861316,0,0,0,0,0,0,0.0502535358634775,0,0,0,0.0246602930069488,0,0,0,0,0,0,0,0,0,0,0.191923452305496,0,0,0,0,0,0,0,-0.0265308852510986,0,0,0,0,-0.171209702313063,0
X600015.CH.EQUITY,0.0325803165575879,0.00451385703962632,0.118850095845541,0,0,0,0.443666176765264,0,0.057773047244427,0,0,0,0,0,0,0.0503808207569084,0,0,0,0,0,0.205774504537034,0,0,0.0640993302104063,0,-0.00885732559254807,0,0,0,0,0,0,0,0,0,0.0210207263417406,0,0,0,0,0,0,0,0,0,0,-0.112696198665002,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0.0461857213874606,1.73472347597681e-18,0,0,0.072362608070784,0.412492010454424,0,0,0.204914547536461,0,0.0998432425324224,0,0,0.0859296026684586,0,0,0,0,0.0876688562270004,0,0,0.0171340223814824,0.0188104857798332,-0.0522899745162569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10451563903289,0,0,0,0.0114313187469479
X600036.CH.EQUITY,0.229411354058517,0,0,0,0.399247888187498,0,0,0,0,0.0947969545448969,0.0400332680844545,0,0,0,0,0,0.0605870777458498,0,0,0,0,0.0600880200385788,0,0,0,0,0,0,0,0,0,0.0474433220279117,0,0,0,0,0,0,0,0,0,0.00228426726362118,0,0,0.103381421858209,0,0,-0.118057405963677,0,0,-0.0121452576549208,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.332024745458005,0,0,0.0419620053689653,0,0,0,0,0.396714770184875,0,0.430668502680553,0,0,0,0.045118042188147,-6.93889390390723e-18,0,0,0.0566070355463772,0.0422984518269691,0.177564625512142,0,0,0,0,0,0,0,0,-0.0948232881209075,0,0,0,0,0,-0.119400783520427,0,0,0,-0.016411508525158
X600926.CH.EQUITY,0,0.04015871579548,0,-0.0300816668399973,0,0.0237022722018444,0,0,0,0.656283471991441,0,0,0,-0.106353963860671,0,0,0,0.0802276562952109,0,0,0,0,0,0,0,-0.0294882761362717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583235240907787,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.201837122136439,0,0,0.293281147480199,0,0,0,0,0,0,0,0,0,0,0,0,0.0783464984870927,0,0.167493617517823,0,0.0819925331351557,0.0120933358298823,0,0,0,0,0,0.054720809564292,0,0,0,0,0,0,0,0,0,0.0592811552042838,0,0,0,0,0,0.00646828438176606,0.0313211194590147,0,-0.064976101683679,0,0,0,0.0543142598338748,0.0141613648091806
X601166.CH.EQUITY,0.488914741239138,0,0,0,0.0974130539820908,0.0170633561573063,0,0.197668566317742,0,0,0,0,0,0,0,0,0,0.0380536462228979,0,0,0,0,0,0,0,0,-0.180209514961888,0.271458684724232,0,0.0970923598867455,0,0,0,0,0,0,0,-0.0866787402277426,0,0,0,0,0,0,0,0,0.0726207053357809,0,0,0,0,-0.0454778559271173
X601169.CH.EQUITY,0,0,0,0,0.754258478431284,0.130035463352416,0,0,-0.0548302179492954,0,0,0,0,0,0,0,0.0173653473547021,0,0.123612577307318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549598324689273,0,0,0.0356636154970054,0,0,0,0,0,-0.173766534814716,0,0,0.0821543325064816,-0.123903027538962,0,0
X601229.CH.EQUITY,0,0.0297600526452607,0,0.387094235106379,0,0.152024766073579,0,0,0.151934326147278,0,0,0,0,0,0,0.251696285620262,-1.38777878078145e-17,0.0163763614323881,-0.00123859187080167,0,-3.46944695195361e-18,0,0,0,0,6.7762635780344e-21,0.126120862271752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0410158963224075,0.083098754540939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405651596791542,0,0.245549716313305,0.474206913075606,0.0481786200026763,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0259348995874031,0,0,0,0,0,0,0,0,-0.00569993414175194,0,0,0,0,0,0,0,0,0,0,0,-0.0420011559003588,0
X601328.CH.EQUITY,0,0,0.0741802552856738,0.0855874019448239,0.105363136085588,0,0,0,0,0,0,0.146270101741807,0,0,0.150467106243336,0,0,0,0.096787575205722,0.221581456022095,0,0,0,0,0.0471325476761659,0,0,0,0,0.0543090084017519,0,0,0,0,0,0,0,0.0695138048773188,0,0,0,0,0,0.0315081377605848,0,0,0,0,0,0.00782347297718334,0,0
X601398.CH.EQUITY,0,0,0,0,8.67361737988404e-19,0,0,8.67361737988404e-19,0,0.01295111213512,0,0,0.143948773854718,0,0,0,0,0,0.353159309532923,0.234127254355414,0,0.137961697099418,0,0,0,0,-0.00432574600204374,0,0,0,0,0,0,0,0,0,0.0299116634882433,0,0,0,0,0.0389235266186389,0,0,0.0306104198358206,0,0,0,0,0.0754068109327851,0,0
X601577.CH.EQUITY,0,0,0.011555377467956,0.070080225895064,0,0,0,0,0.126560495891972,0,0,0.259717096311094,0,0,0,0,0,0.275242417137169,0,0,0,0,0,0.0622332922023293,0,0,0,0,0,0,0,0,0.0342376034092698,0,0,0,0,0.0310712419221075,0,0,0,0,0,0,-0.0389273374376068,0,0,0,0,0,0,0
X601818.CH.EQUITY,0.191618239703685,0.0660780216196029,0.0177827119056568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242189408013951,0.156300059798936,0.00817990046386291,0,0,0.138168381245992,-0.0750895830258367,0,0.0566568998426245,0.0763452311080929,0,0,0,0.0327799460613874,0,0,0,0,0,0.117748853746053,0,0,0,0.0918260027252858,0,0,0,0,0,0,0,0
