,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0.30544268234827,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.122769014950939,-0.0473443412898535,0,0,0,0,0,0,0,0,0,0.125646970708734,0,0,0,0.0842140502050991,0,0,0,0,0,0,0.0365837848894959,0.147077011883232,0,0,0,0.179493406322216,0,0,-3.46944695195361e-18,0,0,0,0,0
X002142.CH.EQUITY,0.346903794751353,0,0,0,0,0,0,0,0.344918217734569,0,0,0,0,0.116123733362294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1275487092518,0.0283958295092074,0.107483780043424,0,0,0,0,0,0.0263989249751965,0,0,0,0,0
X600000.CH.EQUITY,0.10772083695063,0,0,0,0.0810497479281575,0,0,0,0.0122646191226605,0,0,0.137071231882816,0,0.0815247607023454,0.0938690388651417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621206765672156,0,0,3.46944695195361e-18,0,0.141127243333668,0.0130068556753045,0.0126657627729305,0.070945476032361,0,0,0,0,0,0,0,0,0.04377005597548,0,0,0,0,0
X600015.CH.EQUITY,0,0.0401213883155269,0,0,0.0151409932803543,0,0.2072000763459,0.261329752973597,0,0,1.38777878078145e-17,0,0,0.11067876367201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222704353566052,0,0,0,0,0,0,0.135360528788589
X600016.CH.EQUITY,0,0,0.133785815010481,0.0109448976364353,0,0,0.0578070957023208,0.0575207782003724,0.133236776302273,0.0905643416489317,0.174690747436437,0,0.148186901253908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146462829231166,0,0,0,0,0,0.105126350420684
X600036.CH.EQUITY,0.0671360318128172,0.0705208345254607,0,0,0,0,0.325081363051901,0,0,0,0,0,0.174025954074193,0,0,0,0,0.00715740332206069,0,0.00225682971411699,0.0171091437510876,0,0,0,0,0,0,0,0,0,0,0,0,0.180937082704932,0,0,0,0.10650602912839,0,0,0,0.0464748537484672,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0297367513027539,0,0.00709013815519867,0.105061632436865,0,0.431452550586084,0,0.0403484175038054,0,0,0.0357498904289155,0,0.219980166717874,0,0,0,0,0,0,0,0.047185010995392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372879398877854,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.117232522084404,0,0.504480622114654,0.0174691053166458,0,0,0,0,0,0,0,0,0,0,0.0558167284425286,0.0209614198985827,0,0,0,0,0,0,0,0,0.134421581895322,0,0,0,0.13465447419697,0,0,0,0,0,0,0,0,0,0,0.107937594109154,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749483927766743,0,0,0,0.232921374048679,0,0,-1.38777878078145e-17,0,0,0,0.26498680514425,0,0,0.0953587444403958,0,0,0,0,0,0,0,0.17502483078099,0,0,0,0,0.0148467571797499,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0746965554100848,0,0.0129320953640823,0,0,0,0.0507951073956054,0,0,0.500262091735045,0,0,0.198608228554804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117483215987902,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
