,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2887.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X600048.CH.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.021169470690781,0,0.3825390020095,0,0.0789846391166331,0,0,0.0253898773171806,0,0.0828675548657014,0,0,0,0,0,0.0682395316447059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203609867366204,0,0,0,0,0.118524782194206,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.314114642627027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52603276155622,0,0,0,0,0.0321502220775962,0,0,0,0,0,-0.0108353549073941,0,0,6.93889390390723e-18,-0.0859132498025117,0,0,0,0,0,0,0,0,0,0,0,0.00146049715798581,0.092753294855731,0.0201318808992648
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.0856044722625133,0,0.15463464508999,0,0,0.0547089007145512,0,0,0,0,0,0,0.111089277556673,0.0227338395114204,0,0,0,0.294796269232339,0,0,0,-0.0608173273919376,0.120556322631679,0,0,0.0726674364740057,0,0,0.255158356424247,0,0,0,0,0,0,0,0.0618317029527933,0.0252373128997007,-0.153419290036259,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0100999490311552,0,0,0.211927923437373,0,0.09138302082857,0,0,0,0,0,0,0,0,0.0108868865015685,0.167574993828015,0,0,0.0850854749089567,0,0.0849075996805454,0,0,0,0,0,0,0,0,0,0,0,0,0.0749522532248075,0.172050292369886,0,0.0659889755947193,0,0,0,0,0.0174954196847046,0,0,0,0,0,0,0.042940832364496,0,0
X600016.CH.EQUITY,0,0.135038039071174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294809042038461,0,0.15358180089121,0,0,0,0,0.207844610901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235308073280441,0,-0.060095946490987,-0.0569288985498131,0,-0.0508141441019564,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00899950754448311,0,0,0,0,0,0,0,0.261147941177833,0.155629827613325,0,0,0,0,0,0,0,0,0.185679269902659,0,0,0,0,0,0,0,0,0,0,0,0,0.169592891199357,0.222306857578313,0,0.186978382934141,0.0148120628372507,0,0,0,0,0.232871486513497,0,-0.0234598455900957
X600919.CH.EQUITY,0,0.0953145352831916,0,0.377805447173797,0,0,0,0.0133302472382795,0.135749782871589,0,0,0,0,0,0,0,0,0.0113854038218802,0,0,0.0361097448117412,0,0.307687223897931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,-1.0842021724855e-19,0,0,0,0,0,0.364736224300589,0,0,0,0.0675924837406788,0,0,0,3.46944695195361e-18,0.0984352754700462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300542086582162,0,0,0,0.0695509848606624,-0.0104909126576661,0.00741596243076985,0.103239925821828,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0.0238089303779259,0,0.355497531528007,0,0,0.116575766426921,0,0,0,0,0.280387883749361,0,0.112781695100128,0,0,0,0,0,0.191748694573742,-0.131054270141706,0,0,0,-0.125210152488664,0,0,0,0,0,-0.0707874189001963,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.281491534730108,0,0,0,-0.0968166202387502,0.0670579393420772
X601166.CH.EQUITY,0.311587921009431,0,0.160897978824186,0,0,0,0,0,0.410559508229074,0,0,0,0,0,0,0,0,0.0138980521219863,0,0,0,0,0,0.0747232378917755,0.0471039775908097,-0.238590362168834,0,0,-0.00139802366774971,0,0,0,0,0,0,0,0,0,0,0.00229433942192272,0,0,0,0,0,0,0,0,0,0,-0.0242696011674167,-0.147869805135905
