,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000002.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X16.HK.EQUITY,X1997.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X823.HK.EQUITY,MKRturn,RealEstateDiff
X000001.CH.EQUITY,0,0.154125031516944,0,0,0,0,0,0,0.0802198349111361,0,0,0,0,0,0,0,0,0,0,0.317612373708738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195916789606548,-0.0831636596312766,0,0.252276792956866,0,0.120770633603346,0,0,0,0,0,0,0,-0.263401815037949,0,-0.00019546279843998
X002142.CH.EQUITY,0.238482330116838,0,0,0,0,0.0142155348376832,0.0737543788204612,0,0,0,0,0.01876253357609,0,0.0411843654588269,0.100998816880778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11089878847705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00102163319021116,0
X600000.CH.EQUITY,0.120524401449788,0,0,0,0.0864882823796655,0.287346795473675,0,0.070148220788937,0,0,0.307157151072175,0,0.128001603507735,0,0,0,0,0,0,0.0235381958648496,0,0,0,0,0,0,0,0,-0.0787891170431626,0.077393362840252,0,0,-0.094883244710925,0,0,0.043896817634755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0.322086259199011,0,0,0,0,0.257427993638095,0.0347851885942717,0,0,0,0,0.0174840785840876,0,0,0,0.0121903041689442,0.0608914096886611,0,0,0,0,0,0,0,0.1623325057854,0.0133191246028911,0,0,0.0634218353103703,0,0,0,0,0,0,0,0,0,-0.055535291524919,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.384477287828065,0,0,0,0.12140643874273,0,0,0.1140924963305,0,0,0,0.101845917748289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13986893967859,0.139729637220051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.185810109771384,0.218936942885084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267697827892951,0,0,0,0,0,0,0.0191560477376094,0,0,0,0.0607074223860386,0.350677792074596,0,0,0,-0.0267611155084241,0,0,0.0623681688047444,0,0,-0.00111750625071848,0,0,0,0,0,-0.0051649070454763,0.0224373349089139,0,0,0,0
X601166.CH.EQUITY,0,0.507026165220258,0,0,0,0,0,-0.131026868169068,0,0,0,0,0,0,0.153015874049479,0,0,0,0,0,0,0,0,0,-0.0154152460708872,0.183869437329625,0,0,0,0,0,0.193812465870666,0.265111466936125,0,0,0,0,0,-0.067172579419378,0,0,0,0,0,0,0.0346792267466046,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0842931729519526,0.273978780223503,0,0,0,0,0,0,0.456086986251698,0,0.0891382894534283,0,0,0,0,0,0,0.102609823227402,0,0,0,0,0,0,0,0,0.0950861547678268,0,0,0.0199532928764633,0,0,0,0,0,-0.0706029668174123,0,0,0,0,0,0,0,0,0.10323425447671,0,0,0.0949411192240019,0
X601229.CH.EQUITY,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.298154195709118,0,0,0,0.499671754845017,0,0,0,0,0,0,0,0.39628694908716,0,0,0,0,0,0,0,0,0,0,0.032586847429017,0,0,0,0,0,0,0,-0.0145158498123288,0,0,0,0.00275173374661003,0,0,0,0,-0.0828264312159783,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.234718818328527,0.0753523424321934,0,0,0.441096589952895,0,0.127030108762923,0,0,0,0,0.0356265634092595,0,0,0.106819772588913,0,0.041822864230631,0,0.137607674077386,0,0,0,0.0348142974270887,0,0,0,0,0,0,0,0,-0.0367372089240796,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.182866179147718,0,0.187502458972048,0,0.0187297400375749,0.237536399270077,0,0,0,0,0,0.0288814115928213,0.101658397450929,0.184065345269358,0,0,0.0583266937183202,0,0,0,0,0,0,0,0,0,0,0.0149424861766505,0.0642375092293988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180296062111072,0.0241951327275628,0,0,0
X601398.CH.EQUITY,0,0,0,0,0.130605158870817,0,0,0,0,0.240919570842531,0.0713705418461252,0,0.0473677144278341,0.313280699442178,0.168393989868985,0,0.0262630641231791,0,0,-0.0155250806345514,0,0,0,0,0,0,0,0,-0.155836774851125,0,0,0,0,-0.12198079374963,0,-0.00901790138676305,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.083422560486058,0
X601818.CH.EQUITY,0.0926596879987498,0,0,0.293049914651888,0,0,0,0,0,0,0,0,0,0,0,0.185519303774676,0,0,0,0,0,0,0,0,0,0,0,-0.12135290838341,-0.151571883539295,0,0.244099655216041,0.00214453723204664,0,-0.15205872486336,0,0.0187090209215386,-0.101649270625479,0,0,0.154977579057423,0,0,0,0,0,0,0,0,0,0,0.0713263739857389
X601939.CH.EQUITY,0.141613409346586,0,0,0,0.0122976303516483,0,0,0,0.321650523781689,0.0869124807271443,0,0.425899154090799,0,0,0,0.0137023564559922,0,0.0302671286471265,0.107532834330608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.170918331276706,0,0,0,0,0,0,0,0,0,0,0.128145569979966,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.0267186635104653,0,0.112138657606668,0,0,0.22995682391591,0.226907496530202,0,0,0.206432324622859,0,0,0,0,0,0,0.119845061419844,0,0,0,0,0,0,0,0,0,0,0,0,0.0451776256278453,0,0,0,-0.285309380616266,0,0,0,0,0,0,0,0,0,0,0,0.161844535862462,0
X601998.CH.EQUITY,0,0,0,0.170958689921925,0,0,0,0.139804059575294,0,0,0.117984654375769,0.099103096877583,-6.93889390390723e-18,0,0,0,0,0,0.0331500855252571,0,0,0,0,0,0,0,0,0,0,0,0,0.03924895500127,0,-0.120659128822837,0,0.0260332766778058,0.0334554366970152,0,0.0110656393080377,0.0681260123032351,0,0,0.149132137483749,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0,-0.148960181655596,0,0,0.0894660129056603,-0.0580545311204149,0,0,0,0,0.289699404046366,0.118089500359628,0,0,0,0,0,0.0901947069916812,0,0,0,0,0,0,0,0,0,0.255259670251674,-0.133886075774882,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.109892114556739
